Organism,Organism: Macaca mulatta (Taxonomy ID 9544)
BioProject Accession,BioProject Accession: PRJNA152473
ID,ID: 152473
,
Title,789. Long-Term Programming of Antigen-Specific Immunity from Gene Expression Signatures in the PBMC of Rhesus Macaques Immunized with an SIV DNA Vaccine
Organism,Organism: Macaca mulatta (Taxonomy ID 9544)
BioProject Accession,BioProject Accession: PRJNA152149
ID,ID: 152149
,
Title,790. Multiple changes at the mucosal surface are induced by protective SIV vaccination
Organism,Organism: Macaca mulatta (Taxonomy ID 9544)
BioProject Accession,BioProject Accession: PRJNA149033
ID,ID: 149033
,
Title,791. An attenuated Lassa vaccine in SIV-infected rhesus macaques does not persist or cause renavirus disease but does elicit protective immunity
Organism,Organism: Macaca mulatta (Taxonomy ID 9544)
BioProject Accession,BioProject Accession: PRJNA148289
ID,ID: 148289
,
Title,792. Comparative Pathogenesis of Three Human and Zoonotic SARS-CoV Strains in Cynomolgus Macaques
Organism,Organism: Macaca mulatta (Taxonomy ID 9544)
BioProject Accession,BioProject Accession: PRJNA130379
ID,ID: 130379
,
Title,793. Rhesus macaque rhadinovirus (RRV) gene expression in vivo
Organism,Organism: Macaca mulatta (Taxonomy ID 9544)
BioProject Accession,BioProject Accession: PRJNA112871
ID,ID: 112871
,
Title,794. Major histocompatibility complex genotyping with massively parallel pyrosequencing
Organism,Organism: Macaca mulatta (Taxonomy ID 9544)
BioProject Accession,BioProject Accession: PRJNA79667
ID,ID: 79667
,
Title,795. A pigtailed macaque model for Kyasanur Forest disease virus and Alkhurma hemorrhagic disease virus pathogenesis
Organism,Organism: Macaca nemestrina (Taxonomy ID 9545)
BioProject Accession,BioProject Accession: PRJNA770874
ID,ID: 770874
,
Title,796. Inhalation of ACE2-expressing lung spheroid cell exosomes provides prophylactic protection against SARS-CoV-2
Organism,Organism: Mesocricetus auratus (Taxonomy ID 10036)
BioProject Accession,BioProject Accession: PRJNA1051566
ID,ID: 1051566
,
Title,797. Breakthrough infections by SARS-CoV-2 variants boost cross-reactive hybrid immune responses in mRNA-vaccinated Golden Syrian Hamsters
Organism,Organism: Mesocricetus auratus (Taxonomy ID 10036)
BioProject Accession,BioProject Accession: PRJNA1035026
ID,ID: 1035026
,
Title,798. Dynamic single-cell RNA sequencing reveals that intravenous BCG vaccination curtails SARS-CoV-2 induced disease severity and lung inflammation
Organism,Organism: Mesocricetus auratus (Taxonomy ID 10036)
BioProject Accession,BioProject Accession: PRJNA953013
ID,ID: 953013
,
Title,799. Intranasal delivery of NS1-deleted influenza virus vectored COVID-19 vaccine restrains the SARS-CoV-2 inflammatory response (Hamster Lung RNA-seq Data)
Organism,Organism: Mesocricetus auratus (Taxonomy ID 10036)
BioProject Accession,BioProject Accession: PRJNA948054
ID,ID: 948054
,
Title,800. A live attenuated vaccine confers superior mucosal and systemic immunity to SARS-CoV-2 variants
Organism,Organism: Mesocricetus auratus (Taxonomy ID 10036)
BioProject Accession,BioProject Accession: PRJNA825496
ID,ID: 825496
,
,
Title,801. A Single Intranasal Vaccination with a Rationally Attenuated SARS-CoV-2 Elicits Strong Humoral Immune Response and Is Protective in Syrian Hamsters
Organism,Organism: Mesocricetus auratus (Taxonomy ID 10036)
BioProject Accession,BioProject Accession: PRJNA822102
ID,ID: 822102
,
Title,802. Cytokine drivers and contributing immune cells of dexamethasone-treatable vaccine-associated enhanced respiratory pathology in COVID-19 hamsters
Organism,Organism: Mesocricetus auratus (Taxonomy ID 10036)
BioProject Accession,BioProject Accession: PRJNA807923
ID,ID: 807923
,
Title,803. Ad26.COV2.S Prevents SARS-CoV-2 Induced Pathways of Inflammation and Thrombosis in Hamsters
Organism,Organism: Mesocricetus auratus (Taxonomy ID 10036)
BioProject Accession,BioProject Accession: PRJNA807676
ID,ID: 807676
,
Title,804. Transcriptional atlas of the cytokine drivers and cellular contributors mediating enhanced SARS-CoV-2 lung pathology in hamsters after non-protective immunization
Organism,Organism: Mesocricetus auratus (Taxonomy ID 10036)
BioProject Accession,BioProject Accession: PRJNA802668
ID,ID: 802668
,
Title,805. A single intranasal dose of human parainfluenza virus type 3-vectored vaccine induces effective antibody and tissue-resident T cell response in the lungs and protects hamsters against SARS-CoV-2
Organism,Organism: Mesocricetus auratus (Taxonomy ID 10036)
BioProject Accession,BioProject Accession: PRJNA795672
ID,ID: 795672
,
Title,806. A whole virion vaccine for COVID-19 produced via a novel inactivation method:  results from animal challenge model studies
Organism,Organism: Mesocricetus auratus (Taxonomy ID 10036)
BioProject Accession,BioProject Accession: PRJNA693519
ID,ID: 693519
,
Title,807. mRNA vaccine efficacy in a severe COVID-19 model: attenuated activation of pulmonary immune cells after the challenge
Organism,Organism: Mesocricetus auratus (Taxonomy ID 10036)
BioProject Accession,BioProject Accession: PRJNA687740
ID,ID: 687740
,
Title,"808. Single-cell RNA sequencing of golden hamster upper respiratory tract (nasal mucosa and trachea), lung, kidney and small intestine"
Organism,Organism: Mesocricetus auratus (Taxonomy ID 10036)
BioProject Accession,BioProject Accession: PRJNA646705
ID,ID: 646705
,
Title,809. Mucosal exposure to non-tuberculous mycobacteria elicits B-cell mediated protection against pulmonary tuberculosis
Organism,Organism: Mus (Taxonomy ID 10088)
BioProject Accession,BioProject Accession: PRJNA838222
ID,ID: 838222
,
Title,810. Gene expression profile of OT-I CD8+ T cell subtypes
Organism,Organism: Mus (Taxonomy ID 10088)
BioProject Accession,BioProject Accession: PRJNA631424
ID,ID: 631424
,
Title,811. Microwave-Induced Tumor-Derived Microparticles Treat Lung Adenocarcinoma by Inducing Immunogenic Cell Death via HMGB1 Shuttling [RNA-Seq]
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1238326
ID,ID: 1238326
,
Title,812. Bulk RNA sequencing data of femur bone marrow tissue derived from mice intramuscularly injected with a SARS-CoV2 mRNA vaccine
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1237780
ID,ID: 1237780
,
Title,813. Microwave-Induced Tumor-Derived Microparticles Treat Lung Adenocarcinoma by Inducing Immunogenic Cell Death via HMGB1 Shuttling
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1225645
ID,ID: 1225645
,
Title,814. Ectopic germinal centers in the nasal turbinates contribute to B cell immunity to intranasal viral infection and vaccination
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1223792
ID,ID: 1223792
,
Title,815. A Cryogel-Based Dendritic Cell Vaccine for Post-Surgical Breast Cancer Immunotherapy
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1222443
ID,ID: 1222443
,
Title,816. Identification of two transitional stem-like memory CD8+ T cell states during viral infection and vaccination
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1221968
ID,ID: 1221968
,
Title,817. Vaccines combining slow release and follicle targeting of antigens increase germinal center B cell clonal diversity and clonal expansion
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1217578
ID,ID: 1217578
,
Title,818. Dendritic cells regulate the innate-adaptive balance in lymph nodes for optimal host defense
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1217051
ID,ID: 1217051
,
Title,819. An Interleukin 9-ZBTB18 axis promotes germinal center development of memory B cells
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1215750
ID,ID: 1215750
,
Title,820. Assessment of the Anti-Tumor Effects of Poly(I:C) Combined with QS-21 on Melanoma Cells(B16F10)
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1215363
ID,ID: 1215363
,
Title,821. Combination adjuvant improves influenza virus immunity by downregulation of immune homeostasis genes in lymphocytes
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1213831
ID,ID: 1213831
,
Title,822. Transcriptome analysis reveals the effect of STAT3 gene of JAK-STAT signaling pathway on apoptosis of Brucella macrophages
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1197375
ID,ID: 1197375
,
Title,823. Heterologous immunization combining vector- and mRNA-based vaccine elicits both robust innate and adaptive immune responses
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1189001
ID,ID: 1189001
,
Title,824. Nanostructured Lipid Carriers based mRNA vaccine leads to a T cell–inflamed tumor microenvironment favorable for improving PD-1/PD-L1 blocking therapy and long-term immunity in a cold tumor model
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1188504
ID,ID: 1188504
,
Title,825. Differential gene expression of BCG-vaccinated mice with M. tuberculosis infection upon adoptive transfer of M. tuberculosis-Ag-treated dendritic cells
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1187852
ID,ID: 1187852
,
Title,826. Antigen experience history directs distinct functional states of CD8+ CAR T cells during the anti-leukemia response
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1184132
ID,ID: 1184132
,
Title,827. IL-21 Shapes the B Cell Response in a Context-Dependent Manner [RNA-seq
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1180891
ID,ID: 1180891
,
Title,828. Transcriptional analysis of blood-borne immune cells induced by VSV-based vaccines: A comparison before and after immunization
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1179920
ID,ID: 1179920
,
Title,829. PKC modulator bryostatin-1 therapeutically targets CNS innate immunity to attenuate neuroinflammation and promote remyelination [exvivo]
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1179440
ID,ID: 1179440
,
Title,830. An engineered mycobacterium smegmatis expressing anti-PD-L1/IL-15 immunocytokine induces and activates specific antitumor immunity
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1176547
ID,ID: 1176547
,
Title,831. Low-inflammatory lipid nanoparticle-based mRNA vaccine elicits protective immunity against H5N1 high-pathogenicity avian influenza virus with reduced adverse reactions (using whole lymph node)
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1174196
ID,ID: 1174196
,
Title,832. Low-inflammatory lipid nanoparticle-based mRNA vaccine elicits protective immunity against H5N1 high-pathogenicity avian influenza virus with reduced adverse reactions (using dendritic cell of lymph node)
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1174191
ID,ID: 1174191
,
Title,833. Exploring the genetic changes caused by vaccine treatment on MC38 tumor tissue
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1173102
ID,ID: 1173102
,
Title,834. Lipid nanoparticles as adjuvant of Norovirus VLP vaccine augment cellular and humoral immune responses in a TLR 9- and type I IFN-dependent pathway
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1172312
ID,ID: 1172312
,
Title,835. Stem-like potential of T cells in infection and cancer is regulated by ID3
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1162458
ID,ID: 1162458
,
Title,836. Comparable levels of innate immune responses between low DIPs and high DIPs LAIV inoculations in the mouse upper respiratory tract revealed by scRNA-seq
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1160784
ID,ID: 1160784
,
Title,837. Comparing Neoantigen Cancer Vaccines and Immune Checkpoint Therapy Unveils an Effective Vaccine and Anti-TREM2 Macrophage-Targeting Dual Therapy [neoAgSpCD8Tcells]
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1159374
ID,ID: 1159374
,
Title,838. Comparing Neoantigen Cancer Vaccines and Immune Checkpoint Therapy Unveils an Effective Vaccine and Anti-TREM2 Macrophage-Targeting Dual Therapy [CD45]
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1159373
ID,ID: 1159373
,
Title,839. Decoding Plasma Cell Maturation Dynamics with BCMA
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1159213
ID,ID: 1159213
,
Title,840. GSK-3b in dendritic cells exerts opposite functions in regulating cross-priming and memory CD8 T cell responses independent of b-catenin
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1157901
ID,ID: 1157901
,
Title,841. The pore-forming apolipoprotein APOL7C drives phagosomal rupture and antigen cross-presentation by dendritic cells
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1156795
ID,ID: 1156795
,
Title,842. Study of the adjuvant effect of Bacterium-like Particles (BLP) at mucosal lymphoid tissues
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJDB14296
ID,ID: 1155906
,
Title,843. RNA binding protein Pcbp1 maintains mitochondria integrity to promote antibody production and germinal center response[scRNA-seq]
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1152555
ID,ID: 1152555
,
Title,844. RNA binding protein Pcbp1 maintains mitochondria integrity to promote antibody production and germinal center response[RNA-seq]
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1152554
ID,ID: 1152554
,
Title,845. Transcriptomic changes associated with SIRT1-based therapy in a model of retinal neurodegeneration
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1150535
ID,ID: 1150535
,
Title,846. Specific pre-plasma cell states and local proliferation at the dark zone – medulla interface characterize germinal center-derived plasma cell differentiation in lymph node (Figure2) III
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1149486
ID,ID: 1149486
,
Title,847. Specific pre-plasma cell states and local proliferation at the dark zone – medulla interface characterize germinal center-derived plasma cell differentiation in lymph node (Figure 4 and Figure 5)
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1149485
ID,ID: 1149485
,
Title,848. Specific pre-plasma cell states and local proliferation at the dark zone – medulla interface characterize germinal center-derived plasma cell differentiation in lymph node (Figure2) 1
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1149484
ID,ID: 1149484
,
Title,849. Specific pre-plasma cell states and local proliferation at the dark zone – medulla interface characterize germinal center-derived plasma cell differentiation in lymph node (Figure2) II
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1149483
ID,ID: 1149483
,
Title,850. Single-cell transcriptomic profiling of brain immune infiltration following Venezuelan equine encephalitis virus infection
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1147221
ID,ID: 1147221
,
,
Title,851. Single-cell sequencing of CD45+ cells in the MC38 subcutaneous transplantation model after immunization of cancer vaccine Adpgk-NitraTh
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1146202
ID,ID: 1146202
,
Title,852. HIF-alpha signaling mediates the macrophage inflammatory response during Leishmania majorinfection
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1143419
ID,ID: 1143419
,
Title,853. Lipid nanoparticles deliver DNA-encoded biologics and induce potent protective immunity
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1138765
ID,ID: 1138765
,
Title,854. Recombinant RSV G protein vaccine induces enhanced respiratory disease via IL-13 and mucin overproduction
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1136980
ID,ID: 1136980
,
Title,855. Mitochondrial Rewiring with Small-Molecule Drug-Free Nanoassemblies Unleashes Anticancer Immunity
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1135960
ID,ID: 1135960
,
Title,856. YTHDF1 loss in dendritic cells potentiates radiationinduced antitumor immunity via STING-dependent type I IFN production
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1135674
ID,ID: 1135674
,
Title,857. Plasmid DNA or mRNA formulated in lipid nanoparticles drive unique innate immune activation to promote adaptive immunity
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1133023
ID,ID: 1133023
,
Title,858. Perivascular B cells link intestinal angiogenesis to immunity and to the gut-brain axis during neuroinflammation
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1132274
ID,ID: 1132274
,
Title,859. Innate cells and STAT1-dependent signals orchestrate vaccine-induced protection against invasive Cryptococcus infection
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1131807
ID,ID: 1131807
,
Title,860. Postnatal Allergic Inhalation Induces Glial Inflammation in the Olfactory Bulb and Leads to Autism-Like Traits in Mice
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1130847
ID,ID: 1130847
,
Title,861. Personalized dendritic cell vaccine facilitates the preparation of neoantigen-reactive T cells for adoptive transfer (scRNA-Seq)
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1129585
ID,ID: 1129585
,
Title,862. NLRX1 Limits Inflammatory Neurodegeneration in the Anterior Visual Pathway
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1126727
ID,ID: 1126727
,
Title,863. B cell differentiation into germinal center and antibody-secreting cells depends on SMARCA5-mediated chromatin remodeling[Ribotag]
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1125426
ID,ID: 1125426
,
Title,864. The Ddx21 mutant peptide is a potent neoantigen in preventive lung cancer vaccines and can activate long-term immune function
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1124976
ID,ID: 1124976
,
Title,865. Transcriptomic analysis of  antigen-specific CD4 T cells infiltrating the liver (Figure 6)
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1122192
ID,ID: 1122192
,
Title,866. Regulation of intracellular pH by SLC4A7 tunes mTORC1 function to promote plasma cell differentiation
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1122164
ID,ID: 1122164
,
Title,867. RNA sequencing of lymph nodes in CXCL13-immunized versus non-Immunized mice
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1118020
ID,ID: 1118020
,
Title,868. Immunization Induces Inflammation in the Mouse Heart during Spaceflight
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1117072
ID,ID: 1117072
,
Title,869. Towards melanoma in situ vaccination with multiple ultra-narrow X-ray beams
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1116151
ID,ID: 1116151
,
Title,870. Single-cell RNA sequencing  of antigen specific CD4+ T cells induced by high vs low doses of MHC-II restricted neoantigens
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1116136
ID,ID: 1116136
,
Title,871. Gene expresion profile of different clusters of antigen specific CD4+ T cells induced by vaccines containing high doses of MHC-II restricted neoantigens
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1116135
ID,ID: 1116135
,
Title,872. Multi-organ immunity on a 3D-printed multi-tissue chip with tubing-free impeller pump
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1114743
ID,ID: 1114743
,
Title,873. Synergically enhanced anti-tumor immunity of in vivo CAR by vaccination-elicited antibody-mediated cellular cytotoxicity boosting
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1114686
ID,ID: 1114686
,
Title,874. A multi-adjuvant nanovaccine platform based on targeted delivery of specific antigens for cancer immunotherapy
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1109932
ID,ID: 1109932
,
Title,875. Effect of mRNA vaccine on Epigenetic and Transcriptomic Profiles of Kupffer Cells (RNA-Seq)
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1109402
ID,ID: 1109402
,
Title,"876. RNA-seq analysis of integrin β7hi or integrin β7lo PCs, or klf2-sufficient or -deficient PCs"
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1107186
ID,ID: 1107186
,
Title,877. Loss of Sphingosine-1-Phosphate Receptor 4 weakens innate mechanisms leading to defective lymph node hypertrophy and germinal center formation
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1107179
ID,ID: 1107179
,
Title,"878. RNA-seq analysis of SPL integrin b7hi or integrin b7lo PCs, or BM PCs"
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1106498
ID,ID: 1106498
,
Title,879. The origins of IgA-secreting cells in the acinar structures of the nasal turbinates [RNA-seq]
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1103722
ID,ID: 1103722
,
Title,880. Adenoviral Vectored Neoantigen Vaccine Augments Hyperexpanded CD8+ T Cell Control of Tumor Challenge in Mice
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1103182
ID,ID: 1103182
,
Title,881. Stem-like T cells are associated with the pathogenesis of ulcerative colitis in humans. [scRNAseq_MouseLPL]
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1103089
ID,ID: 1103089
,
Title,882. Stem-like T cells are associated with the pathogenesis of ulcerative colitis in humans [bulkRNAseq_MouseLPL]
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1102437
ID,ID: 1102437
,
Title,883. Early spatiotemporal evolution of the immune response elicited by adenovirus vector vaccination
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1102021
ID,ID: 1102021
,
Title,884. RNA signatures followed by immunization of multiantigenic adenovirus-based vaccine candidate against mycobacterium tuberculosis
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1101044
ID,ID: 1101044
,
Title,885. beta-catenin in dendritic cells negatively regulates CD8 T cell im-mune responses through the immune checkpoint molecule Tim-3
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1098773
ID,ID: 1098773
,
Title,886. PD1 and CD73 on naïve CD4+ T cells synergistically limit responses to self
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1097455
ID,ID: 1097455
,
Title,"887. Gene expression in Pan02 tumors from mice that were either untreated, treated with a TGFb vaccine, with an anti-IL-6R blocking antibody or the combination of the TGFb vaccine and an anti-IL-6R blocking antibody"
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1096817
ID,ID: 1096817
,
Title,888. Immunotherapy-activated T cells install a subset of late-stage activated M1-like macrophages that are critical for therapeutic efficacy
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1096324
ID,ID: 1096324
,
Title,889. Naïve CD8 T cell RNA sequencing in C57BL/6 and MD4 mice
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1095917
ID,ID: 1095917
,
Title,890. Neoantigen-Augmented iPSC-based Cancer Vaccine Combined with Local Radiotherapy Promotes Systemic Antitumor Immunity in Poorly Immunogenic Cancers
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1093483
ID,ID: 1093483
,
Title,891. Oxytocin and Vasopressin Gene Expression in the Brain as Potential Biomarkers for Cannabidiol Exposure and Anti-inflammatory Efficacy
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1091727
ID,ID: 1091727
,
Title,892. Gene expression profile of all CD4 T cells from the mesenteric lymph nodes of SPF and Nippostrongylus Brasiliensis infected mice
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1088128
ID,ID: 1088128
,
Title,893. Novel Model of Multiple Sclerosis Induced by EBV-like Virus Generates a Unique B Cell Population
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1088099
ID,ID: 1088099
,
Title,"894. Chromosomal instability can favor macrophage-mediated immune response and induce a broad, vaccination-like anti-tumor IgG response [RNA-Seq]"
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1087437
ID,ID: 1087437
,
Title,"895. Chromosomal instability can favor macrophage-mediated immune response and induce a broad, vaccination-like anti-tumor IgG response [scRNA-Seq]"
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1087433
ID,ID: 1087433
,
Title,896. Early transcriptomic response of innate immune cells  to subcutaneous BCG vaccination of mice
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1086964
ID,ID: 1086964
,
Title,897. High recallability of memory B cells requires ZFP318-dependent transcriptional regulation of mitochondrial function
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1086813
ID,ID: 1086813
,
Title,898. High recallability of memory B cells requires ZFP318-dependent transcriptional regulation of mitochondrial function
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1086812
ID,ID: 1086812
,
Title,899. High recallability of memory B cells requires ZFP318-dependent transcriptional regulation of mitochondrial function
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1086811
ID,ID: 1086811
,
Title,900. High recallability of memory B cells requires ZFP318-dependent transcriptional regulation of mitochondrial function
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1086810
ID,ID: 1086810
,
,
Title,901. Vaccine based on immune evasion mutations integrated RBD protein have broad protection against SARS-CoV-2 [mRNA-seq]
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1086470
ID,ID: 1086470
,
Title,902. The role of residue chirality of polypeptide hydrogels in regulating local immune microenvironment for anti-tumor immune responses
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1086452
ID,ID: 1086452
,
Title,903. Myeloid C3 causes neuronal injury prior to synapse loss [scRNA-seq]
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1084778
ID,ID: 1084778
,
Title,904. B cell differentiation into germinal center and antibody-secreting cells depends on SMARCA5-mediated chromatin remodeling[RNA-Seq]
Organism,Organism: Mus musculus (Taxonomy ID 10090)
BioProject Accession,BioProject Accession: PRJNA1083906
ID,ID: 1083906
,
