process,group,symbol
P53_PATHWAY,Proliferation and Repair,PHLDA3
P53_PATHWAY,Proliferation and Repair,PIDD1
P53_PATHWAY,Proliferation and Repair,PITPNC1
P53_PATHWAY,Proliferation and Repair,PLK2
P53_PATHWAY,Proliferation and Repair,PLK3
P53_PATHWAY,Proliferation and Repair,PLXNB2
P53_PATHWAY,Proliferation and Repair,PMM1
P53_PATHWAY,Proliferation and Repair,POLH
P53_PATHWAY,Proliferation and Repair,POM121
P53_PATHWAY,Proliferation and Repair,PPM1D
P53_PATHWAY,Proliferation and Repair,PPP1R15A
P53_PATHWAY,Proliferation and Repair,PRKAB1
P53_PATHWAY,Proliferation and Repair,PRMT2
P53_PATHWAY,Proliferation and Repair,PROCR
P53_PATHWAY,Proliferation and Repair,PTPN14
P53_PATHWAY,Proliferation and Repair,PTPRE
P53_PATHWAY,Proliferation and Repair,PVT1
P53_PATHWAY,Proliferation and Repair,RAB40C
P53_PATHWAY,Proliferation and Repair,RACK1
P53_PATHWAY,Proliferation and Repair,RAD51C
P53_PATHWAY,Proliferation and Repair,RAD9A
P53_PATHWAY,Proliferation and Repair,RALGDS
P53_PATHWAY,Proliferation and Repair,RAP2B
P53_PATHWAY,Proliferation and Repair,RB1
P53_PATHWAY,Proliferation and Repair,RCHY1
P53_PATHWAY,Proliferation and Repair,RETSAT
P53_PATHWAY,Proliferation and Repair,RGS16
P53_PATHWAY,Proliferation and Repair,RHBDF2
P53_PATHWAY,Proliferation and Repair,RNF19B
P53_PATHWAY,Proliferation and Repair,RPL18
P53_PATHWAY,Proliferation and Repair,RPL36
P53_PATHWAY,Proliferation and Repair,RPS12
P53_PATHWAY,Proliferation and Repair,RPS27L
P53_PATHWAY,Proliferation and Repair,RRAD
P53_PATHWAY,Proliferation and Repair,RRP8
P53_PATHWAY,Proliferation and Repair,RXRA
P53_PATHWAY,Proliferation and Repair,S100A10
P53_PATHWAY,Proliferation and Repair,S100A4
P53_PATHWAY,Proliferation and Repair,SAT1
P53_PATHWAY,Proliferation and Repair,SDC1
P53_PATHWAY,Proliferation and Repair,SEC61A1
P53_PATHWAY,Proliferation and Repair,SERPINB5
P53_PATHWAY,Proliferation and Repair,SERTAD3
P53_PATHWAY,Proliferation and Repair,SESN1
P53_PATHWAY,Proliferation and Repair,SFN
P53_PATHWAY,Proliferation and Repair,SLC19A2
P53_PATHWAY,Proliferation and Repair,SLC35D1
P53_PATHWAY,Proliferation and Repair,SLC3A2
P53_PATHWAY,Proliferation and Repair,SLC7A11
P53_PATHWAY,Proliferation and Repair,SOCS1
P53_PATHWAY,Proliferation and Repair,SP1
P53_PATHWAY,Proliferation and Repair,SPHK1
P53_PATHWAY,Proliferation and Repair,ST14
P53_PATHWAY,Proliferation and Repair,STEAP3
P53_PATHWAY,Proliferation and Repair,STOM
P53_PATHWAY,Proliferation and Repair,TAP1
P53_PATHWAY,Proliferation and Repair,TAX1BP3
P53_PATHWAY,Proliferation and Repair,TCHH
P53_PATHWAY,Proliferation and Repair,TCN2
P53_PATHWAY,Proliferation and Repair,TGFA
P53_PATHWAY,Proliferation and Repair,TGFB1
P53_PATHWAY,Proliferation and Repair,TM4SF1
P53_PATHWAY,Proliferation and Repair,TM7SF3
P53_PATHWAY,Proliferation and Repair,TNFSF9
P53_PATHWAY,Proliferation and Repair,TNNI1
P53_PATHWAY,Proliferation and Repair,TOB1
P53_PATHWAY,Proliferation and Repair,TP53
P53_PATHWAY,Proliferation and Repair,TP63
P53_PATHWAY,Proliferation and Repair,TPD52L1
P53_PATHWAY,Proliferation and Repair,TPRKB
P53_PATHWAY,Proliferation and Repair,TRAF4
P53_PATHWAY,Proliferation and Repair,TRAFD1
P53_PATHWAY,Proliferation and Repair,TRIAP1
P53_PATHWAY,Proliferation and Repair,TRIB3
P53_PATHWAY,Proliferation and Repair,TSC22D1
P53_PATHWAY,Proliferation and Repair,TSPYL2
P53_PATHWAY,Proliferation and Repair,TXNIP
P53_PATHWAY,Proliferation and Repair,UPP1
P53_PATHWAY,Proliferation and Repair,VAMP8
P53_PATHWAY,Proliferation and Repair,VDR
P53_PATHWAY,Proliferation and Repair,VWA5A
P53_PATHWAY,Proliferation and Repair,WRAP73
P53_PATHWAY,Proliferation and Repair,WWP1
P53_PATHWAY,Proliferation and Repair,XPC
P53_PATHWAY,Proliferation and Repair,ZBTB16
P53_PATHWAY,Proliferation and Repair,ZFP36L1
P53_PATHWAY,Proliferation and Repair,ZMAT3
P53_PATHWAY,Proliferation and Repair,ZNF365
MYC_TARGETS_V2,Proliferation and Repair,AIMP2
MYC_TARGETS_V2,Proliferation and Repair,BYSL
MYC_TARGETS_V2,Proliferation and Repair,CBX3
MYC_TARGETS_V2,Proliferation and Repair,CDK4
MYC_TARGETS_V2,Proliferation and Repair,DCTPP1
MYC_TARGETS_V2,Proliferation and Repair,DDX18
MYC_TARGETS_V2,Proliferation and Repair,DUSP2
MYC_TARGETS_V2,Proliferation and Repair,EXOSC5
MYC_TARGETS_V2,Proliferation and Repair,FARSA
MYC_TARGETS_V2,Proliferation and Repair,GNL3
MYC_TARGETS_V2,Proliferation and Repair,GRWD1
MYC_TARGETS_V2,Proliferation and Repair,HK2
MYC_TARGETS_V2,Proliferation and Repair,HSPD1
MYC_TARGETS_V2,Proliferation and Repair,HSPE1
MYC_TARGETS_V2,Proliferation and Repair,IMP4
MYC_TARGETS_V2,Proliferation and Repair,IPO4
MYC_TARGETS_V2,Proliferation and Repair,LAS1L
MYC_TARGETS_V2,Proliferation and Repair,MAP3K6
MYC_TARGETS_V2,Proliferation and Repair,MCM4
MYC_TARGETS_V2,Proliferation and Repair,MCM5
MYC_TARGETS_V2,Proliferation and Repair,MPHOSPH10
MYC_TARGETS_V2,Proliferation and Repair,MRTO4
MYC_TARGETS_V2,Proliferation and Repair,MYBBP1A
MYC_TARGETS_V2,Proliferation and Repair,MYC
MYC_TARGETS_V2,Proliferation and Repair,NDUFAF4
MYC_TARGETS_V2,Proliferation and Repair,NIP7
MYC_TARGETS_V2,Proliferation and Repair,NOC4L
MYC_TARGETS_V2,Proliferation and Repair,NOLC1
MYC_TARGETS_V2,Proliferation and Repair,NOP16
MYC_TARGETS_V2,Proliferation and Repair,NOP2
MYC_TARGETS_V2,Proliferation and Repair,NOP56
MYC_TARGETS_V2,Proliferation and Repair,NPM1
MYC_TARGETS_V2,Proliferation and Repair,PA2G4
MYC_TARGETS_V2,Proliferation and Repair,PES1
MYC_TARGETS_V2,Proliferation and Repair,PHB1
MYC_TARGETS_V2,Proliferation and Repair,PLK1
MYC_TARGETS_V2,Proliferation and Repair,PLK4
MYC_TARGETS_V2,Proliferation and Repair,PPAN
MYC_TARGETS_V2,Proliferation and Repair,PPRC1
MYC_TARGETS_V2,Proliferation and Repair,PRMT3
MYC_TARGETS_V2,Proliferation and Repair,PUS1
MYC_TARGETS_V2,Proliferation and Repair,RABEPK
MYC_TARGETS_V2,Proliferation and Repair,RCL1
MYC_TARGETS_V2,Proliferation and Repair,RRP12
MYC_TARGETS_V2,Proliferation and Repair,RRP9
MYC_TARGETS_V2,Proliferation and Repair,SLC19A1
MYC_TARGETS_V2,Proliferation and Repair,SLC29A2
MYC_TARGETS_V2,Proliferation and Repair,SORD
MYC_TARGETS_V2,Proliferation and Repair,SRM
MYC_TARGETS_V2,Proliferation and Repair,SUPV3L1
MYC_TARGETS_V2,Proliferation and Repair,TBRG4
MYC_TARGETS_V2,Proliferation and Repair,TCOF1
MYC_TARGETS_V2,Proliferation and Repair,TFB2M
MYC_TARGETS_V2,Proliferation and Repair,TMEM97
MYC_TARGETS_V2,Proliferation and Repair,UNG
MYC_TARGETS_V2,Proliferation and Repair,UTP20
MYC_TARGETS_V2,Proliferation and Repair,WDR43
MYC_TARGETS_V2,Proliferation and Repair,WDR74
COAGULATION,Proliferation and Repair,A2M
COAGULATION,Proliferation and Repair,ACOX2
COAGULATION,Proliferation and Repair,ADAM9
COAGULATION,Proliferation and Repair,ANG
COAGULATION,Proliferation and Repair,ANXA1
COAGULATION,Proliferation and Repair,APOA1
COAGULATION,Proliferation and Repair,APOC1
COAGULATION,Proliferation and Repair,APOC2
COAGULATION,Proliferation and Repair,APOC3
COAGULATION,Proliferation and Repair,ARF4
COAGULATION,Proliferation and Repair,BMP1
COAGULATION,Proliferation and Repair,C1QA
COAGULATION,Proliferation and Repair,C1R
COAGULATION,Proliferation and Repair,C1S
COAGULATION,Proliferation and Repair,C2
COAGULATION,Proliferation and Repair,C3
COAGULATION,Proliferation and Repair,C8A
COAGULATION,Proliferation and Repair,C8B
COAGULATION,Proliferation and Repair,C8G
COAGULATION,Proliferation and Repair,C9
COAGULATION,Proliferation and Repair,CAPN2
COAGULATION,Proliferation and Repair,CAPN5
COAGULATION,Proliferation and Repair,CASP9
COAGULATION,Proliferation and Repair,CD9
COAGULATION,Proliferation and Repair,CFB
COAGULATION,Proliferation and Repair,CFD
COAGULATION,Proliferation and Repair,CFH
COAGULATION,Proliferation and Repair,CFI
COAGULATION,Proliferation and Repair,CLU
COAGULATION,Proliferation and Repair,COMP
COAGULATION,Proliferation and Repair,CPB2
COAGULATION,Proliferation and Repair,CPN1
COAGULATION,Proliferation and Repair,CPQ
COAGULATION,Proliferation and Repair,CRIP2
COAGULATION,Proliferation and Repair,CSRP1
COAGULATION,Proliferation and Repair,CTSB
COAGULATION,Proliferation and Repair,CTSE
COAGULATION,Proliferation and Repair,CTSH
COAGULATION,Proliferation and Repair,CTSK
COAGULATION,Proliferation and Repair,CTSO
COAGULATION,Proliferation and Repair,CTSV
COAGULATION,Proliferation and Repair,DCT
COAGULATION,Proliferation and Repair,DPP4
COAGULATION,Proliferation and Repair,DUSP14
COAGULATION,Proliferation and Repair,DUSP6
COAGULATION,Proliferation and Repair,F10
COAGULATION,Proliferation and Repair,F11
COAGULATION,Proliferation and Repair,F12
COAGULATION,Proliferation and Repair,F13B
COAGULATION,Proliferation and Repair,F2
COAGULATION,Proliferation and Repair,F2RL2
COAGULATION,Proliferation and Repair,F3
COAGULATION,Proliferation and Repair,F8
COAGULATION,Proliferation and Repair,F9
COAGULATION,Proliferation and Repair,FBN1
COAGULATION,Proliferation and Repair,FGA
COAGULATION,Proliferation and Repair,FGG
COAGULATION,Proliferation and Repair,FN1
COAGULATION,Proliferation and Repair,FURIN
COAGULATION,Proliferation and Repair,FYN
COAGULATION,Proliferation and Repair,GDA
COAGULATION,Proliferation and Repair,GNB2
COAGULATION,Proliferation and Repair,GNG12
COAGULATION,Proliferation and Repair,GP1BA
COAGULATION,Proliferation and Repair,GP9
COAGULATION,Proliferation and Repair,GSN
COAGULATION,Proliferation and Repair,HMGCS2
COAGULATION,Proliferation and Repair,HNF4A
COAGULATION,Proliferation and Repair,HPN
COAGULATION,Proliferation and Repair,HRG
COAGULATION,Proliferation and Repair,HTRA1
COAGULATION,Proliferation and Repair,ISCU
COAGULATION,Proliferation and Repair,ITGA2
COAGULATION,Proliferation and Repair,ITGB3
COAGULATION,Proliferation and Repair,ITIH1
COAGULATION,Proliferation and Repair,KLF7
COAGULATION,Proliferation and Repair,KLK8
COAGULATION,Proliferation and Repair,KLKB1
COAGULATION,Proliferation and Repair,LAMP2
COAGULATION,Proliferation and Repair,LEFTY2
COAGULATION,Proliferation and Repair,LGMN
COAGULATION,Proliferation and Repair,LRP1
COAGULATION,Proliferation and Repair,LTA4H
COAGULATION,Proliferation and Repair,MAFF
COAGULATION,Proliferation and Repair,MASP2
COAGULATION,Proliferation and Repair,MBL2
COAGULATION,Proliferation and Repair,MEP1A
COAGULATION,Proliferation and Repair,MMP1
COAGULATION,Proliferation and Repair,MMP10
COAGULATION,Proliferation and Repair,MMP11
COAGULATION,Proliferation and Repair,MMP14
COAGULATION,Proliferation and Repair,MMP15
COAGULATION,Proliferation and Repair,MMP2
COAGULATION,Proliferation and Repair,MMP3
COAGULATION,Proliferation and Repair,MMP7
COAGULATION,Proliferation and Repair,MMP8
COAGULATION,Proliferation and Repair,MMP9
COAGULATION,Proliferation and Repair,MSRB2
COAGULATION,Proliferation and Repair,MST1
COAGULATION,Proliferation and Repair,OLR1
COAGULATION,Proliferation and Repair,P2RY1
COAGULATION,Proliferation and Repair,PDGFB
COAGULATION,Proliferation and Repair,PECAM1
COAGULATION,Proliferation and Repair,PEF1
COAGULATION,Proliferation and Repair,PF4
COAGULATION,Proliferation and Repair,PLAT
COAGULATION,Proliferation and Repair,PLAU
COAGULATION,Proliferation and Repair,PLEK
COAGULATION,Proliferation and Repair,PLG
COAGULATION,Proliferation and Repair,PREP
COAGULATION,Proliferation and Repair,PROC
COAGULATION,Proliferation and Repair,PROS1
COAGULATION,Proliferation and Repair,PROZ
COAGULATION,Proliferation and Repair,PRSS23
COAGULATION,Proliferation and Repair,RABIF
COAGULATION,Proliferation and Repair,RAC1
COAGULATION,Proliferation and Repair,RAPGEF3
COAGULATION,Proliferation and Repair,RGN
COAGULATION,Proliferation and Repair,S100A1
COAGULATION,Proliferation and Repair,S100A13
COAGULATION,Proliferation and Repair,SERPINA1
COAGULATION,Proliferation and Repair,SERPINB2
COAGULATION,Proliferation and Repair,SERPINC1
COAGULATION,Proliferation and Repair,SERPINE1
COAGULATION,Proliferation and Repair,SERPING1
COAGULATION,Proliferation and Repair,SH2B2
COAGULATION,Proliferation and Repair,SIRT2
COAGULATION,Proliferation and Repair,SPARC
COAGULATION,Proliferation and Repair,TF
COAGULATION,Proliferation and Repair,TFPI2
COAGULATION,Proliferation and Repair,THBD
COAGULATION,Proliferation and Repair,THBS1
COAGULATION,Proliferation and Repair,TIMP1
COAGULATION,Proliferation and Repair,TIMP3
COAGULATION,Proliferation and Repair,TMPRSS6
COAGULATION,Proliferation and Repair,USP11
COAGULATION,Proliferation and Repair,VWF
COAGULATION,Proliferation and Repair,WDR1
MITOTIC_SPINDLE,Proliferation and Repair,ABI1
MITOTIC_SPINDLE,Proliferation and Repair,ABL1
MITOTIC_SPINDLE,Proliferation and Repair,ABR
MITOTIC_SPINDLE,Proliferation and Repair,ACTN4
MITOTIC_SPINDLE,Proliferation and Repair,AKAP13
MITOTIC_SPINDLE,Proliferation and Repair,ALMS1
MITOTIC_SPINDLE,Proliferation and Repair,ALS2
MITOTIC_SPINDLE,Proliferation and Repair,ANLN
MITOTIC_SPINDLE,Proliferation and Repair,APC
MITOTIC_SPINDLE,Proliferation and Repair,ARAP3
MITOTIC_SPINDLE,Proliferation and Repair,ARF6
MITOTIC_SPINDLE,Proliferation and Repair,ARFGEF1
MITOTIC_SPINDLE,Proliferation and Repair,ARFIP2
MITOTIC_SPINDLE,Proliferation and Repair,ARHGAP10
MITOTIC_SPINDLE,Proliferation and Repair,ARHGAP27
MITOTIC_SPINDLE,Proliferation and Repair,ARHGAP29
MITOTIC_SPINDLE,Proliferation and Repair,ARHGAP4
MITOTIC_SPINDLE,Proliferation and Repair,ARHGAP5
MITOTIC_SPINDLE,Proliferation and Repair,ARHGDIA
MITOTIC_SPINDLE,Proliferation and Repair,ARHGEF11
MITOTIC_SPINDLE,Proliferation and Repair,ARHGEF12
MITOTIC_SPINDLE,Proliferation and Repair,ARHGEF2
MITOTIC_SPINDLE,Proliferation and Repair,ARHGEF3
MITOTIC_SPINDLE,Proliferation and Repair,ARHGEF7
MITOTIC_SPINDLE,Proliferation and Repair,ARL8A
MITOTIC_SPINDLE,Proliferation and Repair,ATG4B
MITOTIC_SPINDLE,Proliferation and Repair,AURKA
MITOTIC_SPINDLE,Proliferation and Repair,BCAR1
MITOTIC_SPINDLE,Proliferation and Repair,BCL2L11
MITOTIC_SPINDLE,Proliferation and Repair,BCR
MITOTIC_SPINDLE,Proliferation and Repair,BIN1
MITOTIC_SPINDLE,Proliferation and Repair,BIRC5
MITOTIC_SPINDLE,Proliferation and Repair,BRCA2
MITOTIC_SPINDLE,Proliferation and Repair,BUB1
MITOTIC_SPINDLE,Proliferation and Repair,CAPZB
MITOTIC_SPINDLE,Proliferation and Repair,CCDC88A
MITOTIC_SPINDLE,Proliferation and Repair,CCNB2
MITOTIC_SPINDLE,Proliferation and Repair,CD2AP
MITOTIC_SPINDLE,Proliferation and Repair,CDC27
MITOTIC_SPINDLE,Proliferation and Repair,CDC42
MITOTIC_SPINDLE,Proliferation and Repair,CDC42BPA
MITOTIC_SPINDLE,Proliferation and Repair,CDC42EP1
MITOTIC_SPINDLE,Proliferation and Repair,CDC42EP2
MITOTIC_SPINDLE,Proliferation and Repair,CDC42EP4
MITOTIC_SPINDLE,Proliferation and Repair,CDK1
MITOTIC_SPINDLE,Proliferation and Repair,CDK5RAP2
MITOTIC_SPINDLE,Proliferation and Repair,CENPE
MITOTIC_SPINDLE,Proliferation and Repair,CENPF
MITOTIC_SPINDLE,Proliferation and Repair,CENPJ
MITOTIC_SPINDLE,Proliferation and Repair,CEP131
MITOTIC_SPINDLE,Proliferation and Repair,CEP192
MITOTIC_SPINDLE,Proliferation and Repair,CEP250
MITOTIC_SPINDLE,Proliferation and Repair,CEP57
MITOTIC_SPINDLE,Proliferation and Repair,CEP72
MITOTIC_SPINDLE,Proliferation and Repair,CKAP5
MITOTIC_SPINDLE,Proliferation and Repair,CLASP1
MITOTIC_SPINDLE,Proliferation and Repair,CLIP1
MITOTIC_SPINDLE,Proliferation and Repair,CLIP2
MITOTIC_SPINDLE,Proliferation and Repair,CNTRL
MITOTIC_SPINDLE,Proliferation and Repair,CNTROB
MITOTIC_SPINDLE,Proliferation and Repair,CSNK1D
MITOTIC_SPINDLE,Proliferation and Repair,CTTN
MITOTIC_SPINDLE,Proliferation and Repair,CYTH2
MITOTIC_SPINDLE,Proliferation and Repair,DLG1
MITOTIC_SPINDLE,Proliferation and Repair,DLGAP5
MITOTIC_SPINDLE,Proliferation and Repair,DOCK2
MITOTIC_SPINDLE,Proliferation and Repair,DOCK4
MITOTIC_SPINDLE,Proliferation and Repair,DST
MITOTIC_SPINDLE,Proliferation and Repair,DYNC1H1
MITOTIC_SPINDLE,Proliferation and Repair,DYNLL2
MITOTIC_SPINDLE,Proliferation and Repair,ECT2
MITOTIC_SPINDLE,Proliferation and Repair,EPB41
MITOTIC_SPINDLE,Proliferation and Repair,EPB41L2
MITOTIC_SPINDLE,Proliferation and Repair,ESPL1
MITOTIC_SPINDLE,Proliferation and Repair,EZR
MITOTIC_SPINDLE,Proliferation and Repair,FARP1
MITOTIC_SPINDLE,Proliferation and Repair,FBXO5
MITOTIC_SPINDLE,Proliferation and Repair,FGD4
MITOTIC_SPINDLE,Proliferation and Repair,FGD6
MITOTIC_SPINDLE,Proliferation and Repair,FLNA
MITOTIC_SPINDLE,Proliferation and Repair,FLNB
MITOTIC_SPINDLE,Proliferation and Repair,FSCN1
MITOTIC_SPINDLE,Proliferation and Repair,GEMIN4
MITOTIC_SPINDLE,Proliferation and Repair,GSN
MITOTIC_SPINDLE,Proliferation and Repair,HDAC6
MITOTIC_SPINDLE,Proliferation and Repair,HOOK3
MITOTIC_SPINDLE,Proliferation and Repair,INCENP
MITOTIC_SPINDLE,Proliferation and Repair,ITSN1
MITOTIC_SPINDLE,Proliferation and Repair,KATNA1
MITOTIC_SPINDLE,Proliferation and Repair,KATNB1
MITOTIC_SPINDLE,Proliferation and Repair,KIF11
MITOTIC_SPINDLE,Proliferation and Repair,KIF15
MITOTIC_SPINDLE,Proliferation and Repair,KIF1B
MITOTIC_SPINDLE,Proliferation and Repair,KIF20B
MITOTIC_SPINDLE,Proliferation and Repair,KIF22
MITOTIC_SPINDLE,Proliferation and Repair,KIF23
MITOTIC_SPINDLE,Proliferation and Repair,KIF2C
MITOTIC_SPINDLE,Proliferation and Repair,KIF3B
MITOTIC_SPINDLE,Proliferation and Repair,KIF3C
MITOTIC_SPINDLE,Proliferation and Repair,KIF4A
MITOTIC_SPINDLE,Proliferation and Repair,KIF5B
MITOTIC_SPINDLE,Proliferation and Repair,KIFAP3
MITOTIC_SPINDLE,Proliferation and Repair,KLC1
MITOTIC_SPINDLE,Proliferation and Repair,KNTC1
MITOTIC_SPINDLE,Proliferation and Repair,KPTN
MITOTIC_SPINDLE,Proliferation and Repair,LATS1
MITOTIC_SPINDLE,Proliferation and Repair,LLGL1
MITOTIC_SPINDLE,Proliferation and Repair,LMNB1
MITOTIC_SPINDLE,Proliferation and Repair,LRPPRC
MITOTIC_SPINDLE,Proliferation and Repair,MAP1S
MITOTIC_SPINDLE,Proliferation and Repair,MAP3K11
MITOTIC_SPINDLE,Proliferation and Repair,MAPRE1
MITOTIC_SPINDLE,Proliferation and Repair,MARCKS
MITOTIC_SPINDLE,Proliferation and Repair,MARK4
MITOTIC_SPINDLE,Proliferation and Repair,MID1
MITOTIC_SPINDLE,Proliferation and Repair,MID1IP1
MITOTIC_SPINDLE,Proliferation and Repair,MYH10
MITOTIC_SPINDLE,Proliferation and Repair,MYH9
MITOTIC_SPINDLE,Proliferation and Repair,MYO1E
MITOTIC_SPINDLE,Proliferation and Repair,MYO9B
MITOTIC_SPINDLE,Proliferation and Repair,NCK1
MITOTIC_SPINDLE,Proliferation and Repair,NCK2
MITOTIC_SPINDLE,Proliferation and Repair,NDC80
MITOTIC_SPINDLE,Proliferation and Repair,NEDD9
MITOTIC_SPINDLE,Proliferation and Repair,NEK2
MITOTIC_SPINDLE,Proliferation and Repair,NET1
MITOTIC_SPINDLE,Proliferation and Repair,NF1
MITOTIC_SPINDLE,Proliferation and Repair,NIN
MITOTIC_SPINDLE,Proliferation and Repair,NOTCH2
MITOTIC_SPINDLE,Proliferation and Repair,NUMA1
MITOTIC_SPINDLE,Proliferation and Repair,NUSAP1
MITOTIC_SPINDLE,Proliferation and Repair,OPHN1
MITOTIC_SPINDLE,Proliferation and Repair,PAFAH1B1
MITOTIC_SPINDLE,Proliferation and Repair,PALLD
MITOTIC_SPINDLE,Proliferation and Repair,PCGF5
MITOTIC_SPINDLE,Proliferation and Repair,PCM1
MITOTIC_SPINDLE,Proliferation and Repair,PCNT
MITOTIC_SPINDLE,Proliferation and Repair,PDLIM5
MITOTIC_SPINDLE,Proliferation and Repair,PIF1
MITOTIC_SPINDLE,Proliferation and Repair,PKD2
MITOTIC_SPINDLE,Proliferation and Repair,PLEKHG2
MITOTIC_SPINDLE,Proliferation and Repair,PLK1
MITOTIC_SPINDLE,Proliferation and Repair,PPP4R2
MITOTIC_SPINDLE,Proliferation and Repair,PRC1
MITOTIC_SPINDLE,Proliferation and Repair,PREX1
MITOTIC_SPINDLE,Proliferation and Repair,PXN
MITOTIC_SPINDLE,Proliferation and Repair,RAB3GAP1
MITOTIC_SPINDLE,Proliferation and Repair,RABGAP1
MITOTIC_SPINDLE,Proliferation and Repair,RACGAP1
MITOTIC_SPINDLE,Proliferation and Repair,RALBP1
MITOTIC_SPINDLE,Proliferation and Repair,RANBP9
MITOTIC_SPINDLE,Proliferation and Repair,RAPGEF5
MITOTIC_SPINDLE,Proliferation and Repair,RAPGEF6
MITOTIC_SPINDLE,Proliferation and Repair,RASA1
MITOTIC_SPINDLE,Proliferation and Repair,RASA2
MITOTIC_SPINDLE,Proliferation and Repair,RASAL2
MITOTIC_SPINDLE,Proliferation and Repair,RFC1
MITOTIC_SPINDLE,Proliferation and Repair,RHOF
MITOTIC_SPINDLE,Proliferation and Repair,RHOT2
MITOTIC_SPINDLE,Proliferation and Repair,RICTOR
MITOTIC_SPINDLE,Proliferation and Repair,ROCK1
MITOTIC_SPINDLE,Proliferation and Repair,SAC3D1
MITOTIC_SPINDLE,Proliferation and Repair,SASS6
MITOTIC_SPINDLE,Proliferation and Repair,SEPTIN9
MITOTIC_SPINDLE,Proliferation and Repair,SHROOM1
MITOTIC_SPINDLE,Proliferation and Repair,SHROOM2
MITOTIC_SPINDLE,Proliferation and Repair,SMC1A
MITOTIC_SPINDLE,Proliferation and Repair,SMC3
MITOTIC_SPINDLE,Proliferation and Repair,SMC4
MITOTIC_SPINDLE,Proliferation and Repair,SORBS2
MITOTIC_SPINDLE,Proliferation and Repair,SOS1
MITOTIC_SPINDLE,Proliferation and Repair,SPTAN1
MITOTIC_SPINDLE,Proliferation and Repair,SPTBN1
MITOTIC_SPINDLE,Proliferation and Repair,SSH2
MITOTIC_SPINDLE,Proliferation and Repair,STAU1
MITOTIC_SPINDLE,Proliferation and Repair,STK38L
MITOTIC_SPINDLE,Proliferation and Repair,SUN2
MITOTIC_SPINDLE,Proliferation and Repair,SYNPO
MITOTIC_SPINDLE,Proliferation and Repair,TAOK2
MITOTIC_SPINDLE,Proliferation and Repair,TBCD
MITOTIC_SPINDLE,Proliferation and Repair,TIAM1
MITOTIC_SPINDLE,Proliferation and Repair,TLK1
MITOTIC_SPINDLE,Proliferation and Repair,TOP2A
MITOTIC_SPINDLE,Proliferation and Repair,TPX2
MITOTIC_SPINDLE,Proliferation and Repair,TRIO
MITOTIC_SPINDLE,Proliferation and Repair,TSC1
MITOTIC_SPINDLE,Proliferation and Repair,TTK
MITOTIC_SPINDLE,Proliferation and Repair,TUBA4A
MITOTIC_SPINDLE,Proliferation and Repair,TUBD1
MITOTIC_SPINDLE,Proliferation and Repair,TUBGCP2
MITOTIC_SPINDLE,Proliferation and Repair,TUBGCP3
MITOTIC_SPINDLE,Proliferation and Repair,TUBGCP5
MITOTIC_SPINDLE,Proliferation and Repair,TUBGCP6
MITOTIC_SPINDLE,Proliferation and Repair,UXT
MITOTIC_SPINDLE,Proliferation and Repair,VCL
MITOTIC_SPINDLE,Proliferation and Repair,WASF1
MITOTIC_SPINDLE,Proliferation and Repair,WASF2
MITOTIC_SPINDLE,Proliferation and Repair,WASL
MITOTIC_SPINDLE,Proliferation and Repair,YWHAE
HYPOXIA,Signaling and Stress Response,ACKR3
HYPOXIA,Signaling and Stress Response,ADM
HYPOXIA,Signaling and Stress Response,ADORA2B
HYPOXIA,Signaling and Stress Response,AK4
HYPOXIA,Signaling and Stress Response,AKAP12
HYPOXIA,Signaling and Stress Response,ALDOA
HYPOXIA,Signaling and Stress Response,ALDOB
HYPOXIA,Signaling and Stress Response,ALDOC
HYPOXIA,Signaling and Stress Response,AMPD3
HYPOXIA,Signaling and Stress Response,ANGPTL4
HYPOXIA,Signaling and Stress Response,ANKZF1
HYPOXIA,Signaling and Stress Response,ANXA2
HYPOXIA,Signaling and Stress Response,ATF3
HYPOXIA,Signaling and Stress Response,ATP7A
HYPOXIA,Signaling and Stress Response,B3GALT6
HYPOXIA,Signaling and Stress Response,B4GALNT2
HYPOXIA,Signaling and Stress Response,BCAN
HYPOXIA,Signaling and Stress Response,BCL2
HYPOXIA,Signaling and Stress Response,BGN
HYPOXIA,Signaling and Stress Response,BHLHE40
HYPOXIA,Signaling and Stress Response,BNIP3L
HYPOXIA,Signaling and Stress Response,BRS3
HYPOXIA,Signaling and Stress Response,BTG1
HYPOXIA,Signaling and Stress Response,CA12
HYPOXIA,Signaling and Stress Response,CASP6
HYPOXIA,Signaling and Stress Response,CAV1
HYPOXIA,Signaling and Stress Response,CAVIN1
HYPOXIA,Signaling and Stress Response,CAVIN3
HYPOXIA,Signaling and Stress Response,CCN1
HYPOXIA,Signaling and Stress Response,CCN2
HYPOXIA,Signaling and Stress Response,CCN5
HYPOXIA,Signaling and Stress Response,CCNG2
HYPOXIA,Signaling and Stress Response,CDKN1A
HYPOXIA,Signaling and Stress Response,CDKN1B
HYPOXIA,Signaling and Stress Response,CDKN1C
HYPOXIA,Signaling and Stress Response,CHST2
HYPOXIA,Signaling and Stress Response,CHST3
HYPOXIA,Signaling and Stress Response,CITED2
HYPOXIA,Signaling and Stress Response,COL5A1
HYPOXIA,Signaling and Stress Response,CP
HYPOXIA,Signaling and Stress Response,CSRP2
HYPOXIA,Signaling and Stress Response,CXCR4
HYPOXIA,Signaling and Stress Response,DCN
