"","id","module_title","composite_name","module_size_4","module_category","annotation_level","web_link","symbol","top_matched_pathway_in_kegg_pid_and_biocarta","jaccard_index_10","enrichment_p_value_11","pathway_size","overlap_size_13","top_matched_chaussabel_module","jaccard_index_15","enrichment_p_value_16","module_size_17","overlap_size_18","top_matched_transcription_factor","jaccard_index_20","enrichment_p_value_21","gene_set_size","overlap_size_23","top_matched_gene_ontology_terms_number_of_matched_genes","btm","group","subgroup"
"1","M0","targets of FOSL1/2","targets of FOSL1/2 (M0)",12,"TF targets","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M0.htm","CCL2","[PID]Validated transcriptional targets of AP1 family members Fra1 and Fra2",0.33,4.16e-35,36,12,NA,NA,NA,NA,NA,"AML_Q6",0.01,0.000158,204,3,"extracellular space (11), extracellular region (11), protein binding (9)","M0","SIGNAL TRANSDUCTION","SIGNAL TRANSDUCTION"
"2","M0","targets of FOSL1/2","targets of FOSL1/2 (M0)",12,"TF targets","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M0.htm","DCN","[PID]Validated transcriptional targets of AP1 family members Fra1 and Fra2",0.33,4.16e-35,36,12,NA,NA,NA,NA,NA,"AML_Q6",0.01,0.000158,204,3,"extracellular space (11), extracellular region (11), protein binding (9)","M0","SIGNAL TRANSDUCTION","SIGNAL TRANSDUCTION"
"3","M0","targets of FOSL1/2","targets of FOSL1/2 (M0)",12,"TF targets","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M0.htm","LIF","[PID]Validated transcriptional targets of AP1 family members Fra1 and Fra2",0.33,4.16e-35,36,12,NA,NA,NA,NA,NA,"AML_Q6",0.01,0.000158,204,3,"extracellular space (11), extracellular region (11), protein binding (9)","M0","SIGNAL TRANSDUCTION","SIGNAL TRANSDUCTION"
"4","M0","targets of FOSL1/2","targets of FOSL1/2 (M0)",12,"TF targets","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M0.htm","PLAU","[PID]Validated transcriptional targets of AP1 family members Fra1 and Fra2",0.33,4.16e-35,36,12,NA,NA,NA,NA,NA,"AML_Q6",0.01,0.000158,204,3,"extracellular space (11), extracellular region (11), protein binding (9)","M0","SIGNAL TRANSDUCTION","SIGNAL TRANSDUCTION"
"5","M0","targets of FOSL1/2","targets of FOSL1/2 (M0)",12,"TF targets","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M0.htm","IL6","[PID]Validated transcriptional targets of AP1 family members Fra1 and Fra2",0.33,4.16e-35,36,12,NA,NA,NA,NA,NA,"AML_Q6",0.01,0.000158,204,3,"extracellular space (11), extracellular region (11), protein binding (9)","M0","SIGNAL TRANSDUCTION","SIGNAL TRANSDUCTION"
"6","M0","targets of FOSL1/2","targets of FOSL1/2 (M0)",12,"TF targets","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M0.htm","MGP","[PID]Validated transcriptional targets of AP1 family members Fra1 and Fra2",0.33,4.16e-35,36,12,NA,NA,NA,NA,NA,"AML_Q6",0.01,0.000158,204,3,"extracellular space (11), extracellular region (11), protein binding (9)","M0","SIGNAL TRANSDUCTION","SIGNAL TRANSDUCTION"
"7","M0","targets of FOSL1/2","targets of FOSL1/2 (M0)",12,"TF targets","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M0.htm","COL1A2","[PID]Validated transcriptional targets of AP1 family members Fra1 and Fra2",0.33,4.16e-35,36,12,NA,NA,NA,NA,NA,"AML_Q6",0.01,0.000158,204,3,"extracellular space (11), extracellular region (11), protein binding (9)","M0","SIGNAL TRANSDUCTION","SIGNAL TRANSDUCTION"
"8","M0","targets of FOSL1/2","targets of FOSL1/2 (M0)",12,"TF targets","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M0.htm","MMP9","[PID]Validated transcriptional targets of AP1 family members Fra1 and Fra2",0.33,4.16e-35,36,12,NA,NA,NA,NA,NA,"AML_Q6",0.01,0.000158,204,3,"extracellular space (11), extracellular region (11), protein binding (9)","M0","SIGNAL TRANSDUCTION","SIGNAL TRANSDUCTION"
"9","M0","targets of FOSL1/2","targets of FOSL1/2 (M0)",12,"TF targets","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M0.htm","THBD","[PID]Validated transcriptional targets of AP1 family members Fra1 and Fra2",0.33,4.16e-35,36,12,NA,NA,NA,NA,NA,"AML_Q6",0.01,0.000158,204,3,"extracellular space (11), extracellular region (11), protein binding (9)","M0","SIGNAL TRANSDUCTION","SIGNAL TRANSDUCTION"
"10","M0","targets of FOSL1/2","targets of FOSL1/2 (M0)",12,"TF targets","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M0.htm","MMP2","[PID]Validated transcriptional targets of AP1 family members Fra1 and Fra2",0.33,4.16e-35,36,12,NA,NA,NA,NA,NA,"AML_Q6",0.01,0.000158,204,3,"extracellular space (11), extracellular region (11), protein binding (9)","M0","SIGNAL TRANSDUCTION","SIGNAL TRANSDUCTION"
"11","M0","targets of FOSL1/2","targets of FOSL1/2 (M0)",12,"TF targets","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M0.htm","IL8","[PID]Validated transcriptional targets of AP1 family members Fra1 and Fra2",0.33,4.16e-35,36,12,NA,NA,NA,NA,NA,"AML_Q6",0.01,0.000158,204,3,"extracellular space (11), extracellular region (11), protein binding (9)","M0","SIGNAL TRANSDUCTION","SIGNAL TRANSDUCTION"
"12","M0","targets of FOSL1/2","targets of FOSL1/2 (M0)",12,"TF targets","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M0.htm","MMP1","[PID]Validated transcriptional targets of AP1 family members Fra1 and Fra2",0.33,4.16e-35,36,12,NA,NA,NA,NA,NA,"AML_Q6",0.01,0.000158,204,3,"extracellular space (11), extracellular region (11), protein binding (9)","M0","SIGNAL TRANSDUCTION","SIGNAL TRANSDUCTION"
"13","M1.0","integrin cell surface interactions (I)","integrin cell surface interactions (I) (M1.0)",29,"molecular function","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M1.0.htm","ITGA9","KEGG_FOCAL_ADHESION",0.14,6.7e-61,201,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (26), axon guidance (20), extracellular region (16)","M1.0","ECM AND MIGRATION","ECM AND MIGRATION"
"14","M1.0","integrin cell surface interactions (I)","integrin cell surface interactions (I) (M1.0)",29,"molecular function","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M1.0.htm","PDGFRA","KEGG_FOCAL_ADHESION",0.14,6.7e-61,201,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (26), axon guidance (20), extracellular region (16)","M1.0","ECM AND MIGRATION","ECM AND MIGRATION"
"15","M1.0","integrin cell surface interactions (I)","integrin cell surface interactions (I) (M1.0)",29,"molecular function","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M1.0.htm","PTK2","KEGG_FOCAL_ADHESION",0.14,6.7e-61,201,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (26), axon guidance (20), extracellular region (16)","M1.0","ECM AND MIGRATION","ECM AND MIGRATION"
"16","M1.0","integrin cell surface interactions (I)","integrin cell surface interactions (I) (M1.0)",29,"molecular function","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M1.0.htm","TNC","KEGG_FOCAL_ADHESION",0.14,6.7e-61,201,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (26), axon guidance (20), extracellular region (16)","M1.0","ECM AND MIGRATION","ECM AND MIGRATION"
"17","M1.0","integrin cell surface interactions (I)","integrin cell surface interactions (I) (M1.0)",29,"molecular function","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M1.0.htm","PDGFRB","KEGG_FOCAL_ADHESION",0.14,6.7e-61,201,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (26), axon guidance (20), extracellular region (16)","M1.0","ECM AND MIGRATION","ECM AND MIGRATION"
"18","M1.0","integrin cell surface interactions (I)","integrin cell surface interactions (I) (M1.0)",29,"molecular function","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M1.0.htm","EGFR","KEGG_FOCAL_ADHESION",0.14,6.7e-61,201,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (26), axon guidance (20), extracellular region (16)","M1.0","ECM AND MIGRATION","ECM AND MIGRATION"
"19","M1.0","integrin cell surface interactions (I)","integrin cell surface interactions (I) (M1.0)",29,"molecular function","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M1.0.htm","ITGA5","KEGG_FOCAL_ADHESION",0.14,6.7e-61,201,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (26), axon guidance (20), extracellular region (16)","M1.0","ECM AND MIGRATION","ECM AND MIGRATION"
"20","M1.0","integrin cell surface interactions (I)","integrin cell surface interactions (I) (M1.0)",29,"molecular function","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M1.0.htm","LAMB1","KEGG_FOCAL_ADHESION",0.14,6.7e-61,201,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (26), axon guidance (20), extracellular region (16)","M1.0","ECM AND MIGRATION","ECM AND MIGRATION"
"21","M1.0","integrin cell surface interactions (I)","integrin cell surface interactions (I) (M1.0)",29,"molecular function","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M1.0.htm","COL3A1","KEGG_FOCAL_ADHESION",0.14,6.7e-61,201,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (26), axon guidance (20), extracellular region (16)","M1.0","ECM AND MIGRATION","ECM AND MIGRATION"
"22","M1.0","integrin cell surface interactions (I)","integrin cell surface interactions (I) (M1.0)",29,"molecular function","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M1.0.htm","LAMB2","KEGG_FOCAL_ADHESION",0.14,6.7e-61,201,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (26), axon guidance (20), extracellular region (16)","M1.0","ECM AND MIGRATION","ECM AND MIGRATION"
"23","M1.0","integrin cell surface interactions (I)","integrin cell surface interactions (I) (M1.0)",29,"molecular function","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M1.0.htm","CAV2","KEGG_FOCAL_ADHESION",0.14,6.7e-61,201,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (26), axon guidance (20), extracellular region (16)","M1.0","ECM AND MIGRATION","ECM AND MIGRATION"
"24","M1.0","integrin cell surface interactions (I)","integrin cell surface interactions (I) (M1.0)",29,"molecular function","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M1.0.htm","MYL9","KEGG_FOCAL_ADHESION",0.14,6.7e-61,201,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (26), axon guidance (20), extracellular region (16)","M1.0","ECM AND MIGRATION","ECM AND MIGRATION"
"25","M1.0","integrin cell surface interactions (I)","integrin cell surface interactions (I) (M1.0)",29,"molecular function","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M1.0.htm","ITGA2B","KEGG_FOCAL_ADHESION",0.14,6.7e-61,201,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (26), axon guidance (20), extracellular region (16)","M1.0","ECM AND MIGRATION","ECM AND MIGRATION"
"26","M1.0","integrin cell surface interactions (I)","integrin cell surface interactions (I) (M1.0)",29,"molecular function","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M1.0.htm","KDR","KEGG_FOCAL_ADHESION",0.14,6.7e-61,201,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (26), axon guidance (20), extracellular region (16)","M1.0","ECM AND MIGRATION","ECM AND MIGRATION"
"27","M1.0","integrin cell surface interactions (I)","integrin cell surface interactions (I) (M1.0)",29,"molecular function","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M1.0.htm","ITGB3","KEGG_FOCAL_ADHESION",0.14,6.7e-61,201,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (26), axon guidance (20), extracellular region (16)","M1.0","ECM AND MIGRATION","ECM AND MIGRATION"
"28","M1.0","integrin cell surface interactions (I)","integrin cell surface interactions (I) (M1.0)",29,"molecular function","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M1.0.htm","COL5A2","KEGG_FOCAL_ADHESION",0.14,6.7e-61,201,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (26), axon guidance (20), extracellular region (16)","M1.0","ECM AND MIGRATION","ECM AND MIGRATION"
"29","M1.0","integrin cell surface interactions (I)","integrin cell surface interactions (I) (M1.0)",29,"molecular function","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M1.0.htm","COL5A1","KEGG_FOCAL_ADHESION",0.14,6.7e-61,201,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (26), axon guidance (20), extracellular region (16)","M1.0","ECM AND MIGRATION","ECM AND MIGRATION"
"30","M1.0","integrin cell surface interactions (I)","integrin cell surface interactions (I) (M1.0)",29,"molecular function","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M1.0.htm","COL4A2","KEGG_FOCAL_ADHESION",0.14,6.7e-61,201,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (26), axon guidance (20), extracellular region (16)","M1.0","ECM AND MIGRATION","ECM AND MIGRATION"
"31","M1.0","integrin cell surface interactions (I)","integrin cell surface interactions (I) (M1.0)",29,"molecular function","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M1.0.htm","COL4A1","KEGG_FOCAL_ADHESION",0.14,6.7e-61,201,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (26), axon guidance (20), extracellular region (16)","M1.0","ECM AND MIGRATION","ECM AND MIGRATION"
"32","M1.0","integrin cell surface interactions (I)","integrin cell surface interactions (I) (M1.0)",29,"molecular function","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M1.0.htm","LAMC1","KEGG_FOCAL_ADHESION",0.14,6.7e-61,201,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (26), axon guidance (20), extracellular region (16)","M1.0","ECM AND MIGRATION","ECM AND MIGRATION"
"33","M1.0","integrin cell surface interactions (I)","integrin cell surface interactions (I) (M1.0)",29,"molecular function","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M1.0.htm","FN1","KEGG_FOCAL_ADHESION",0.14,6.7e-61,201,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (26), axon guidance (20), extracellular region (16)","M1.0","ECM AND MIGRATION","ECM AND MIGRATION"
"34","M1.0","integrin cell surface interactions (I)","integrin cell surface interactions (I) (M1.0)",29,"molecular function","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M1.0.htm","CCND2","KEGG_FOCAL_ADHESION",0.14,6.7e-61,201,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (26), axon guidance (20), extracellular region (16)","M1.0","ECM AND MIGRATION","ECM AND MIGRATION"
"35","M1.0","integrin cell surface interactions (I)","integrin cell surface interactions (I) (M1.0)",29,"molecular function","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M1.0.htm","ITGAV","KEGG_FOCAL_ADHESION",0.14,6.7e-61,201,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (26), axon guidance (20), extracellular region (16)","M1.0","ECM AND MIGRATION","ECM AND MIGRATION"
"36","M1.0","integrin cell surface interactions (I)","integrin cell surface interactions (I) (M1.0)",29,"molecular function","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M1.0.htm","MET","KEGG_FOCAL_ADHESION",0.14,6.7e-61,201,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (26), axon guidance (20), extracellular region (16)","M1.0","ECM AND MIGRATION","ECM AND MIGRATION"
"37","M1.0","integrin cell surface interactions (I)","integrin cell surface interactions (I) (M1.0)",29,"molecular function","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M1.0.htm","COL1A2","KEGG_FOCAL_ADHESION",0.14,6.7e-61,201,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (26), axon guidance (20), extracellular region (16)","M1.0","ECM AND MIGRATION","ECM AND MIGRATION"
"38","M1.0","integrin cell surface interactions (I)","integrin cell surface interactions (I) (M1.0)",29,"molecular function","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M1.0.htm","COL1A1","KEGG_FOCAL_ADHESION",0.14,6.7e-61,201,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (26), axon guidance (20), extracellular region (16)","M1.0","ECM AND MIGRATION","ECM AND MIGRATION"
"39","M1.0","integrin cell surface interactions (I)","integrin cell surface interactions (I) (M1.0)",29,"molecular function","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M1.0.htm","COL6A1","KEGG_FOCAL_ADHESION",0.14,6.7e-61,201,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (26), axon guidance (20), extracellular region (16)","M1.0","ECM AND MIGRATION","ECM AND MIGRATION"
"40","M1.0","integrin cell surface interactions (I)","integrin cell surface interactions (I) (M1.0)",29,"molecular function","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M1.0.htm","COL6A3","KEGG_FOCAL_ADHESION",0.14,6.7e-61,201,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (26), axon guidance (20), extracellular region (16)","M1.0","ECM AND MIGRATION","ECM AND MIGRATION"
"41","M1.0","integrin cell surface interactions (I)","integrin cell surface interactions (I) (M1.0)",29,"molecular function","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M1.0.htm","COL6A2","KEGG_FOCAL_ADHESION",0.14,6.7e-61,201,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (26), axon guidance (20), extracellular region (16)","M1.0","ECM AND MIGRATION","ECM AND MIGRATION"
"42","M1.1","integrin cell surface interactions (II)","integrin cell surface interactions (II) (M1.1)",12,"molecular function","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M1.1.htm","LAMC1","KEGG_ECM_RECEPTOR_INTERACTION",0.12,2.25e-23,84,10,NA,NA,NA,NA,NA,"CP2_01",0.01,0.000145,198,3,"protein binding (12), extracellular region (12), extracellular matrix structural constituent (9)","M1.1","ECM AND MIGRATION","ECM AND MIGRATION"
"43","M1.1","integrin cell surface interactions (II)","integrin cell surface interactions (II) (M1.1)",12,"molecular function","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M1.1.htm","TNC","KEGG_ECM_RECEPTOR_INTERACTION",0.12,2.25e-23,84,10,NA,NA,NA,NA,NA,"CP2_01",0.01,0.000145,198,3,"protein binding (12), extracellular region (12), extracellular matrix structural constituent (9)","M1.1","ECM AND MIGRATION","ECM AND MIGRATION"
"44","M1.1","integrin cell surface interactions (II)","integrin cell surface interactions (II) (M1.1)",12,"molecular function","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M1.1.htm","FN1","KEGG_ECM_RECEPTOR_INTERACTION",0.12,2.25e-23,84,10,NA,NA,NA,NA,NA,"CP2_01",0.01,0.000145,198,3,"protein binding (12), extracellular region (12), extracellular matrix structural constituent (9)","M1.1","ECM AND MIGRATION","ECM AND MIGRATION"
"45","M1.1","integrin cell surface interactions (II)","integrin cell surface interactions (II) (M1.1)",12,"molecular function","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M1.1.htm","FBN1","KEGG_ECM_RECEPTOR_INTERACTION",0.12,2.25e-23,84,10,NA,NA,NA,NA,NA,"CP2_01",0.01,0.000145,198,3,"protein binding (12), extracellular region (12), extracellular matrix structural constituent (9)","M1.1","ECM AND MIGRATION","ECM AND MIGRATION"
"46","M1.1","integrin cell surface interactions (II)","integrin cell surface interactions (II) (M1.1)",12,"molecular function","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M1.1.htm","COL4A5","KEGG_ECM_RECEPTOR_INTERACTION",0.12,2.25e-23,84,10,NA,NA,NA,NA,NA,"CP2_01",0.01,0.000145,198,3,"protein binding (12), extracellular region (12), extracellular matrix structural constituent (9)","M1.1","ECM AND MIGRATION","ECM AND MIGRATION"
"47","M1.1","integrin cell surface interactions (II)","integrin cell surface interactions (II) (M1.1)",12,"molecular function","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M1.1.htm","COL1A2","KEGG_ECM_RECEPTOR_INTERACTION",0.12,2.25e-23,84,10,NA,NA,NA,NA,NA,"CP2_01",0.01,0.000145,198,3,"protein binding (12), extracellular region (12), extracellular matrix structural constituent (9)","M1.1","ECM AND MIGRATION","ECM AND MIGRATION"
"48","M1.1","integrin cell surface interactions (II)","integrin cell surface interactions (II) (M1.1)",12,"molecular function","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M1.1.htm","COL4A2","KEGG_ECM_RECEPTOR_INTERACTION",0.12,2.25e-23,84,10,NA,NA,NA,NA,NA,"CP2_01",0.01,0.000145,198,3,"protein binding (12), extracellular region (12), extracellular matrix structural constituent (9)","M1.1","ECM AND MIGRATION","ECM AND MIGRATION"
"49","M1.1","integrin cell surface interactions (II)","integrin cell surface interactions (II) (M1.1)",12,"molecular function","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M1.1.htm","COL4A1","KEGG_ECM_RECEPTOR_INTERACTION",0.12,2.25e-23,84,10,NA,NA,NA,NA,NA,"CP2_01",0.01,0.000145,198,3,"protein binding (12), extracellular region (12), extracellular matrix structural constituent (9)","M1.1","ECM AND MIGRATION","ECM AND MIGRATION"
"50","M1.1","integrin cell surface interactions (II)","integrin cell surface interactions (II) (M1.1)",12,"molecular function","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M1.1.htm","COL1A1","KEGG_ECM_RECEPTOR_INTERACTION",0.12,2.25e-23,84,10,NA,NA,NA,NA,NA,"CP2_01",0.01,0.000145,198,3,"protein binding (12), extracellular region (12), extracellular matrix structural constituent (9)","M1.1","ECM AND MIGRATION","ECM AND MIGRATION"
"51","M1.1","integrin cell surface interactions (II)","integrin cell surface interactions (II) (M1.1)",12,"molecular function","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M1.1.htm","LAMB1","KEGG_ECM_RECEPTOR_INTERACTION",0.12,2.25e-23,84,10,NA,NA,NA,NA,NA,"CP2_01",0.01,0.000145,198,3,"protein binding (12), extracellular region (12), extracellular matrix structural constituent (9)","M1.1","ECM AND MIGRATION","ECM AND MIGRATION"
"52","M1.1","integrin cell surface interactions (II)","integrin cell surface interactions (II) (M1.1)",12,"molecular function","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M1.1.htm","VWF","KEGG_ECM_RECEPTOR_INTERACTION",0.12,2.25e-23,84,10,NA,NA,NA,NA,NA,"CP2_01",0.01,0.000145,198,3,"protein binding (12), extracellular region (12), extracellular matrix structural constituent (9)","M1.1","ECM AND MIGRATION","ECM AND MIGRATION"
"53","M1.1","integrin cell surface interactions (II)","integrin cell surface interactions (II) (M1.1)",12,"molecular function","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M1.1.htm","LAMB2","KEGG_ECM_RECEPTOR_INTERACTION",0.12,2.25e-23,84,10,NA,NA,NA,NA,NA,"CP2_01",0.01,0.000145,198,3,"protein binding (12), extracellular region (12), extracellular matrix structural constituent (9)","M1.1","ECM AND MIGRATION","ECM AND MIGRATION"
"54","M2.0","extracellular matrix (I)","extracellular matrix (I) (M2.0)",30,"location","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M2.0.htm","CDH11","KEGG_FOCAL_ADHESION",0.08,9.9e-28,201,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (27), extracellular region (26), extracellular matrix (21)","M2.0","ECM AND MIGRATION","ECM AND MIGRATION"
"55","M2.0","extracellular matrix (I)","extracellular matrix (I) (M2.0)",30,"location","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M2.0.htm","PDGFRB","KEGG_FOCAL_ADHESION",0.08,9.9e-28,201,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (27), extracellular region (26), extracellular matrix (21)","M2.0","ECM AND MIGRATION","ECM AND MIGRATION"
"56","M2.0","extracellular matrix (I)","extracellular matrix (I) (M2.0)",30,"location","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M2.0.htm","PDGFRA","KEGG_FOCAL_ADHESION",0.08,9.9e-28,201,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (27), extracellular region (26), extracellular matrix (21)","M2.0","ECM AND MIGRATION","ECM AND MIGRATION"
"57","M2.0","extracellular matrix (I)","extracellular matrix (I) (M2.0)",30,"location","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M2.0.htm","VCAN","KEGG_FOCAL_ADHESION",0.08,9.9e-28,201,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (27), extracellular region (26), extracellular matrix (21)","M2.0","ECM AND MIGRATION","ECM AND MIGRATION"
"58","M2.0","extracellular matrix (I)","extracellular matrix (I) (M2.0)",30,"location","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M2.0.htm","BGN","KEGG_FOCAL_ADHESION",0.08,9.9e-28,201,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (27), extracellular region (26), extracellular matrix (21)","M2.0","ECM AND MIGRATION","ECM AND MIGRATION"
"59","M2.0","extracellular matrix (I)","extracellular matrix (I) (M2.0)",30,"location","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M2.0.htm","AEBP1","KEGG_FOCAL_ADHESION",0.08,9.9e-28,201,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (27), extracellular region (26), extracellular matrix (21)","M2.0","ECM AND MIGRATION","ECM AND MIGRATION"
"60","M2.0","extracellular matrix (I)","extracellular matrix (I) (M2.0)",30,"location","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M2.0.htm","COL3A1","KEGG_FOCAL_ADHESION",0.08,9.9e-28,201,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (27), extracellular region (26), extracellular matrix (21)","M2.0","ECM AND MIGRATION","ECM AND MIGRATION"
"61","M2.0","extracellular matrix (I)","extracellular matrix (I) (M2.0)",30,"location","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M2.0.htm","THBS1","KEGG_FOCAL_ADHESION",0.08,9.9e-28,201,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (27), extracellular region (26), extracellular matrix (21)","M2.0","ECM AND MIGRATION","ECM AND MIGRATION"
"62","M2.0","extracellular matrix (I)","extracellular matrix (I) (M2.0)",30,"location","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M2.0.htm","LUM","KEGG_FOCAL_ADHESION",0.08,9.9e-28,201,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (27), extracellular region (26), extracellular matrix (21)","M2.0","ECM AND MIGRATION","ECM AND MIGRATION"
"63","M2.0","extracellular matrix (I)","extracellular matrix (I) (M2.0)",30,"location","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M2.0.htm","DCN","KEGG_FOCAL_ADHESION",0.08,9.9e-28,201,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (27), extracellular region (26), extracellular matrix (21)","M2.0","ECM AND MIGRATION","ECM AND MIGRATION"
