"","id","module_title","composite_name","module_size_4","module_category","annotation_level","web_link","symbol","top_matched_pathway_in_kegg_pid_and_biocarta","jaccard_index_10","enrichment_p_value_11","pathway_size","overlap_size_13","top_matched_chaussabel_module","jaccard_index_15","enrichment_p_value_16","module_size_17","overlap_size_18","top_matched_transcription_factor","jaccard_index_20","enrichment_p_value_21","gene_set_size","overlap_size_23","top_matched_gene_ontology_terms_number_of_matched_genes","btm","group","subgroup"
"2682","M64","enriched in activated dendritic cells/monocytes","enriched in activated dendritic cells/monocytes (M64)",17,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M64.htm","IL13RA1",NA,NA,NA,NA,NA,"[Chaussabel.v2]M3.2",0.03,5.01e-08,138,5,NA,NA,NA,NA,NA,"protein binding (7), plasma membrane (7), integral to membrane (6)","M64","INNATE RESPONSE","DC ACTIVATION"
"2683","M64","enriched in activated dendritic cells/monocytes","enriched in activated dendritic cells/monocytes (M64)",17,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M64.htm","TNFAIP2",NA,NA,NA,NA,NA,"[Chaussabel.v2]M3.2",0.03,5.01e-08,138,5,NA,NA,NA,NA,NA,"protein binding (7), plasma membrane (7), integral to membrane (6)","M64","INNATE RESPONSE","DC ACTIVATION"
"2684","M64","enriched in activated dendritic cells/monocytes","enriched in activated dendritic cells/monocytes (M64)",17,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M64.htm","SLC31A2",NA,NA,NA,NA,NA,"[Chaussabel.v2]M3.2",0.03,5.01e-08,138,5,NA,NA,NA,NA,NA,"protein binding (7), plasma membrane (7), integral to membrane (6)","M64","INNATE RESPONSE","DC ACTIVATION"
"2685","M64","enriched in activated dendritic cells/monocytes","enriched in activated dendritic cells/monocytes (M64)",17,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M64.htm","BASP1",NA,NA,NA,NA,NA,"[Chaussabel.v2]M3.2",0.03,5.01e-08,138,5,NA,NA,NA,NA,NA,"protein binding (7), plasma membrane (7), integral to membrane (6)","M64","INNATE RESPONSE","DC ACTIVATION"
"2686","M64","enriched in activated dendritic cells/monocytes","enriched in activated dendritic cells/monocytes (M64)",17,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M64.htm","MARCKS",NA,NA,NA,NA,NA,"[Chaussabel.v2]M3.2",0.03,5.01e-08,138,5,NA,NA,NA,NA,NA,"protein binding (7), plasma membrane (7), integral to membrane (6)","M64","INNATE RESPONSE","DC ACTIVATION"
"2687","M64","enriched in activated dendritic cells/monocytes","enriched in activated dendritic cells/monocytes (M64)",17,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M64.htm","FAM129A",NA,NA,NA,NA,NA,"[Chaussabel.v2]M3.2",0.03,5.01e-08,138,5,NA,NA,NA,NA,NA,"protein binding (7), plasma membrane (7), integral to membrane (6)","M64","INNATE RESPONSE","DC ACTIVATION"
"2688","M64","enriched in activated dendritic cells/monocytes","enriched in activated dendritic cells/monocytes (M64)",17,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M64.htm","ANPEP",NA,NA,NA,NA,NA,"[Chaussabel.v2]M3.2",0.03,5.01e-08,138,5,NA,NA,NA,NA,NA,"protein binding (7), plasma membrane (7), integral to membrane (6)","M64","INNATE RESPONSE","DC ACTIVATION"
"2689","M64","enriched in activated dendritic cells/monocytes","enriched in activated dendritic cells/monocytes (M64)",17,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M64.htm","SLC15A3",NA,NA,NA,NA,NA,"[Chaussabel.v2]M3.2",0.03,5.01e-08,138,5,NA,NA,NA,NA,NA,"protein binding (7), plasma membrane (7), integral to membrane (6)","M64","INNATE RESPONSE","DC ACTIVATION"
"2690","M64","enriched in activated dendritic cells/monocytes","enriched in activated dendritic cells/monocytes (M64)",17,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M64.htm","IL1B",NA,NA,NA,NA,NA,"[Chaussabel.v2]M3.2",0.03,5.01e-08,138,5,NA,NA,NA,NA,NA,"protein binding (7), plasma membrane (7), integral to membrane (6)","M64","INNATE RESPONSE","DC ACTIVATION"
"2691","M64","enriched in activated dendritic cells/monocytes","enriched in activated dendritic cells/monocytes (M64)",17,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M64.htm","IL8",NA,NA,NA,NA,NA,"[Chaussabel.v2]M3.2",0.03,5.01e-08,138,5,NA,NA,NA,NA,NA,"protein binding (7), plasma membrane (7), integral to membrane (6)","M64","INNATE RESPONSE","DC ACTIVATION"
"2692","M65","IL2, IL7, TCR network","IL2, IL7, TCR network (M65)",12,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M65.htm","IL7R","BIOCARTA_IL7_PATHWAY",0.21,1.08e-13,17,5,"[Chaussabel.v2]M4.1",0.04,3.65e-06,58,3,NA,NA,NA,NA,NA,"protein binding (7), plasma membrane (6), signal transduction (4)","M65","SIGNAL TRANSDUCTION","SIGNAL TRANSDUCTION"
"2693","M65","IL2, IL7, TCR network","IL2, IL7, TCR network (M65)",12,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M65.htm","PTPRCAP","BIOCARTA_IL7_PATHWAY",0.21,1.08e-13,17,5,"[Chaussabel.v2]M4.1",0.04,3.65e-06,58,3,NA,NA,NA,NA,NA,"protein binding (7), plasma membrane (6), signal transduction (4)","M65","SIGNAL TRANSDUCTION","SIGNAL TRANSDUCTION"
"2694","M65","IL2, IL7, TCR network","IL2, IL7, TCR network (M65)",12,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M65.htm","ITK","BIOCARTA_IL7_PATHWAY",0.21,1.08e-13,17,5,"[Chaussabel.v2]M4.1",0.04,3.65e-06,58,3,NA,NA,NA,NA,NA,"protein binding (7), plasma membrane (6), signal transduction (4)","M65","SIGNAL TRANSDUCTION","SIGNAL TRANSDUCTION"
"2695","M65","IL2, IL7, TCR network","IL2, IL7, TCR network (M65)",12,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M65.htm","TRAC","BIOCARTA_IL7_PATHWAY",0.21,1.08e-13,17,5,"[Chaussabel.v2]M4.1",0.04,3.65e-06,58,3,NA,NA,NA,NA,NA,"protein binding (7), plasma membrane (6), signal transduction (4)","M65","SIGNAL TRANSDUCTION","SIGNAL TRANSDUCTION"
"2696","M65","IL2, IL7, TCR network","IL2, IL7, TCR network (M65)",12,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M65.htm","IL2RG","BIOCARTA_IL7_PATHWAY",0.21,1.08e-13,17,5,"[Chaussabel.v2]M4.1",0.04,3.65e-06,58,3,NA,NA,NA,NA,NA,"protein binding (7), plasma membrane (6), signal transduction (4)","M65","SIGNAL TRANSDUCTION","SIGNAL TRANSDUCTION"
"2697","M65","IL2, IL7, TCR network","IL2, IL7, TCR network (M65)",12,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M65.htm","LTB","BIOCARTA_IL7_PATHWAY",0.21,1.08e-13,17,5,"[Chaussabel.v2]M4.1",0.04,3.65e-06,58,3,NA,NA,NA,NA,NA,"protein binding (7), plasma membrane (6), signal transduction (4)","M65","SIGNAL TRANSDUCTION","SIGNAL TRANSDUCTION"
"2698","M65","IL2, IL7, TCR network","IL2, IL7, TCR network (M65)",12,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M65.htm","TRA@ /// TRAC /// TRAJ17 /// TRAV20","BIOCARTA_IL7_PATHWAY",0.21,1.08e-13,17,5,"[Chaussabel.v2]M4.1",0.04,3.65e-06,58,3,NA,NA,NA,NA,NA,"protein binding (7), plasma membrane (6), signal transduction (4)","M65","SIGNAL TRANSDUCTION","SIGNAL TRANSDUCTION"
"2699","M65","IL2, IL7, TCR network","IL2, IL7, TCR network (M65)",12,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M65.htm","TRBC1","BIOCARTA_IL7_PATHWAY",0.21,1.08e-13,17,5,"[Chaussabel.v2]M4.1",0.04,3.65e-06,58,3,NA,NA,NA,NA,NA,"protein binding (7), plasma membrane (6), signal transduction (4)","M65","SIGNAL TRANSDUCTION","SIGNAL TRANSDUCTION"
"2700","M65","IL2, IL7, TCR network","IL2, IL7, TCR network (M65)",12,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M65.htm","JAK3","BIOCARTA_IL7_PATHWAY",0.21,1.08e-13,17,5,"[Chaussabel.v2]M4.1",0.04,3.65e-06,58,3,NA,NA,NA,NA,NA,"protein binding (7), plasma membrane (6), signal transduction (4)","M65","SIGNAL TRANSDUCTION","SIGNAL TRANSDUCTION"
"2701","M65","IL2, IL7, TCR network","IL2, IL7, TCR network (M65)",12,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M65.htm","CCR7","BIOCARTA_IL7_PATHWAY",0.21,1.08e-13,17,5,"[Chaussabel.v2]M4.1",0.04,3.65e-06,58,3,NA,NA,NA,NA,NA,"protein binding (7), plasma membrane (6), signal transduction (4)","M65","SIGNAL TRANSDUCTION","SIGNAL TRANSDUCTION"
"2702","M65","IL2, IL7, TCR network","IL2, IL7, TCR network (M65)",12,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M65.htm","LCK","BIOCARTA_IL7_PATHWAY",0.21,1.08e-13,17,5,"[Chaussabel.v2]M4.1",0.04,3.65e-06,58,3,NA,NA,NA,NA,NA,"protein binding (7), plasma membrane (6), signal transduction (4)","M65","SIGNAL TRANSDUCTION","SIGNAL TRANSDUCTION"
"2703","M65","IL2, IL7, TCR network","IL2, IL7, TCR network (M65)",12,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M65.htm","BCL2","BIOCARTA_IL7_PATHWAY",0.21,1.08e-13,17,5,"[Chaussabel.v2]M4.1",0.04,3.65e-06,58,3,NA,NA,NA,NA,NA,"protein binding (7), plasma membrane (6), signal transduction (4)","M65","SIGNAL TRANSDUCTION","SIGNAL TRANSDUCTION"
"2704","M67","activated dendritic cells","activated dendritic cells (M67)",12,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M67.htm","CD38","KEGG_COMPLEMENT_AND_COAGULATION_CASCADES",0.04,6.18e-06,69,3,"[Chaussabel.v2]M3.4",0.07,1.41e-08,53,4,NA,NA,NA,NA,NA,"protein binding (9), innate immune response (7), nucleus (4)","M67","INNATE RESPONSE","DC ACTIVATION"
"2705","M67","activated dendritic cells","activated dendritic cells (M67)",12,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M67.htm","DDX58","KEGG_COMPLEMENT_AND_COAGULATION_CASCADES",0.04,6.18e-06,69,3,"[Chaussabel.v2]M3.4",0.07,1.41e-08,53,4,NA,NA,NA,NA,NA,"protein binding (9), innate immune response (7), nucleus (4)","M67","INNATE RESPONSE","DC ACTIVATION"
"2706","M67","activated dendritic cells","activated dendritic cells (M67)",12,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M67.htm","IRF7","KEGG_COMPLEMENT_AND_COAGULATION_CASCADES",0.04,6.18e-06,69,3,"[Chaussabel.v2]M3.4",0.07,1.41e-08,53,4,NA,NA,NA,NA,NA,"protein binding (9), innate immune response (7), nucleus (4)","M67","INNATE RESPONSE","DC ACTIVATION"
"2707","M67","activated dendritic cells","activated dendritic cells (M67)",12,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M67.htm","PLSCR1","KEGG_COMPLEMENT_AND_COAGULATION_CASCADES",0.04,6.18e-06,69,3,"[Chaussabel.v2]M3.4",0.07,1.41e-08,53,4,NA,NA,NA,NA,NA,"protein binding (9), innate immune response (7), nucleus (4)","M67","INNATE RESPONSE","DC ACTIVATION"
"2708","M67","activated dendritic cells","activated dendritic cells (M67)",12,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M67.htm","BIRC3","KEGG_COMPLEMENT_AND_COAGULATION_CASCADES",0.04,6.18e-06,69,3,"[Chaussabel.v2]M3.4",0.07,1.41e-08,53,4,NA,NA,NA,NA,NA,"protein binding (9), innate immune response (7), nucleus (4)","M67","INNATE RESPONSE","DC ACTIVATION"
"2709","M67","activated dendritic cells","activated dendritic cells (M67)",12,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M67.htm","C1QC","KEGG_COMPLEMENT_AND_COAGULATION_CASCADES",0.04,6.18e-06,69,3,"[Chaussabel.v2]M3.4",0.07,1.41e-08,53,4,NA,NA,NA,NA,NA,"protein binding (9), innate immune response (7), nucleus (4)","M67","INNATE RESPONSE","DC ACTIVATION"
"2710","M67","activated dendritic cells","activated dendritic cells (M67)",12,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M67.htm","IFIH1","KEGG_COMPLEMENT_AND_COAGULATION_CASCADES",0.04,6.18e-06,69,3,"[Chaussabel.v2]M3.4",0.07,1.41e-08,53,4,NA,NA,NA,NA,NA,"protein binding (9), innate immune response (7), nucleus (4)","M67","INNATE RESPONSE","DC ACTIVATION"
"2711","M67","activated dendritic cells","activated dendritic cells (M67)",12,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M67.htm","SERPING1","KEGG_COMPLEMENT_AND_COAGULATION_CASCADES",0.04,6.18e-06,69,3,"[Chaussabel.v2]M3.4",0.07,1.41e-08,53,4,NA,NA,NA,NA,NA,"protein binding (9), innate immune response (7), nucleus (4)","M67","INNATE RESPONSE","DC ACTIVATION"
"2712","M67","activated dendritic cells","activated dendritic cells (M67)",12,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M67.htm","DDX60","KEGG_COMPLEMENT_AND_COAGULATION_CASCADES",0.04,6.18e-06,69,3,"[Chaussabel.v2]M3.4",0.07,1.41e-08,53,4,NA,NA,NA,NA,NA,"protein binding (9), innate immune response (7), nucleus (4)","M67","INNATE RESPONSE","DC ACTIVATION"
"2713","M67","activated dendritic cells","activated dendritic cells (M67)",12,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M67.htm","C2","KEGG_COMPLEMENT_AND_COAGULATION_CASCADES",0.04,6.18e-06,69,3,"[Chaussabel.v2]M3.4",0.07,1.41e-08,53,4,NA,NA,NA,NA,NA,"protein binding (9), innate immune response (7), nucleus (4)","M67","INNATE RESPONSE","DC ACTIVATION"
"2714","M67","activated dendritic cells","activated dendritic cells (M67)",12,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M67.htm","IGKC","KEGG_COMPLEMENT_AND_COAGULATION_CASCADES",0.04,6.18e-06,69,3,"[Chaussabel.v2]M3.4",0.07,1.41e-08,53,4,NA,NA,NA,NA,NA,"protein binding (9), innate immune response (7), nucleus (4)","M67","INNATE RESPONSE","DC ACTIVATION"
"2715","M67","activated dendritic cells","activated dendritic cells (M67)",12,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M67.htm","RSAD2","KEGG_COMPLEMENT_AND_COAGULATION_CASCADES",0.04,6.18e-06,69,3,"[Chaussabel.v2]M3.4",0.07,1.41e-08,53,4,NA,NA,NA,NA,NA,"protein binding (9), innate immune response (7), nucleus (4)","M67","INNATE RESPONSE","DC ACTIVATION"
"2716","M68","RIG-1 like receptor signaling","RIG-1 like receptor signaling (M68)",10,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M68.htm","DDX58","KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.14,5.74e-26,71,10,"[Chaussabel.v2]M3.4",0.07,6e-09,53,4,NA,NA,NA,NA,NA,"protein binding (9), cytoplasm (7), innate immune response (6)","M68","INNATE RESPONSE","INTERFERON/ANTIVIRAL SENSING"
"2717","M68","RIG-1 like receptor signaling","RIG-1 like receptor signaling (M68)",10,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M68.htm","IRF7","KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.14,5.74e-26,71,10,"[Chaussabel.v2]M3.4",0.07,6e-09,53,4,NA,NA,NA,NA,NA,"protein binding (9), cytoplasm (7), innate immune response (6)","M68","INNATE RESPONSE","INTERFERON/ANTIVIRAL SENSING"
"2718","M68","RIG-1 like receptor signaling","RIG-1 like receptor signaling (M68)",10,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M68.htm","DHX58","KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.14,5.74e-26,71,10,"[Chaussabel.v2]M3.4",0.07,6e-09,53,4,NA,NA,NA,NA,NA,"protein binding (9), cytoplasm (7), innate immune response (6)","M68","INNATE RESPONSE","INTERFERON/ANTIVIRAL SENSING"
"2719","M68","RIG-1 like receptor signaling","RIG-1 like receptor signaling (M68)",10,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M68.htm","TRIM25","KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.14,5.74e-26,71,10,"[Chaussabel.v2]M3.4",0.07,6e-09,53,4,NA,NA,NA,NA,NA,"protein binding (9), cytoplasm (7), innate immune response (6)","M68","INNATE RESPONSE","INTERFERON/ANTIVIRAL SENSING"
"2720","M68","RIG-1 like receptor signaling","RIG-1 like receptor signaling (M68)",10,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M68.htm","NFKBIA","KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.14,5.74e-26,71,10,"[Chaussabel.v2]M3.4",0.07,6e-09,53,4,NA,NA,NA,NA,NA,"protein binding (9), cytoplasm (7), innate immune response (6)","M68","INNATE RESPONSE","INTERFERON/ANTIVIRAL SENSING"
"2721","M68","RIG-1 like receptor signaling","RIG-1 like receptor signaling (M68)",10,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M68.htm","IFIH1","KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.14,5.74e-26,71,10,"[Chaussabel.v2]M3.4",0.07,6e-09,53,4,NA,NA,NA,NA,NA,"protein binding (9), cytoplasm (7), innate immune response (6)","M68","INNATE RESPONSE","INTERFERON/ANTIVIRAL SENSING"
"2722","M68","RIG-1 like receptor signaling","RIG-1 like receptor signaling (M68)",10,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M68.htm","TNF","KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.14,5.74e-26,71,10,"[Chaussabel.v2]M3.4",0.07,6e-09,53,4,NA,NA,NA,NA,NA,"protein binding (9), cytoplasm (7), innate immune response (6)","M68","INNATE RESPONSE","INTERFERON/ANTIVIRAL SENSING"
"2723","M68","RIG-1 like receptor signaling","RIG-1 like receptor signaling (M68)",10,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M68.htm","ISG15","KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.14,5.74e-26,71,10,"[Chaussabel.v2]M3.4",0.07,6e-09,53,4,NA,NA,NA,NA,NA,"protein binding (9), cytoplasm (7), innate immune response (6)","M68","INNATE RESPONSE","INTERFERON/ANTIVIRAL SENSING"
"2724","M68","RIG-1 like receptor signaling","RIG-1 like receptor signaling (M68)",10,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M68.htm","CXCL10","KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.14,5.74e-26,71,10,"[Chaussabel.v2]M3.4",0.07,6e-09,53,4,NA,NA,NA,NA,NA,"protein binding (9), cytoplasm (7), innate immune response (6)","M68","INNATE RESPONSE","INTERFERON/ANTIVIRAL SENSING"
"2725","M68","RIG-1 like receptor signaling","RIG-1 like receptor signaling (M68)",10,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M68.htm","IL8","KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.14,5.74e-26,71,10,"[Chaussabel.v2]M3.4",0.07,6e-09,53,4,NA,NA,NA,NA,NA,"protein binding (9), cytoplasm (7), innate immune response (6)","M68","INNATE RESPONSE","INTERFERON/ANTIVIRAL SENSING"
"2726","M69","enriched in B cells (VI)","enriched in B cells (VI) (M69)",20,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M69.htm","CR2","KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY",0.07,4.51e-11,75,6,"[Chaussabel.v2]M4.10",0.21,1.29e-21,32,9,NA,NA,NA,NA,NA,"plasma membrane (17), protein binding (14), integral to membrane (13)","M69","B CELLS","B CELLS"
"2727","M69","enriched in B cells (VI)","enriched in B cells (VI) (M69)",20,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M69.htm","PCDH9","KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY",0.07,4.51e-11,75,6,"[Chaussabel.v2]M4.10",0.21,1.29e-21,32,9,NA,NA,NA,NA,NA,"plasma membrane (17), protein binding (14), integral to membrane (13)","M69","B CELLS","B CELLS"
"2728","M69","enriched in B cells (VI)","enriched in B cells (VI) (M69)",20,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M69.htm","TSPAN13","KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY",0.07,4.51e-11,75,6,"[Chaussabel.v2]M4.10",0.21,1.29e-21,32,9,NA,NA,NA,NA,NA,"plasma membrane (17), protein binding (14), integral to membrane (13)","M69","B CELLS","B CELLS"
"2729","M69","enriched in B cells (VI)","enriched in B cells (VI) (M69)",20,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M69.htm","HLA-DOB","KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY",0.07,4.51e-11,75,6,"[Chaussabel.v2]M4.10",0.21,1.29e-21,32,9,NA,NA,NA,NA,NA,"plasma membrane (17), protein binding (14), integral to membrane (13)","M69","B CELLS","B CELLS"
"2730","M69","enriched in B cells (VI)","enriched in B cells (VI) (M69)",20,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M69.htm","CD72","KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY",0.07,4.51e-11,75,6,"[Chaussabel.v2]M4.10",0.21,1.29e-21,32,9,NA,NA,NA,NA,NA,"plasma membrane (17), protein binding (14), integral to membrane (13)","M69","B CELLS","B CELLS"
"2731","M69","enriched in B cells (VI)","enriched in B cells (VI) (M69)",20,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M69.htm","PTPRK","KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY",0.07,4.51e-11,75,6,"[Chaussabel.v2]M4.10",0.21,1.29e-21,32,9,NA,NA,NA,NA,NA,"plasma membrane (17), protein binding (14), integral to membrane (13)","M69","B CELLS","B CELLS"
"2732","M69","enriched in B cells (VI)","enriched in B cells (VI) (M69)",20,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M69.htm","CD22","KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY",0.07,4.51e-11,75,6,"[Chaussabel.v2]M4.10",0.21,1.29e-21,32,9,NA,NA,NA,NA,NA,"plasma membrane (17), protein binding (14), integral to membrane (13)","M69","B CELLS","B CELLS"
"2733","M69","enriched in B cells (VI)","enriched in B cells (VI) (M69)",20,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M69.htm","P2RX5","KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY",0.07,4.51e-11,75,6,"[Chaussabel.v2]M4.10",0.21,1.29e-21,32,9,NA,NA,NA,NA,NA,"plasma membrane (17), protein binding (14), integral to membrane (13)","M69","B CELLS","B CELLS"
"2734","M69","enriched in B cells (VI)","enriched in B cells (VI) (M69)",20,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M69.htm","BTLA","KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY",0.07,4.51e-11,75,6,"[Chaussabel.v2]M4.10",0.21,1.29e-21,32,9,NA,NA,NA,NA,NA,"plasma membrane (17), protein binding (14), integral to membrane (13)","M69","B CELLS","B CELLS"
"2735","M69","enriched in B cells (VI)","enriched in B cells (VI) (M69)",20,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M69.htm","MS4A1","KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY",0.07,4.51e-11,75,6,"[Chaussabel.v2]M4.10",0.21,1.29e-21,32,9,NA,NA,NA,NA,NA,"plasma membrane (17), protein binding (14), integral to membrane (13)","M69","B CELLS","B CELLS"
"2736","M69","enriched in B cells (VI)","enriched in B cells (VI) (M69)",20,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M69.htm","PPAPDC1B","KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY",0.07,4.51e-11,75,6,"[Chaussabel.v2]M4.10",0.21,1.29e-21,32,9,NA,NA,NA,NA,NA,"plasma membrane (17), protein binding (14), integral to membrane (13)","M69","B CELLS","B CELLS"
"2737","M69","enriched in B cells (VI)","enriched in B cells (VI) (M69)",20,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M69.htm","CXCR5","KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY",0.07,4.51e-11,75,6,"[Chaussabel.v2]M4.10",0.21,1.29e-21,32,9,NA,NA,NA,NA,NA,"plasma membrane (17), protein binding (14), integral to membrane (13)","M69","B CELLS","B CELLS"
"2738","M69","enriched in B cells (VI)","enriched in B cells (VI) (M69)",20,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M69.htm","ABCB4","KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY",0.07,4.51e-11,75,6,"[Chaussabel.v2]M4.10",0.21,1.29e-21,32,9,NA,NA,NA,NA,NA,"plasma membrane (17), protein binding (14), integral to membrane (13)","M69","B CELLS","B CELLS"
"2739","M69","enriched in B cells (VI)","enriched in B cells (VI) (M69)",20,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M69.htm","CD200","KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY",0.07,4.51e-11,75,6,"[Chaussabel.v2]M4.10",0.21,1.29e-21,32,9,NA,NA,NA,NA,NA,"plasma membrane (17), protein binding (14), integral to membrane (13)","M69","B CELLS","B CELLS"
"2740","M69","enriched in B cells (VI)","enriched in B cells (VI) (M69)",20,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M69.htm","FCRL1","KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY",0.07,4.51e-11,75,6,"[Chaussabel.v2]M4.10",0.21,1.29e-21,32,9,NA,NA,NA,NA,NA,"plasma membrane (17), protein binding (14), integral to membrane (13)","M69","B CELLS","B CELLS"
"2741","M69","enriched in B cells (VI)","enriched in B cells (VI) (M69)",20,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M69.htm","FCRL2","KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY",0.07,4.51e-11,75,6,"[Chaussabel.v2]M4.10",0.21,1.29e-21,32,9,NA,NA,NA,NA,NA,"plasma membrane (17), protein binding (14), integral to membrane (13)","M69","B CELLS","B CELLS"
