Accession,Title,Technology,Taxonomy,Data Rows,Samples Count,Series Count,Contact,Release Date
GPL7818,"Condensed array spanning predicted enhancers in HeLa cells. This is set 01 of 3","in situ oligonucleotide","Homo sapiens",732795,23,1,"Gary Chung Hon","Mar 01, 2009"
GPL7819,"Condensed array spanning predicted enhancers in HeLa cells. This is set 02 of 3","in situ oligonucleotide","Homo sapiens",732875,23,1,"Gary Chung Hon","Mar 01, 2009"
GPL7820,"Condensed array spanning predicted enhancers in HeLa cells. This is set 03 of 3","in situ oligonucleotide","Homo sapiens",732847,23,1,"Gary Chung Hon","Mar 01, 2009"
GPL7830,"Nimblegen 14.6M Human tiling array of hg17 at 100bp resolution set 01 of 38","in situ oligonucleotide","Homo sapiens",392750,2,1,"Gary Chung Hon","Mar 01, 2009"
GPL7831,"Nimblegen 14.6M Human tiling array of hg17 at 100bp resolution set 02 of 38","in situ oligonucleotide","Homo sapiens",392750,2,1,"Gary Chung Hon","Mar 01, 2009"
GPL7832,"Nimblegen 14.6M Human tiling array of hg17 at 100bp resolution set 03 of 38","in situ oligonucleotide","Homo sapiens",392750,2,1,"Gary Chung Hon","Mar 01, 2009"
GPL7833,"Nimblegen 14.6M Human tiling array of hg17 at 100bp resolution set 04 of 38","in situ oligonucleotide","Homo sapiens",392750,2,1,"Gary Chung Hon","Mar 01, 2009"
GPL7834,"Nimblegen 14.6M Human tiling array of hg17 at 100bp resolution set 05 of 38","in situ oligonucleotide","Homo sapiens",392750,2,1,"Gary Chung Hon","Mar 01, 2009"
GPL7835,"Nimblegen 14.6M Human tiling array of hg17 at 100bp resolution set 06 of 38","in situ oligonucleotide","Homo sapiens",392750,2,1,"Gary Chung Hon","Mar 01, 2009"
GPL7836,"Nimblegen 14.6M Human tiling array of hg17 at 100bp resolution set 07 of 38","in situ oligonucleotide","Homo sapiens",392750,2,1,"Gary Chung Hon","Mar 01, 2009"
GPL7837,"Nimblegen 14.6M Human tiling array of hg17 at 100bp resolution set 08 of 38","in situ oligonucleotide","Homo sapiens",392750,2,1,"Gary Chung Hon","Mar 01, 2009"
GPL7838,"Nimblegen 14.6M Human tiling array of hg17 at 100bp resolution set 09 of 38","in situ oligonucleotide","Homo sapiens",392750,2,1,"Gary Chung Hon","Mar 01, 2009"
GPL7839,"Nimblegen 14.6M Human tiling array of hg17 at 100bp resolution set 10 of 38","in situ oligonucleotide","Homo sapiens",392750,2,1,"Gary Chung Hon","Mar 01, 2009"
GPL7840,"Nimblegen 14.6M Human tiling array of hg17 at 100bp resolution set 11 of 38","in situ oligonucleotide","Homo sapiens",392750,2,1,"Gary Chung Hon","Mar 01, 2009"
GPL7841,"Nimblegen 14.6M Human tiling array of hg17 at 100bp resolution set 12 of 38","in situ oligonucleotide","Homo sapiens",392750,2,1,"Gary Chung Hon","Mar 01, 2009"
GPL7842,"Nimblegen 14.6M Human tiling array of hg17 at 100bp resolution set 13 of 38","in situ oligonucleotide","Homo sapiens",392750,2,1,"Gary Chung Hon","Mar 01, 2009"
GPL7843,"Nimblegen 14.6M Human tiling array of hg17 at 100bp resolution set 14 of 38","in situ oligonucleotide","Homo sapiens",392750,2,1,"Gary Chung Hon","Mar 01, 2009"
GPL7844,"Nimblegen 14.6M Human tiling array of hg17 at 100bp resolution set 15 of 38","in situ oligonucleotide","Homo sapiens",392750,2,1,"Gary Chung Hon","Mar 01, 2009"
GPL7845,"Nimblegen 14.6M Human tiling array of hg17 at 100bp resolution set 16 of 38","in situ oligonucleotide","Homo sapiens",392750,2,1,"Gary Chung Hon","Mar 01, 2009"
GPL7846,"Nimblegen 14.6M Human tiling array of hg17 at 100bp resolution set 17 of 38","in situ oligonucleotide","Homo sapiens",392750,2,1,"Gary Chung Hon","Mar 01, 2009"
GPL7847,"Nimblegen 14.6M Human tiling array of hg17 at 100bp resolution set 18 of 38","in situ oligonucleotide","Homo sapiens",392750,2,1,"Gary Chung Hon","Mar 01, 2009"
GPL7848,"Nimblegen 14.6M Human tiling array of hg17 at 100bp resolution set 19 of 38","in situ oligonucleotide","Homo sapiens",392750,2,1,"Gary Chung Hon","Mar 01, 2009"
GPL7849,"Nimblegen 14.6M Human tiling array of hg17 at 100bp resolution set 20 of 38","in situ oligonucleotide","Homo sapiens",392750,2,1,"Gary Chung Hon","Mar 01, 2009"
GPL7850,"Nimblegen 14.6M Human tiling array of hg17 at 100bp resolution set 21 of 38","in situ oligonucleotide","Homo sapiens",392750,2,1,"Gary Chung Hon","Mar 01, 2009"
GPL7851,"Nimblegen 14.6M Human tiling array of hg17 at 100bp resolution set 22 of 38","in situ oligonucleotide","Homo sapiens",392750,2,1,"Gary Chung Hon","Mar 01, 2009"
GPL7852,"Nimblegen 14.6M Human tiling array of hg17 at 100bp resolution set 23 of 38","in situ oligonucleotide","Homo sapiens",392750,2,1,"Gary Chung Hon","Mar 01, 2009"
GPL7853,"Nimblegen 14.6M Human tiling array of hg17 at 100bp resolution set 24 of 38","in situ oligonucleotide","Homo sapiens",392750,2,1,"Gary Chung Hon","Mar 01, 2009"
GPL7854,"Nimblegen 14.6M Human tiling array of hg17 at 100bp resolution set 25 of 38","in situ oligonucleotide","Homo sapiens",392750,2,1,"Gary Chung Hon","Mar 01, 2009"
GPL7855,"Nimblegen 14.6M Human tiling array of hg17 at 100bp resolution set 26 of 38","in situ oligonucleotide","Homo sapiens",392750,2,1,"Gary Chung Hon","Mar 01, 2009"
GPL7856,"Nimblegen 14.6M Human tiling array of hg17 at 100bp resolution set 27 of 38","in situ oligonucleotide","Homo sapiens",392750,2,1,"Gary Chung Hon","Mar 01, 2009"
GPL7857,"Nimblegen 14.6M Human tiling array of hg17 at 100bp resolution set 28 of 38","in situ oligonucleotide","Homo sapiens",392750,2,1,"Gary Chung Hon","Mar 01, 2009"
GPL7858,"Nimblegen 14.6M Human tiling array of hg17 at 100bp resolution set 29 of 38","in situ oligonucleotide","Homo sapiens",392750,2,1,"Gary Chung Hon","Mar 01, 2009"
GPL7859,"Nimblegen 14.6M Human tiling array of hg17 at 100bp resolution set 30 of 38","in situ oligonucleotide","Homo sapiens",392750,2,1,"Gary Chung Hon","Mar 01, 2009"
GPL7860,"Nimblegen 14.6M Human tiling array of hg17 at 100bp resolution set 31 of 38","in situ oligonucleotide","Homo sapiens",392750,2,1,"Gary Chung Hon","Mar 01, 2009"
GPL7861,"Nimblegen 14.6M Human tiling array of hg17 at 100bp resolution set 32 of 38","in situ oligonucleotide","Homo sapiens",392750,2,1,"Gary Chung Hon","Mar 01, 2009"
GPL7862,"Nimblegen 14.6M Human tiling array of hg17 at 100bp resolution set 33 of 38","in situ oligonucleotide","Homo sapiens",392750,2,1,"Gary Chung Hon","Mar 01, 2009"
GPL7863,"Nimblegen 14.6M Human tiling array of hg17 at 100bp resolution set 34 of 38","in situ oligonucleotide","Homo sapiens",392750,2,1,"Gary Chung Hon","Mar 01, 2009"
GPL7864,"Nimblegen 14.6M Human tiling array of hg17 at 100bp resolution set 35 of 38","in situ oligonucleotide","Homo sapiens",392750,2,1,"Gary Chung Hon","Mar 01, 2009"
GPL7865,"Nimblegen 14.6M Human tiling array of hg17 at 100bp resolution set 36 of 38","in situ oligonucleotide","Homo sapiens",392750,2,1,"Gary Chung Hon","Mar 01, 2009"
GPL7866,"Nimblegen 14.6M Human tiling array of hg17 at 100bp resolution set 37 of 38","in situ oligonucleotide","Homo sapiens",392750,2,1,"Gary Chung Hon","Mar 01, 2009"
GPL7867,"Nimblegen 14.6M Human tiling array of hg17 at 100bp resolution set 38 of 38","in situ oligonucleotide","Homo sapiens",392750,2,1,"Gary Chung Hon","Mar 01, 2009"
GPL7874,"Nimblegen 2.1M HD2 Human Economy tiling array of hg18 at 205bp resolution set 01 of 4","in situ oligonucleotide","Homo sapiens",2197815,22,4,"Gary Chung Hon","Mar 01, 2009"
GPL7879,"Nimblegen 2.1M HD2 Human Economy tiling array of hg18 at 205bp resolution set 02 of 4","in situ oligonucleotide","Homo sapiens",2197815,22,4,"Gary Chung Hon","Mar 01, 2009"
GPL7880,"Nimblegen 2.1M HD2 Human Economy tiling array of hg18 at 205bp resolution set 03 of 4","in situ oligonucleotide","Homo sapiens",2193515,22,4,"Gary Chung Hon","Mar 01, 2009"
GPL7881,"Nimblegen 2.1M HD2 Human Economy tiling array of hg18 at 205bp resolution set 04 of 4","in situ oligonucleotide","Homo sapiens",2197815,22,4,"Gary Chung Hon","Mar 01, 2009"
GPL8072,"Nimblegen human 60-mer gene expression array, set 1 of 1","in situ oligonucleotide","Homo sapiens",391015,2,1,"Gary Chung Hon","Mar 01, 2009"
GPL8032,"Human Agilent-016332 custom array","in situ oligonucleotide","Homo sapiens",15208,2,1,"Tapas Kumar Kundu","Feb 28, 2009"
GPL8104,"Wistar microarray facility custom human array Ha05+Ha06","spotted DNA/cDNA","Homo sapiens",19200,33,1,"Michael Nebozhyn","Feb 28, 2009"
GPL8233,"Nimblegen 2006-08-02_GRI4489_HG18_ChIP array","in situ oligonucleotide","Homo sapiens",386419,5,1,"Anthony Dallosso","Feb 27, 2009"
GPL7178,"Print_457","spotted DNA/cDNA","Homo sapiens",45312,8,1,"Michael Whitfield","Feb 26, 2009"
GPL7179,"Print_470","spotted DNA/cDNA","Homo sapiens",44544,9,1,"Michael Whitfield","Feb 26, 2009"
GPL8227,"Agilent-019118 Human miRNA Microarray 2.0 G4470B (miRNA ID version)","in situ oligonucleotide","Homo sapiens",881,2573,97,"Agilent Technologies","Feb 26, 2009"
GPL8204,"Mouse Human T15 Apoptotic Cell protein array","spotted peptide or protein","Homo sapiens;Mus musculus",32,26,2,"Gregg Silverman","Feb 22, 2009"
GPL8196,"Agilent Human Promoter ChIP-on-Chip Set 244K, combined Microarray (slides 1 and 2) HG18 build","in situ oligonucleotide","Homo sapiens",478160,1,1,"Wei Xie","Feb 19, 2009"
GPL7468,"Yale University Nimblegen 2005-05-12_Human_ENCODE_PM_MM","in situ oligonucleotide","Homo sapiens",387282,3,2,"Michael R Seringhaus","Feb 18, 2009"
GPL8172,"FAP-Human-4.8K03 ver01","spotted DNA/cDNA","Homo sapiens",4800,0,0,"Alex Fiorini Carvalho","Feb 13, 2009"
GPL8173,"FAP-Human-4.8K03","spotted DNA/cDNA","Homo sapiens",4800,176,3,"Alex Fiorini Carvalho","Feb 13, 2009"
GPL8177,"KRIBB_Human_14K","spotted DNA/cDNA","Homo sapiens",14080,112,1,"Bu-Yeo Kim","Feb 13, 2009"
GPL8178,"Illumina Human v1 MicroRNA expression beadchip","oligonucleotide beads","Homo sapiens",735,1431,25,"Illumina Inc.","Feb 11, 2009"
GPL8179,"Illumina Human v2 MicroRNA expression beadchip","oligonucleotide beads","Homo sapiens",1146,3378,97,"Illumina Inc.","Feb 11, 2009"
GPL8167,"Agilent Human Promoter ChIP-on-Chip Set 244K, combined Microarray (slides 1 and 2) HG17 build","in situ oligonucleotide","Homo sapiens",478160,35,3,"Wei Xie","Feb 09, 2009"
GPL8169,"Agilent-014706 Human Promoter ChIP-on-Chip Set 244K, Microarray 1 of 2 G4489A (Probe name version)","in situ oligonucleotide","Homo sapiens",240960,94,16,"Agilent Technologies","Feb 09, 2009"
GPL8170,"Agilent-014707 Human Promoter ChIP-on-Chip Set 244K, Microarray 2 of 2 G4489A (Probe name version)","in situ oligonucleotide","Homo sapiens",240951,94,16,"Agilent Technologies","Feb 09, 2009"
GPL7791,"Lovett/WUSTL_TFarray_v4","spotted oligonucleotide","Gallus gallus;Homo sapiens;Mus musculus",6144,165,5,"Kara Powder","Feb 06, 2009"
GPL6514,"UHN Homo Sapiens cDNA microarray 10K","spotted DNA/cDNA","Homo sapiens",9697,29,1,"Susan Done","Feb 01, 2009"
GPL6152,"Human RefSet oligo 24k array","spotted oligonucleotide","Homo sapiens",24288,14,1,"Andrew M Sharkey","Jan 31, 2009"
GPL8128,"DASL Human 1.5K Cancer Panel","oligonucleotide beads","Homo sapiens",1488,101,3,"Leonard Da Silva","Jan 30, 2009"
GPL8122,"NimbleGen Homo sapiens custom tiling (2006-07-20_Flanagan_HG17_ChIP)","in situ oligonucleotide","Homo sapiens",94383,14,1,"James Flanagan","Jan 29, 2009"
GPL8131,"Invitrogen NCode Multi-Species miRBase Microarray V2","spotted oligonucleotide","Caenorhabditis elegans;Danio rerio;Drosophila melanogaster;Homo sapiens;Mus musculus;Rattus norvegicus",1436,25,4,"Sriram Sridhar","Jan 29, 2009"
GPL8117,"hMitChip3 cDNA Microarray","spotted DNA/cDNA","Homo sapiens",4080,0,0,"Yan A. Su","Jan 28, 2009"
GPL8091,"Steroltalk v2 human","spotted DNA/cDNA","Homo sapiens",334,71,2,"Peter Juvan","Jan 24, 2009"
GPL7884,"ExonHit Human Genome Wide SpliceArray 1.0","in situ oligonucleotide","Homo sapiens",2108940,64,4,"Michael Ian Brenner","Jan 23, 2009"
GPL8036,"Affymetrix GeneChip Universal 70K Tag Array","in situ oligonucleotide","Homo sapiens",50000,243,8,"Yuker Wang","Jan 23, 2009"
GPL8082,"Agilent_ENCODE_44K_HG18_custom","in situ oligonucleotide","Homo sapiens",43102,9,1,"Mike Paul Schnetz","Jan 23, 2009"
GPL8046,"SMD Human Print_633","spotted DNA/cDNA","Homo sapiens",43008,1,1,"Stanford Microarray Database (SMD)","Jan 21, 2009"
GPL8047,"SMD Human Print_654","spotted DNA/cDNA","Homo sapiens",43008,1,1,"Stanford Microarray Database (SMD)","Jan 21, 2009"
GPL8048,"SMD Human Print_673","spotted DNA/cDNA","Homo sapiens",43008,2,1,"Stanford Microarray Database (SMD)","Jan 21, 2009"
GPL8049,"SMD Human Print_731","spotted DNA/cDNA","Homo sapiens",43008,22,1,"Stanford Microarray Database (SMD)","Jan 21, 2009"
GPL8050,"SMD Human Print_886","spotted DNA/cDNA","Homo sapiens",43104,2,2,"Stanford Microarray Database (SMD)","Jan 21, 2009"
GPL8051,"SMD human Print_950","spotted DNA/cDNA","Homo sapiens",41472,1,1,"Stanford Microarray Database (SMD)","Jan 21, 2009"
GPL8078,"Fusion gene microarray, human, 69k, v.1.0.","in situ oligonucleotide","Homo sapiens",65420,7,1,"Gard Olav Thomassen","Jan 19, 2009"
GPL8079,"Fusion gene microarray, human, 69k, v.1.0. (long version)","in situ oligonucleotide","Homo sapiens",67011,3,1,"Gard Olav Thomassen","Jan 19, 2009"
GPL7520,"Custom human (hg17) imprinting tiling array","in situ oligonucleotide","Homo sapiens",383954,1,1,"Andrew P. Feinberg","Jan 18, 2009"
GPL6608,"Alternative Human Exon 1.0 ST Array [custom pre-miRNA probe annotations]","in situ oligonucleotide","Homo sapiens",253,24,1,"Johannes Rainer","Jan 16, 2009"
GPL6609,"Alternative Human Exon 1.0 ST Array [custom pri-miRNA meta-probeset mappings]","in situ oligonucleotide","Homo sapiens",519,24,1,"Johannes Rainer","Jan 16, 2009"
GPL6673,"Nimblegen human 16MB custom tiling array (HG17) design1","in situ oligonucleotide","Homo sapiens",390216,7,3,"Zhaodong Xu","Jan 15, 2009"
GPL6674,"Nimblegen human 16MB custom tiling array (HG17) design2","in situ oligonucleotide","Homo sapiens",390611,17,3,"Zhaodong Xu","Jan 15, 2009"
GPL6790,"Illumina HumanRef-6 v2.0 expression beadchip","oligonucleotide beads","Homo sapiens",46718,205,6,"GEO admin","Jan 15, 2009"
GPL6370,"Illumina human-6 v2.0 expression beadchip (extended)","oligonucleotide beads","Homo sapiens",50173,156,12,"GEO admin","Jan 13, 2009"
GPL8045,"Nimblegen ENCODE HG18 385K","in situ oligonucleotide","Homo sapiens",384014,3,1,"Mike Paul Schnetz","Jan 13, 2009"
GPL7408,"Nimblegen HG18 RefSeq promoter array","in situ oligonucleotide","Homo sapiens",386230,65,15,"W. Lee Kraus","Jan 12, 2009"
GPL7490,"SMD Homo sapiens 41.5K Print_1225","spotted DNA/cDNA","Homo sapiens",41472,8,2,"Adam S Adler","Jan 09, 2009"
GPL6359,"UCSF Cancer Center HumArray3.2","spotted DNA/cDNA","Homo sapiens",2464,486,8,"Antoine Snijders","Jan 06, 2009"
GPL7738,"3D-Gene Human miRNA Oligo chip v10.1","spotted oligonucleotide","Homo sapiens",791,20,1,"Satoko Takizawa","Jan 03, 2009"
GPL5968,"NCHU_M&A_human  1152 cDNACHIP","spotted DNA/cDNA","Homo sapiens",1152,6,1,"Chen-Yu Lee","Dec 31, 2008"
GPL6542,"CapitalBio Mammalian miRNA Array Services V1[1].0","spotted oligonucleotide","Homo sapiens",121,166,1,"JIANREN GU","Dec 31, 2008"
GPL7002,"Custom Human Agilent Array 11k, Chromosome 6, Expression","in situ oligonucleotide","Homo sapiens",10807,30,2,"Gabriela Salinas","Dec 31, 2008"
GPL7166,"SIBS hmr microRNA microarray v2.0","spotted oligonucleotide","Homo sapiens;Mus musculus;Rattus norvegicus",1296,9,2,"huang bing","Dec 31, 2008"
GPL7167,"SIBS hmr microRNA microarray v1.0","spotted oligonucleotide","Homo sapiens;Mus musculus;Rattus norvegicus",421,0,0,"huang bing","Dec 31, 2008"
GPL7206,"University of Goettingen Ambion miRNA array version 1","spotted oligonucleotide","Homo sapiens",480,9,1,"Gabriela Salinas","Dec 31, 2008"
GPL6520,"National Cancer Center of Singapore Human 32k BAC array(A) version 1","spotted DNA/cDNA","Homo sapiens",16829,7,1,"Wu Yonghui","Dec 29, 2008"
GPL6521,"National Cancer Center of Singapore Human 32k BAC array(B) version 1","spotted DNA/cDNA","Homo sapiens",15621,7,1,"Wu Yonghui","Dec 29, 2008"
GPL7752,"SABiosciences human 440 Cancer Oligo GEArray v1","spotted oligonucleotide","Homo sapiens",480,6,1,"Mickie Bhatia","Dec 25, 2008"
GPL7753,"PE aCGH Human 2.6K v1","spotted DNA/cDNA","Homo sapiens",2557,8,1,"Mickie Bhatia","Dec 25, 2008"
GPL6487,"IMS human 0.6K v.1","spotted oligonucleotide","Homo sapiens",684,20,2,"Naoyuki Takahashi","Dec 22, 2008"
GPL6488,"IMS human 0.6K v.2","spotted oligonucleotide","Homo sapiens",684,40,2,"Naoyuki Takahashi","Dec 22, 2008"
GPL7034,"INSERM-Agilent-012391 Whole Human Genome Oligo Microarray G4112A","in situ oligonucleotide","Homo sapiens",44290,27,1,"David M Mutch","Dec 22, 2008"
GPL7038,"INSERM-Agilent-014850 Whole Human Genome Microarray 4x44K (G4112F)","in situ oligonucleotide","Homo sapiens",45220,13,3,"David M Mutch","Dec 22, 2008"
GPL7540,"Agilent-scanner-UNC-custom-4X44K-without-Virus [Probe Name version]","in situ oligonucleotide","Homo sapiens",39980,32,3,"Yuan Qi","Dec 22, 2008"
GPL7775,"CRCNA_human_gdA2322","spotted DNA/cDNA","Homo sapiens",1070,3,1,"Emmanuel Scotet","Dec 20, 2008"
GPL7722,"miRCURY LNA microRNA Array, v.10.0 - hsa, mmu & rno","spotted oligonucleotide","Betapolyomavirus hominis;Betapolyomavirus macacae;Homo sapiens;Human alphaherpesvirus 1;Human betaherpesvirus 5;Human gammaherpesvirus 8;Human immunodeficiency virus 1;JC polyomavirus;Murid betaherpesvirus 1;Murid gammaherpesvirus 4;Mus musculus;Rattus norvegicus;human gammaherpesvirus 4",1279,377,25,"Exiqon A/S","Dec 19, 2008"
GPL7723,"miRCURY LNA microRNA Array, v.11.0 - hsa, mmu & rno","spotted oligonucleotide","Betapolyomavirus hominis;Betapolyomavirus macacae;Homo sapiens;Human alphaherpesvirus 1;Human betaherpesvirus 5;Human gammaherpesvirus 8;Human immunodeficiency virus 1;JC polyomavirus;Murid betaherpesvirus 1;Murid gammaherpesvirus 4;Mus musculus;Rattus norvegicus;human gammaherpesvirus 4",2003,575,58,"Exiqon A/S","Dec 19, 2008"
GPL7724,"miRCURY LNA microRNA Array, v. 9.2, all organisms","spotted oligonucleotide","Betapolyomavirus hominis;Betapolyomavirus macacae;Homo sapiens;Human alphaherpesvirus 1;Human betaherpesvirus 5;Human gammaherpesvirus 8;Human immunodeficiency virus 1;JC polyomavirus;Mus musculus;Rattus norvegicus;human gammaherpesvirus 4",2245,226,22,"Exiqon A/S","Dec 19, 2008"
GPL7804,"Agilent 95k Human Promoter v1 013590","in situ oligonucleotide","Homo sapiens",95190,12,1,"Garrett M Frampton","Dec 19, 2008"
GPL7641,"Long oligo 44K tracking array","in situ oligonucleotide","Homo sapiens;Mus musculus;Saccharomyces cerevisiae;synthetic construct",44290,3,1,"Desiree Tillo","Dec 18, 2008"
GPL7191,"Print_730","spotted DNA/cDNA","Homo sapiens",43008,30,1,"Annika Saaf","Dec 17, 2008"
GPL4924,"IMB-Mattick Human 4k 10","in situ oligonucleotide","Homo sapiens",3968,0,0,"Larry Croft","Dec 12, 2008"
GPL5034,"IMB-Mattick Human 4k 22","in situ oligonucleotide","Homo sapiens",3968,0,0,"Larry Croft","Dec 12, 2008"
GPL5035,"IMB-Mattick Human 4k 23","in situ oligonucleotide","Homo sapiens",3968,0,0,"Larry Croft","Dec 12, 2008"
GPL7717,"WiCell HG18 WG CGH 385K v2","in situ oligonucleotide","Homo sapiens",390782,192,4,"Melodee Patterson","Dec 12, 2008"
GPL7737,"WiCell 2006-07-27 HG18 WG CGH","in situ oligonucleotide","Homo sapiens",390934,16,2,"Melodee Patterson","Dec 12, 2008"
GPL7759,"Operon human v3 ~35K 70-mer two-color oligonucleotide microarrays.","spotted oligonucleotide","Homo sapiens",37632,415,1,"Rudolf Stephan Nicolaas Fehrmann","Dec 11, 2008"
GPL7762,"UHN_Human_10K_v1","spotted DNA/cDNA","Homo sapiens",10751,0,0,"Zhibin Lu","Dec 11, 2008"
GPL7768,"KTH Human 30k v1.0","spotted oligonucleotide","Homo sapiens",36864,98,2,"Johan Lindberg","Dec 11, 2008"
GPL7763,"Affymetrix GeneChip Human Genome U133A 2.0 Array [CDF: Brainarray Version 11, Hs133Av2_Hs_ENTREZG]","in situ oligonucleotide","Homo sapiens",11973,6,1,"Luca Beltrame","Dec 10, 2008"
GPL7557,"Human Exon 1.0 ST Array [exon_ids based on HsEx10stv2_Hs_ENSE_probesetgroup.txt ]","in situ oligonucleotide","Homo sapiens",178028,2,1,"Marc Sultan","Dec 09, 2008"
GPL7696,"Luminex Kinase Phosphorylation Immunosandwich Assay","antibody","Homo sapiens",69,130,1,"Jinyan Du","Dec 05, 2008"
GPL7716,"OMRF Human Oligonucleotide Microarray","in situ oligonucleotide","Homo sapiens",22464,12,1,"Bart Frank","Dec 04, 2008"
GPL6465,"Hs-OperonV2-vB2.2","spotted oligonucleotide","Homo sapiens",21415,73,1,"Chaitanya R Acharya","Dec 03, 2008"
GPL7731,"Agilent-019118 Human miRNA Microarray 2.0 G4470B (Feature Number version)","in situ oligonucleotide","Homo sapiens",15744,1192,37,"Agilent Technologies","Dec 03, 2008"
GPL6879,"Affymetrix GeneChip Human Genome U133 Plus 2.0 Array [HGU133Plus2_Hs_ENSG (v11.0.1) CDF]","in situ oligonucleotide","Homo sapiens",17429,114,3,"Mehmet Somel","Dec 01, 2008"
GPL7257,"BTI oligonucleotide microarray using Ambion miRNA probesets (#1564v1)","spotted oligonucleotide","Homo sapiens;Mus musculus;Rattus norvegicus",161,6,1,"Peter Nissom","Dec 01, 2008"
GPL7390,"AbC ELTE_human_960_v1","antibody","Homo sapiens",960,120,1,"József Prechl","Dec 01, 2008"
GPL7687,"Takara Bio Inc. Human 16K cDNA array set (Array A)","spotted DNA/cDNA","Homo sapiens",8816,24,1,"Yoshie Yoshikawa","Dec 01, 2008"
GPL7688,"Takara Bio Inc. Human 16K cDNA array set (array B)","spotted DNA/cDNA","Homo sapiens",7499,24,1,"Yoshie Yoshikawa","Dec 01, 2008"
GPL4881,"Placental 5K array","spotted DNA/cDNA","Homo sapiens",5040,0,0,"Gill Campbell","Nov 29, 2008"
GPL6522,"Duke Operon Human 36K oligonucleotide array V4.0","spotted oligonucleotide","Homo sapiens",35352,138,4,"Holly Kloos Dressman","Nov 29, 2008"
GPL6492,"NimbleGen Systems Human HG17 Promoter 386K Array1 version 1","in situ oligonucleotide","Homo sapiens",383524,4,2,"Myriam Alcalay","Nov 28, 2008"
GPL6493,"NimbleGen Systems Human HG17 Promoter 367K Array2 version 1","in situ oligonucleotide","Homo sapiens",367410,4,2,"Myriam Alcalay","Nov 28, 2008"
GPL6510,"NimbleGen Systems Human HG17 Chromosome19 386K Array1 version1","in situ oligonucleotide","Homo sapiens",385796,17,4,"Myriam Alcalay","Nov 27, 2008"
GPL7674,"Human oligo array from Ocimum (20k)","spotted oligonucleotide","Homo sapiens",20160,114,3,"Raluca TEUSAN","Nov 25, 2008"
GPL7686,"IPMC - microRNA v7","spotted oligonucleotide","Homo sapiens",5376,25,3,"Kevin Lebrigand","Nov 25, 2008"
GPL6248,"GE Healthcare CodeLink Human Whole Genome Bioarray","spotted oligonucleotide","Homo sapiens",53423,143,3,"Patricia Severino","Nov 24, 2008"
GPL7694,"NimbleGen Homo sapiens HG17 promoter 1 of 2","in situ oligonucleotide","Homo sapiens",383524,3,2,"NimbleGen Systems, Inc.","Nov 24, 2008"
GPL7695,"NimbleGen Homo sapiens HG17 promoter 2 of 2","in situ oligonucleotide","Homo sapiens",367410,2,2,"NimbleGen Systems, Inc.","Nov 24, 2008"
GPL7566,"Human Genome U133 A 2.0 Custom CDF Version 9","in situ oligonucleotide","Homo sapiens",11639,10,2,"Troy D Querec","Nov 23, 2008"
GPL7567,"Human Genome U133 Plus 2.0 Custom CDF Version 9","in situ oligonucleotide","Homo sapiens",20077,87,2,"Troy D Querec","Nov 23, 2008"
GPL6732,"Affymetrix GeneChip Human Genome U133 Plus 2.0 Array based on a custom CDF (REFSEQ_7)","in situ oligonucleotide","Homo sapiens",26714,48,1,"Ola Larsson","Nov 21, 2008"
GPL7683,"Human oligo array from MWG version cancerochips","spotted oligonucleotide","Homo sapiens",6864,0,0,"Raluca TEUSAN","Nov 21, 2008"
GPL7568,"NimbleGen HG18 Tiling Set Array 1 of 38","in situ oligonucleotide","Homo sapiens",383527,1,1,"Xiwei Wu","Nov 19, 2008"
GPL7569,"NimbleGen HG18 Tiling Set Array 2 of 38","in situ oligonucleotide","Homo sapiens",383527,3,2,"Xiwei Wu","Nov 19, 2008"
GPL7570,"NimbleGen HG18 Tiling Set Array 3 of 38","in situ oligonucleotide","Homo sapiens",383527,1,1,"Xiwei Wu","Nov 19, 2008"
GPL7571,"NimbleGen HG18 Tiling Set Array 4 of 38","in situ oligonucleotide","Homo sapiens",383527,1,1,"Xiwei Wu","Nov 19, 2008"
GPL7572,"NimbleGen HG18 Tiling Set Array 5 of 38","in situ oligonucleotide","Homo sapiens",383527,1,1,"Xiwei Wu","Nov 19, 2008"
GPL7573,"NimbleGen HG18 Tiling Set Array 6 of 38","in situ oligonucleotide","Homo sapiens",383527,1,1,"Xiwei Wu","Nov 19, 2008"
GPL7574,"NimbleGen HG18 Tiling Set Array 7 of 38","in situ oligonucleotide","Homo sapiens",383527,1,1,"Xiwei Wu","Nov 19, 2008"
GPL7575,"NimbleGen HG18 Tiling Set Array 8 of 38","in situ oligonucleotide","Homo sapiens",383527,2,2,"Xiwei Wu","Nov 19, 2008"
GPL7577,"NimbleGen HG18 Tiling Set Array 9 of 38","in situ oligonucleotide","Homo sapiens",383527,2,2,"Xiwei Wu","Nov 19, 2008"
GPL7578,"NimbleGen HG18 Tiling Set Array 10 of 38","in situ oligonucleotide","Homo sapiens",383527,2,2,"Xiwei Wu","Nov 19, 2008"
GPL7579,"NimbleGen HG18 Tiling Set Array 11 of 38","in situ oligonucleotide","Homo sapiens",383527,2,2,"Xiwei Wu","Nov 19, 2008"
GPL7580,"NimbleGen HG18 Tiling Set Array 12 of 38","in situ oligonucleotide","Homo sapiens",383527,2,2,"Xiwei Wu","Nov 19, 2008"
