hgnc_symbol,treatment,pathogen,timepoint_comparison,status_original,rank_mouse,rank_human,sign_mouse,sign_concordant,mean_log2fc_mouse,mean_log2fc_human,pred_shared,pred_rank,pred_direction
ESYT1,Infection,S. aureus,24h-12h,Not LEG,85.4581673306773,96.01593625498009,-1,TRUE,-0.8498693032438229,-1.6579254999999993,NA,57.5342990807524,0.9398666666666667
ETFA,Infection,S. aureus,24h-12h,Not LEG,3.9840637450199203,25.630810092961486,-1,FALSE,-0.040146243152126004,0.5394344999999993,NA,48.65852947743574,0.7070666666666666
ETHE1,Infection,S. aureus,24h-12h,Not LEG,11.221779548472774,30.345285524568393,1,TRUE,0.06447732767131686,0.5616115000000006,NA,33.551958799390384,0.6668859649122809
ETS2,Infection,S. aureus,24h-12h,Not LEG,96.54714475431607,91.23505976095618,1,TRUE,3.051172259867964,1.4279799999999998,NA,78.65837015571054,0.8458095238095245
ETV6,Infection,S. aureus,24h-12h,Not LEG,85.0597609561753,52.39043824701195,1,TRUE,0.7855687534256459,0.7427430000000004,NA,39.60940723590841,0.9295666666666669
EVA1B,Infection,S. aureus,24h-12h,Not LEG,47.07835325365206,49.136786188579016,-1,FALSE,-0.35926391340949326,0.7489374999999978,NA,63.146857321114005,0.2790333333333333
EVI2A,Infection,S. aureus,24h-12h,Not LEG,4.847277556440903,97.94156706507304,1,TRUE,0.041543357161737404,2.42858,NA,56.122400388919615,0.7884102453102455
EVL,Infection,S. aureus,24h-12h,Not LEG,93.55909694555112,89.7742363877822,-1,TRUE,-1.4750076331639548,-1.4510399999999986,NA,60.39108430882768,0.9738000000000001
EXD2,Infection,S. aureus,24h-12h,Not LEG,57.83532536520585,51.19521912350598,-1,TRUE,-0.3945464845155815,-0.6652830000000003,NA,45.80100975989514,0.9308428849902534
EXOG,Infection,S. aureus,24h-12h,Not LEG,61.15537848605578,5.6440903054448865,1,FALSE,0.3728746907183549,-0.38787149999999865,NA,40.723384212533674,0.5424222222222225
EXOSC10,Infection,S. aureus,24h-12h,Not LEG,47.476759628154056,65.60424966799468,-1,TRUE,-0.3266902220881782,-0.8636504999999992,NA,65.13844843585488,0.9719333333333334
EXOSC4,Infection,S. aureus,24h-12h,Not LEG,31.872509960159363,50.92961487383798,1,TRUE,0.22522520239651467,1.0679140000000018,NA,74.75768485918593,0.795713157894737
FABP5,Infection,S. aureus,24h-12h,Not LEG,94.62151394422311,27.091633466135455,1,TRUE,2.20520128936948,0.7216529999999992,NA,47.690379234252795,0.6530666666666667
FAM114A1,Infection,S. aureus,24h-12h,Not LEG,75.89641434262948,12.151394422310757,1,TRUE,0.7342777828387765,0.5047915000000004,NA,43.109330374203,0.5154666666666666
FAM117A,Infection,S. aureus,24h-12h,Not LEG,70.1859229747676,46.94555112881807,-1,TRUE,-0.8140660988628685,-0.9023999999999999,NA,59.39165277651214,0.529857142857143
FAM162A,Infection,S. aureus,24h-12h,Not LEG,73.37317397078354,29.01726427622842,1,FALSE,0.7495581030909566,-0.7330124999999987,NA,50.24915992101493,0.5752333333333334
FAM168B,Infection,S. aureus,24h-12h,Not LEG,81.40770252324037,36.98539176626826,-1,TRUE,-0.66898825299333,-0.6680920000000002,NA,57.77955827532845,0.8892232269503548
FAM193A,Infection,S. aureus,24h-12h,Not LEG,72.57636122177955,5.577689243027888,-1,TRUE,-0.5406461781655709,-0.38380800000000115,NA,35.55568879818415,0.8757999999999999
FAM3C,Infection,S. aureus,24h-12h,Not LEG,95.2191235059761,41.168658698539176,-1,TRUE,-1.3359297124418816,-0.9580535000000007,NA,53.62163944139643,0.9351333333333334
FAM53B,Infection,S. aureus,24h-12h,Not LEG,88.77822045152722,32.80212483399734,-1,TRUE,-1.0603642145614964,-0.7265475000000006,NA,61.61135986005435,0.8740666666666667
FANCE,Infection,S. aureus,24h-12h,Not LEG,27.290836653386453,5.245683930942895,-1,TRUE,-0.14577100381011387,-0.43257349999999967,NA,25.214772588574867,0.47513333333333335
FASN,Infection,S. aureus,24h-12h,Not LEG,47.941567065073045,40.0398406374502,-1,TRUE,-0.6188022219103866,-0.6357739999999993,NA,40.603555861842246,0.5019666666666668
FBXL15,Infection,S. aureus,24h-12h,Not LEG,10.823373173970783,21.38114209827357,1,TRUE,0.054086036545358596,0.5053834999999999,NA,39.455333402165714,0.5244444444444444
FBXL5,Infection,S. aureus,24h-12h,Not LEG,99.07038512616202,40.504648074369186,1,TRUE,2.8732291684874287,0.7034599999999998,NA,27.06586156578014,0.9147000000000001
FBXO21,Infection,S. aureus,24h-12h,Not LEG,13.147410358565736,87.98140770252324,-1,TRUE,-0.0632233669571809,-1.233752,NA,61.7743818228759,0.8613317460317463
FBXO41,Infection,S. aureus,24h-12h,Not LEG,36.254980079681275,15.0730411686587,1,FALSE,0.2106193355534014,-0.5475770000000018,NA,38.89150948790657,0.7098333333333336
FBXO46,Infection,S. aureus,24h-12h,Not LEG,11.42098273572377,7.104913678618859,-1,TRUE,-0.05348129358250109,-0.40499599999999925,NA,23.989934498871545,0.8602833333333333
FBXO7,Infection,S. aureus,24h-12h,Not LEG,85.85657370517929,47.60956175298805,-1,TRUE,-1.0057627985222837,-0.9362250000000003,NA,50.52262989707723,0.6290380952380953
FBXW4,Infection,S. aureus,24h-12h,Not LEG,51.26162018592297,16.46746347941567,-1,TRUE,-0.2955679779836755,-0.5388490000000002,NA,37.53712392814195,0.9048666666666667
FEM1C,Infection,S. aureus,24h-12h,Not LEG,52.39043824701195,82.53652058432935,-1,FALSE,-0.37839213876199906,1.2462239999999998,NA,73.88624225555115,0.3602380952380954
FHIT,Infection,S. aureus,24h-12h,Not LEG,63.54581673306773,45.15272244355909,-1,TRUE,-0.4316951278848,-0.9115685000000016,NA,43.38709436842962,0.9258333333333335
FKBP15,Infection,S. aureus,24h-12h,Not LEG,5.6440903054448865,15.338645418326694,1,TRUE,0.03956354178234811,0.48246800000000306,NA,39.0291350073371,0.451
FKBP9,Infection,S. aureus,24h-12h,Not LEG,18.791500664010623,39.9734395750332,1,TRUE,0.26686727237521257,0.7568295000000003,NA,51.065331077965006,0.6434666666666665
FLNB,Infection,S. aureus,24h-12h,Not LEG,55.17928286852589,44.754316069057104,-1,TRUE,-0.864033109692472,-0.8137319999999998,NA,50.31569334246018,0.5395333333333335
FLOT1,Infection,S. aureus,24h-12h,Not LEG,97.34395750332006,86.12217795484727,1,TRUE,1.6385890996713943,1.2189450000000017,NA,81.8922782579878,0.9753666666666669
FLOT2,Infection,S. aureus,24h-12h,Not LEG,96.01593625498009,72.64276228419655,1,TRUE,1.8137042833454702,0.8748550000000009,NA,75.43538553599157,0.8417730158730163
FNBP1,Infection,S. aureus,24h-12h,Not LEG,62.01859229747676,65.86985391766268,-1,TRUE,-0.39992867086711215,-0.7891734999999991,NA,30.114124571258653,0.7818948717948717
FNBP4,Infection,S. aureus,24h-12h,Not LEG,71.18193891102258,47.941567065073045,-1,TRUE,-0.5877624944832744,-0.9151030000000007,NA,65.45670488464167,0.96425
FNDC3A,Infection,S. aureus,24h-12h,Not LEG,72.04515272244356,53.05444887118193,1,TRUE,0.6727146331790461,0.9273569999999978,NA,53.07914312348527,0.6613001443001442
FNDC3B,Infection,S. aureus,24h-12h,Not LEG,94.88711819389111,69.25630810092962,1,TRUE,1.8536751830240465,1.1407839999999974,NA,66.40014910317477,0.9234333333333336
FOSL2,Infection,S. aureus,24h-12h,Not LEG,95.88313413014609,87.64940239043824,1,TRUE,2.2101783833684374,1.2379889999999982,NA,82.8875163910636,0.9578666666666668
FOXJ2,Infection,S. aureus,24h-12h,Not LEG,79.8140770252324,12.881806108897742,-1,TRUE,-0.603183712866187,-0.46329,NA,35.71537051040298,0.8552809523809525
FOXJ3,Infection,S. aureus,24h-12h,Not LEG,84.92695883134131,54.980079681274894,-1,TRUE,-0.7578876942988764,-0.7726814999999994,NA,52.21236563799511,0.9721000000000001
FOXO1,Infection,S. aureus,24h-12h,Not LEG,96.81274900398407,84.06374501992032,-1,TRUE,-1.794300504365494,-1.140052500000003,NA,69.72564425939264,0.8537238095238094
FPGS,Infection,S. aureus,24h-12h,Not LEG,2.7224435590969454,4.050464807436919,-1,TRUE,-0.014599540976783842,-0.39762900000000123,NA,44.90964395936891,0.6094166666666665
FPGT,Infection,S. aureus,24h-12h,Not LEG,34.8605577689243,70.78353253652058,-1,FALSE,-0.25367975047183045,1.0643655,NA,34.01477217631458,0.31655818554205667
FRMD4B,Infection,S. aureus,24h-12h,Not LEG,19.588313413014607,42.23107569721115,1,TRUE,0.17980880260067522,0.8607399999999994,NA,69.31215612283489,0.9230333333333336
FSTL3,Infection,S. aureus,24h-12h,Not LEG,5.3120849933598935,3.851261620185923,-1,FALSE,-0.037445413230036806,0.3745744999999996,NA,34.86364585297974,0.29345897435897444
FTO,Infection,S. aureus,24h-12h,Not LEG,61.55378486055777,91.36786188579016,-1,TRUE,-0.45158599416599543,-1.2991725,NA,74.91474329244902,0.9607000000000003
FTSJ1,Infection,S. aureus,24h-12h,Not LEG,3.3200531208499333,41.50066401062417,1,FALSE,0.018873182711391934,-0.7569755,NA,48.46097128743838,0.38621428571428573
FUS,Infection,S. aureus,24h-12h,Not LEG,31.93891102257636,94.28950863213812,1,FALSE,0.3355612607847691,-1.391229499999998,NA,57.249202838833554,0.6560999999999998
FXN,Infection,S. aureus,24h-12h,Not LEG,53.98406374501992,45.28552456839309,-1,TRUE,-0.30738869751616615,-0.8403260000000012,NA,41.124638539024296,0.9514972222222223
FXR1,Infection,S. aureus,24h-12h,Not LEG,21.248339973439574,16.733067729083665,-1,FALSE,-0.13142551127177882,0.5959535000000007,NA,46.078859114427104,0.6952999999999999
GADD45GIP1,Infection,S. aureus,24h-12h,Not LEG,57.171314741035864,61.55378486055777,-1,FALSE,-0.45579340959933834,0.8423400000000003,NA,35.68907483441266,0.10010000000000002
GALC,Infection,S. aureus,24h-12h,Not LEG,30.0132802124834,44.02390438247012,1,TRUE,0.2173724619527766,0.7788345000000005,NA,41.06600081741415,0.6322238095238096
GALK1,Infection,S. aureus,24h-12h,Not LEG,2.788844621513944,36.45418326693227,-1,FALSE,-0.015154534449365542,0.6152990000000005,NA,40.59047642957328,0.37889047619047617
GALNT1,Infection,S. aureus,24h-12h,Not LEG,88.37981407702523,44.090305444887115,-1,FALSE,-1.0781344091213168,0.8058355000000006,NA,46.822258968236696,0.7572333333333331
GALNT12,Infection,S. aureus,24h-12h,Not LEG,93.49269588313412,86.58698539176626,-1,TRUE,-1.3520073575978735,-1.2044529999999987,NA,39.56719656692873,0.9738333333333333
GALNT3,Infection,S. aureus,24h-12h,Not LEG,89.64143426294821,84.52855245683931,1,TRUE,1.1818669517113758,1.4784040000000012,NA,52.23928155912767,0.5629782608695653
GANAB,Infection,S. aureus,24h-12h,Not LEG,26.89243027888446,90.37184594953519,-1,TRUE,-0.16916705611169292,-1.3018544999999984,NA,57.59150021826753,0.8369000000000001
GAS6,Infection,S. aureus,24h-12h,Not LEG,9.229747675962816,5.909694555112882,1,TRUE,0.08026021162013652,0.44347249999999994,NA,27.257873569905453,0.3364666666666668
GAS7,Infection,S. aureus,24h-12h,Not LEG,30.54448871181939,34.39575033200531,1,TRUE,0.19872995739468458,0.8506830000000007,NA,50.98443665771668,0.7346333333333334
GATA2,Infection,S. aureus,24h-12h,Not LEG,18.260292164674635,69.32270916334662,1,FALSE,0.13127177618896635,-1.2740889999999987,NA,64.2866405720596,0.33610476190476196
GATAD2A,Infection,S. aureus,24h-12h,Not LEG,48.007968127490045,42.76228419654714,1,FALSE,0.28308254185461124,-0.639990500000001,NA,51.08315823888796,0.26386666666666664
GBF1,Infection,S. aureus,24h-12h,Not LEG,36.387782204515275,15.53784860557769,-1,TRUE,-0.20841916244255643,-0.5233049999999991,NA,38.388449399655244,0.8337
GDAP2,Infection,S. aureus,24h-12h,Not LEG,68.59229747675963,16.135458167330675,1,TRUE,0.4183885995079679,0.49215700000000095,NA,45.72316654630821,0.6202
GGA2,Infection,S. aureus,24h-12h,Not LEG,98.87118193891102,32.735723771580346,-1,TRUE,-2.4261174906305873,-0.7513114999999977,NA,47.41074483302493,0.7837333333333334
GLRX,Infection,S. aureus,24h-12h,Not LEG,99.13678618857902,95.94953519256309,1,TRUE,3.0868471287039405,1.4007109999999998,NA,76.51100189361176,0.8125333333333332
GMEB2,Infection,S. aureus,24h-12h,Not LEG,0.9296148738379815,6.308100929614874,1,FALSE,0.004323659277068792,-0.37827949999999994,NA,36.2798204790912,0.5896859649122808
GMFB,Infection,S. aureus,24h-12h,Not LEG,59.76095617529881,54.515272244355906,-1,FALSE,-0.4152571639174045,0.9015865000000001,NA,40.39303905234752,0.29329999999999995
GMPR2,Infection,S. aureus,24h-12h,Not LEG,46.28154050464807,22.50996015936255,1,TRUE,0.3114030938513963,0.553187,NA,43.35206124572348,0.6550666666666665
GNAI3,Infection,S. aureus,24h-12h,Not LEG,82.80212483399735,50.66401062416999,1,TRUE,0.9193765689671363,0.8542059999999985,NA,49.789078906722985,0.9186666666666669
GNG10,Infection,S. aureus,24h-12h,Not LEG,9.362549800796813,90.50464807436919,-1,FALSE,-0.06452888440320415,1.7369144999999997,NA,72.27830236190538,0.20856666666666668
GNG5,Infection,S. aureus,24h-12h,Not LEG,28.021248339973436,45.81673306772908,1,TRUE,0.14879569593470876,0.6294950000000004,NA,51.12457908235076,0.9524333333333335
GNS,Infection,S. aureus,24h-12h,Not LEG,37.98140770252324,30.677290836653388,1,TRUE,0.3170968075788245,0.7251649999999974,NA,30.954427476554393,0.9083000000000002
GOLGA3,Infection,S. aureus,24h-12h,Not LEG,5.046480743691899,41.63346613545817,1,FALSE,0.032178982097654796,-0.6133594999999992,NA,49.95083121658573,0.528395238095238
GORASP2,Infection,S. aureus,24h-12h,Not LEG,9.694555112881806,64.9402390438247,1,FALSE,0.059083692120900366,-0.6796280000000015,NA,37.7241480824096,0.6577000000000001
GOT1,Infection,S. aureus,24h-12h,Not LEG,39.57503320053121,76.49402390438247,1,FALSE,0.40210752398450555,-0.7768710000000008,NA,47.90336255829902,0.6805666666666668
GOT2,Infection,S. aureus,24h-12h,Not LEG,17.729083665338646,77.88844621513944,1,FALSE,0.10998637832794778,-0.9953184999999993,NA,52.961113811099224,0.16171904761904762
GPA33,Infection,S. aureus,24h-12h,Not LEG,16.334661354581673,81.27490039840637,1,FALSE,0.08780582216617461,-0.9541289999999987,NA,51.76568257827721,0.31265151515151524
GPATCH8,Infection,S. aureus,24h-12h,Not LEG,82.40371845949535,67.729083665338635,-1,TRUE,-0.6877219929894691,-0.8044444999999989,NA,42.531253679683566,0.9524000000000001
GPD1L,Infection,S. aureus,24h-12h,Not LEG,97.60956175298804,54.38247011952191,-1,TRUE,-1.849800867588704,-0.7597280000000004,NA,45.12899032250878,0.9775000000000001
GPN3,Infection,S. aureus,24h-12h,Not LEG,76.69322709163346,31.806108897742362,-1,FALSE,-0.4646234228741468,0.7762259999999984,NA,54.7667327907229,0.6978692532613587
GPR183,Infection,S. aureus,24h-12h,Not LEG,98.80478087649402,76.95883134130146,-1,TRUE,-2.2267788193277873,-1.3686500000000001,NA,68.51296419992957,0.9611666666666668
GPR65,Infection,S. aureus,24h-12h,Not LEG,77.75564409030544,90.30544488711818,1,TRUE,0.7986896832295898,1.6325950000000011,NA,63.24300345499371,0.7659857142857142
GPRASP1,Infection,S. aureus,24h-12h,Not LEG,68.79150066401063,96.54714475431607,-1,TRUE,-0.6187967499485927,-1.8222025000000006,NA,83.66821217124209,0.9605333333333336
GSK3B,Infection,S. aureus,24h-12h,Not LEG,26.49402390438247,80.94289508632137,-1,FALSE,-0.15544458389158855,1.0505885000000004,NA,52.34949792025418,0.30286666666666656
GSTO1,Infection,S. aureus,24h-12h,Not LEG,14.475431606905712,93.62549800796812,-1,FALSE,-0.0847478944789426,1.435779500000001,NA,55.39864488641993,0.7946745098039216
GTF2A2,Infection,S. aureus,24h-12h,Not LEG,22.244355909694555,9.56175298804781,-1,FALSE,-0.12202181344134733,0.4973394999999998,NA,39.158449942000445,0.29713809523809537
GTF2B,Infection,S. aureus,24h-12h,Not LEG,25.232403718459494,85.4581673306773,1,TRUE,0.15339442960898886,1.088291999999999,NA,61.65465596279817,0.5166761904761904
GTF2E2,Infection,S. aureus,24h-12h,Not LEG,35.657370517928285,53.18725099601593,1,TRUE,0.20924975652543054,0.61670099999999906,NA,47.38514278463594,0.8111000000000003
GTF2F1,Infection,S. aureus,24h-12h,Not LEG,77.35723771580345,12.682602921646746,1,FALSE,0.771864332173025,-0.44790199999999813,NA,51.26716553411409,0.4128977443609024
GTF2H4,Infection,S. aureus,24h-12h,Not LEG,13.280212483399733,50.73041168658698,1,FALSE,0.09967066729889673,-0.795918,NA,39.302400858445125,0.25745000000000007
GTF2H5,Infection,S. aureus,24h-12h,Not LEG,34.19654714475431,44.820717131474105,1,TRUE,0.17344866712571338,0.8646485000000008,NA,41.93615970955119,0.5617714285714285
GTF2I,Infection,S. aureus,24h-12h,Not LEG,87.58300132802125,15.737051792828685,-1,TRUE,-0.9828556468156027,-0.5535399999999993,NA,33.02687104846215,0.8869333333333332
GTF3C2,Infection,S. aureus,24h-12h,Not LEG,73.43957503320053,69.05710491367863,-1,TRUE,-0.5612099316282988,-0.7985114999999985,NA,39.11546805271277,0.9836966583124479
GTF3C4,Infection,S. aureus,24h-12h,Not LEG,44.820717131474105,55.77689243027888,-1,TRUE,-0.3173706063293604,-0.7029165000000002,NA,42.10097942413744,0.7091666666666665
GTPBP3,Infection,S. aureus,24h-12h,Not LEG,61.75298804780876,71.38114209827357,1,FALSE,0.4283183369387187,-0.8006815000000003,NA,51.86182293316917,0.6422619047619048
HAT1,Infection,S. aureus,24h-12h,Not LEG,45.55112881806109,94.62151394422311,1,TRUE,0.2592425073083344,1.7742240000000011,NA,68.135256951085,0.8426880952380953
HAUS4,Infection,S. aureus,24h-12h,Not LEG,92.96148738379813,80.41168658698538,-1,FALSE,-1.190652645685332,1.1098314999999994,NA,58.57761381008252,0.06197163742690058
HAUS5,Infection,S. aureus,24h-12h,Not LEG,71.91235059760956,63.612217795484725,-1,TRUE,-0.5599980938290701,-0.6700075000000008,NA,38.492018957265884,0.7112733044733045
HCCS,Infection,S. aureus,24h-12h,Not LEG,15.471447543160691,25.166002656042497,1,TRUE,0.09986046874698573,0.5261550000000002,NA,39.88119444440821,0.8332000000000004
HCFC1,Infection,S. aureus,24h-12h,Not LEG,83.00132802124834,4.116865869853918,-1,TRUE,-0.7600091405434588,-0.3913950000000015,NA,45.348429155860146,0.8604523809523811
HCFC2,Infection,S. aureus,24h-12h,Not LEG,63.41301460823373,6.108897742363878,1,TRUE,0.5343486194066926,0.389803000000001,NA,40.38449638845535,0.6034
HDAC1,Infection,S. aureus,24h-12h,Not LEG,32.005312084993356,22.44355909694555,-1,TRUE,-0.20059122312905586,-0.5615320000000013,NA,43.1724732282063,0.8525476190476191
HDAC4,Infection,S. aureus,24h-12h,Not LEG,14.608233731739709,72.04515272244356,1,TRUE,0.08669464139547145,1.0346789999999992,NA,42.313736605491535,0.832069047619048
HDAC6,Infection,S. aureus,24h-12h,Not LEG,57.70252324037185,4.51527224435591,-1,TRUE,-0.3246967365712088,-0.3854089999999997,NA,29.743553528145114,0.7856000000000002
HEMK1,Infection,S. aureus,24h-12h,Not LEG,38.91102257636122,23.771580345285525,1,FALSE,0.2305469277707335,-0.5000795000000016,NA,28.07039968199466,0.6556579365079365
HERC1,Infection,S. aureus,24h-12h,Not LEG,66.00265604249668,60.42496679946879,1,FALSE,0.45661977567322865,-0.7167529999999982,NA,59.291731084831106,0.27859999999999996
HGD,Infection,S. aureus,24h-12h,Not LEG,37.58300132802125,16.865869853917662,1,FALSE,0.22807662270580842,-0.5537314999999998,NA,46.745302478718344,0.6944666666666663
HGSNAT,Infection,S. aureus,24h-12h,Not LEG,79.4820717131474,36.71978751660026,-1,TRUE,-1.0265626796842664,-0.7435979999999996,NA,63.11361570902542,0.6718190476190478
HINT1,Infection,S. aureus,24h-12h,Not LEG,12.084993359893758,59.76095617529881,-1,FALSE,-0.08782964607994259,0.9832509999999994,NA,54.95458353241096,0.5471952380952382
HIP1R,Infection,S. aureus,24h-12h,Not LEG,49.933598937583,59.428950863213814,-1,TRUE,-0.24657722402673343,-0.826286000000003,NA,47.727164154898496,0.8376000000000001
HIRA,Infection,S. aureus,24h-12h,Not LEG,14.409030544488713,68.85790172642763,1,FALSE,0.07220329508567769,-1.5382179999999992,NA,59.415617043886584,0.4656666666666667
HIRIP3,Infection,S. aureus,24h-12h,Not LEG,7.569721115537849,59.69455511288181,1,FALSE,0.03955718574670719,-0.6878340000000007,NA,53.88069177094063,0.24040357142857144
HMCES,Infection,S. aureus,24h-12h,Not LEG,39.37583001328021,57.70252324037185,-1,TRUE,-0.2691938456308476,-0.7181325000000008,NA,39.753675360331805,0.8237999999999998
HMG20A,Infection,S. aureus,24h-12h,Not LEG,86.12217795484727,28.021248339973436,-1,TRUE,-0.7721545594419474,-0.7425415,NA,64.56462796663311,0.9414666666666666
HMGXB3,Infection,S. aureus,24h-12h,Not LEG,7.370517928286853,3.5856573705179287,-1,TRUE,-0.03941984587512515,-0.3344479999999999,NA,48.226009007119494,0.8089333333333332
HNRNPA0,Infection,S. aureus,24h-12h,Not LEG,53.05444887118193,82.93492695883134,-1,TRUE,-0.437838188305653,-1.2733564999999996,NA,53.26028508706288,0.9690030303030306
HNRNPA1,Infection,S. aureus,24h-12h,Not LEG,53.45285524568393,53.71845949535192,-1,TRUE,-0.4513594960150584,-0.8567800000000009,NA,41.1015479055416,0.9553750000000003
HNRNPAB,Infection,S. aureus,24h-12h,Not LEG,34.06374501992032,33.00132802124834,1,FALSE,0.3237357139704695,-0.594129499999998,NA,44.43613110522603,0.7040000000000001
HNRNPD,Infection,S. aureus,24h-12h,Not LEG,18.52589641434263,84.92695883134131,1,FALSE,0.1290441023601847,-0.9278750000000004,NA,49.75490434073681,0.6492333333333332
HNRNPK,Infection,S. aureus,24h-12h,Not LEG,12.217795484727755,17.861885790172643,1,FALSE,0.0771739750871614,-0.43241500000000377,NA,31.033208111156956,0.7083999999999999
HNRNPM,Infection,S. aureus,24h-12h,Not LEG,15.803452855245684,36.05577689243028,1,FALSE,0.10382121444153913,-0.5107689999999998,NA,31.961111442678312,0.5338666666666669
HNRNPR,Infection,S. aureus,24h-12h,Not LEG,53.12084993359893,55.112881806108895,-1,TRUE,-0.46986196986578754,-0.7348200000000011,NA,51.08505430440744,0.8564238095238098
HNRNPU,Infection,S. aureus,24h-12h,Not LEG,11.022576361221779,70.91633466135458,-1,TRUE,-0.07538673540842744,-0.7241100000000014,NA,48.256026143904435,0.7924666666666669
HNRNPUL1,Infection,S. aureus,24h-12h,Not LEG,48.539176626826034,81.34130146082337,-1,TRUE,-0.2696789275737732,-0.7823879999999994,NA,54.89271367190536,0.5245000000000001
HNRNPUL2,Infection,S. aureus,24h-12h,Not LEG,59.9601593625498,23.173970783532535,-1,TRUE,-0.44153827470181106,-0.6171775000000005,NA,38.0945803261508,0.9685612554112555
HOMER3,Infection,S. aureus,24h-12h,Not LEG,23.904382470119522,86.91899070385126,1,TRUE,0.15099606134224608,1.3153125000000003,NA,46.17990845461048,0.9658333333333335
HPGD,Infection,S. aureus,24h-12h,Not LEG,35.85657370517929,91.43426294820716,-1,FALSE,-0.5107550996010506,2.082966999999999,NA,79.01403914074398,0.8461666666666667
HPS4,Infection,S. aureus,24h-12h,Not LEG,50.79681274900398,40.438247011952186,-1,TRUE,-0.3013249141984522,-0.6424504999999998,NA,52.34740433621411,0.4611756410256409
HS1BP3,Infection,S. aureus,24h-12h,Not LEG,49.667994687915005,6.97211155378486,1,TRUE,0.29237307426539694,0.42111750000000037,NA,46.90860026155812,0.6785333333333332
HSBP1,Infection,S. aureus,24h-12h,Not LEG,11.553784860557768,97.47675962815406,-1,FALSE,-0.06505613748168493,1.4178005000000002,NA,54.028990795047534,0.45553333333333346
HSDL2,Infection,S. aureus,24h-12h,Not LEG,39.243027888446214,54.448871181938905,-1,FALSE,-0.26007086958583603,0.8861970000000006,NA,43.77573401346677,0.7184999999999998
HSP90AA1,Infection,S. aureus,24h-12h,Not LEG,69.58831341301462,89.70783532536521,1,TRUE,0.6257253133013165,1.2584279999999997,NA,46.778244268709386,0.8113
HSP90AB1,Infection,S. aureus,24h-12h,Not LEG,19.9867197875166,79.4820717131474,1,FALSE,0.13636779702906132,-0.8449679999999998,NA,37.92895880175871,0.2022333333333334
HSPA5,Infection,S. aureus,24h-12h,Not LEG,92.82868525896414,2.058432934926959,1,FALSE,1.6838695165124502,-0.31342800000000026,NA,42.13331631479618,0.5651619047619046
HSPA9,Infection,S. aureus,24h-12h,Not LEG,36.05577689243028,34.528552456839314,1,FALSE,0.29086109460415166,-0.6857970000000007,NA,46.76587759660017,0.7728333333333333
HSPD1,Infection,S. aureus,24h-12h,Not LEG,63.811420982735726,27.822045152722442,1,FALSE,0.6076586238488879,-0.4508125000000005,NA,41.685668732113626,0.6354333333333334
HTATIP2,Infection,S. aureus,24h-12h,Not LEG,68.52589641434263,25.89641434262948,-1,FALSE,-0.5558827648080831,0.6979529999999985,NA,44.22810225331616,0.7367396825396826
HUS1,Infection,S. aureus,24h-12h,Not LEG,38.778220451527226,66.53386454183267,-1,FALSE,-0.23305171648880307,0.7521739999999997,NA,40.227208580433235,0.3622
HUWE1,Infection,S. aureus,24h-12h,Not LEG,56.10889774236387,71.77954847277557,-1,TRUE,-0.38955784369901103,-0.8659630000000007,NA,26.467687841676536,0.9763666666666668
HYOU1,Infection,S. aureus,24h-12h,Not LEG,64.5418326693227,30.47808764940239,1,FALSE,0.616820731737624,-0.5199640000000008,NA,32.12927461867834,0.3084666666666665
IARS2,Infection,S. aureus,24h-12h,Not LEG,43.89110225763612,24.03718459495352,-1,TRUE,-0.33837698764024005,-0.6923510000000006,NA,41.69513998040498,0.6821820512820513
ID3,Infection,S. aureus,24h-12h,Not LEG,70.91633466135458,98.00796812749005,-1,TRUE,-0.9742491438775627,-1.6175225000000002,NA,62.61743941543943,0.7906545454545454
IDH1,Infection,S. aureus,24h-12h,Not LEG,62.35059760956175,84.59495351925631,-1,FALSE,-0.7208197500953322,1.0982065000000005,NA,34.396585642883466,0.7806333333333333
IDH2,Infection,S. aureus,24h-12h,Not LEG,30.87649402390438,10.358565737051793,-1,TRUE,-0.2819420592488111,-0.4806780000000005,NA,28.030076331444935,0.5723000000000001
IDH3G,Infection,S. aureus,24h-12h,Not LEG,75.56440903054448,5.9760956175298805,-1,TRUE,-0.6439939838625719,-0.3921545000000001,NA,37.4925377041837,0.7726593299274302
IDI1,Infection,S. aureus,24h-12h,Not LEG,75.63081009296148,93.89110225763613,1,TRUE,0.9447013631746399,1.9501869999999992,NA,77.18419200180438,0.45641531986531986
IFNGR1,Infection,S. aureus,24h-12h,Not LEG,36.52058432934927,85.3917662682603,-1,FALSE,-0.237192186094056,1.2869200000000007,NA,41.98756615907617,0.7948333333333335
IFRD2,Infection,S. aureus,24h-12h,Not LEG,79.4156706507304,19.8539176626826,-1,TRUE,-0.8021189195071345,-0.6368994999999996,NA,49.77087680118964,0.6441666666666668
IGF2BP3,Infection,S. aureus,24h-12h,Not LEG,62.68260292164675,74.9667994687915,-1,FALSE,-0.44743919751643535,1.288737,NA,64.5935877509846,0.7285666666666666
IKBKB,Infection,S. aureus,24h-12h,Not LEG,91.69986719787516,20.252324037184593,-1,TRUE,-1.097028454135346,-0.584018499999999,NA,34.737311173946424,0.9812583333333335
IKZF1,Infection,S. aureus,24h-12h,Not LEG,57.43691899070386,24.900398406374503,-1,TRUE,-0.41447859139662846,-0.6498665000000012,NA,71.14262802267798,0.9491333333333332
