hgnc_symbol,treatment,pathogen,timepoint_comparison,status_original,rank_mouse,rank_human,sign_mouse,sign_concordant,mean_log2fc_mouse,mean_log2fc_human,pred_shared,pred_rank,pred_direction
LRRC8B,Injury,Burn,Early hours-Day 7,Not LEG,50.363967242948135,37.989080982711556,1,FALSE,0.384026733701031,-0.9213048425496853,NA,43.7835177286697,0.5635633699633702
LSG1,Injury,Burn,Early hours-Day 7,Not LEG,1.0464058234758873,84.66787989080983,1,FALSE,0.009181331185117436,-1.3565459891547622,NA,65.83731606110915,0.7816000000000001
LSM11,Injury,Burn,Early hours-Day 7,Not LEG,93.58507734303913,67.97088262056415,-1,TRUE,-1.9254007981201111,-1.1453401682173259,NA,61.74931998928315,0.8677000000000002
LSM14A,Injury,Burn,Early hours-Day 7,Not LEG,11.64695177434031,13.05732484076433,1,FALSE,0.058215980023950564,-0.6185050612898753,NA,44.0619053988736,0.6623619047619048
LSM5,Injury,Burn,Early hours-Day 7,Not LEG,35.122838944494994,52.22929936305732,-1,TRUE,-0.25582994905407297,-0.9451375391288588,NA,41.32910797040377,0.7095000000000004
LSP1,Injury,Burn,Early hours-Day 7,Not LEG,81.21019108280255,45.905368516833484,1,TRUE,0.6323666828378176,1.3020347129682746,NA,46.01293640265019,0.5657
LTV1,Injury,Burn,Early hours-Day 7,Not LEG,10.555050045495905,39.21747042766151,1,FALSE,0.07376653431341929,-0.7960752736674963,NA,49.86771509944259,0.6855999999999999
LUC7L,Injury,Burn,Early hours-Day 7,Not LEG,78.75341219290264,50.18198362147407,-1,TRUE,-0.5773215531553166,-0.8277210423001242,NA,33.76180415967159,0.923766666666667
LUC7L3,Injury,Burn,Early hours-Day 7,Not LEG,71.47406733393996,84.89535941765241,-1,TRUE,-0.36265579687723104,-1.2974821876320357,NA,55.47969157666346,0.8496309859154931
LY75,Injury,Burn,Early hours-Day 7,Not LEG,59.00818926296634,69.19927206551411,-1,TRUE,-0.4136401113313788,-1.384630845117754,NA,49.729344711611745,0.7032666666666669
LYAR,Injury,Burn,Early hours-Day 7,Not LEG,73.7943585077343,76.11464968152866,-1,TRUE,-0.6936789100303962,-1.1107065398247244,NA,45.760751834345236,0.8332095238095238
LYRM2,Injury,Burn,Early hours-Day 7,Not LEG,31.255686988171067,12.238398544131028,1,FALSE,0.264220084147313,-0.6217174744005178,NA,43.828761902329795,0.47136666666666666
LYRM4,Injury,Burn,Early hours-Day 7,Not LEG,30.89171974522293,37.0336669699727,-1,TRUE,-0.15292330794581233,-0.8727377654957458,NA,44.020814628619995,0.8690666666666668
LYRM7,Injury,Burn,Early hours-Day 7,Not LEG,11.464968152866243,93.13011828935396,1,FALSE,0.14082334593198897,-1.892943296748983,NA,63.88144880533092,0.7357000000000001
LYSMD2,Injury,Burn,Early hours-Day 7,Not LEG,40.309372156505916,79.70882620564149,-1,TRUE,-0.6203835877104122,-1.4374829197254897,NA,44.664044564933064,0.6609857142857144
MAD2L2,Injury,Burn,Early hours-Day 7,Not LEG,41.40127388535032,35.89626933575978,1,TRUE,0.4512257370375776,0.9718841139585743,NA,51.87961085205341,0.4751666666666666
MAEA,Injury,Burn,Early hours-Day 7,Not LEG,41.173794358507735,32.1656050955414,1,TRUE,0.2831569190094214,0.7599749560631066,NA,59.461647066420774,0.8658333333333335
MAF,Injury,Burn,Early hours-Day 7,Not LEG,34.21292083712466,74.8862602365787,-1,TRUE,-0.25780903088365115,-1.4012126815416948,NA,68.73355095577597,0.7205999999999998
MAFG,Injury,Burn,Early hours-Day 7,Not LEG,83.57597816196542,93.85805277525023,1,TRUE,0.8514203582929731,1.592986267988874,NA,60.83935578341398,0.9682666666666665
MAK16,Injury,Burn,Early hours-Day 7,Not LEG,67.42493175614194,75.43221110100092,-1,TRUE,-0.41612352733369384,-1.146084608089823,NA,55.660608028082414,0.9528666666666666
MAN1A2,Injury,Burn,Early hours-Day 7,Not LEG,46.26933575978162,38.989990900818924,-1,TRUE,-0.31778891967475786,-0.720538230850349,NA,61.60342317164404,0.8726666666666666
MAN1C1,Injury,Burn,Early hours-Day 7,Not LEG,79.2083712465878,76.43312101910828,1,FALSE,0.738439905623455,-1.2887968878913094,NA,87.16264479838001,0.39269523809523804
MAN2A1,Injury,Burn,Early hours-Day 7,Not LEG,18.744313011828936,50.500454959053684,-1,TRUE,-0.12646244568517417,-0.9435933247247679,NA,40.166256189384605,0.8505761904761906
MAN2A2,Injury,Burn,Early hours-Day 7,Not LEG,36.12374886260237,17.470427661510467,-1,FALSE,-0.21175797278406172,0.804939613520137,NA,51.320916548345046,0.29710476190476187
MAN2B1,Injury,Burn,Early hours-Day 7,Not LEG,77.70700636942675,53.548680618744314,1,FALSE,0.5499205871259996,-0.9016656681511455,NA,40.481275527918534,0.2361000000000001
MAOA,Injury,Burn,Early hours-Day 7,Not LEG,29.754322111010005,15.92356687898089,-1,FALSE,-0.4005039609009886,0.7495150097674848,NA,46.58527501097452,0.7045571428571429
MAP1LC3A,Injury,Burn,Early hours-Day 7,Not LEG,29.936305732484076,32.43858052775251,1,TRUE,0.27754370585861565,0.8425284142068827,NA,39.53321603647415,0.8760488095238096
MAP2K3,Injury,Burn,Early hours-Day 7,Not LEG,76.52411282984531,93.44858962693358,1,TRUE,0.5859662874994527,1.893010821144916,NA,43.412053139146224,0.8550333333333334
MAP2K6,Injury,Burn,Early hours-Day 7,Not LEG,60.919017288444046,98.27115559599636,-1,FALSE,-0.6071540718207036,2.177886989361443,NA,86.68820492584453,0.10714166666666672
MAP3K4,Injury,Burn,Early hours-Day 7,Not LEG,66.37852593266605,77.43403093721565,-1,TRUE,-0.7505923595045854,-1.1696364062931748,NA,60.470110160920946,0.8546285714285717
MAP4K5,Injury,Burn,Early hours-Day 7,Not LEG,30.300272975432215,32.575068243858055,1,FALSE,0.2758212052305158,-0.9156773652408976,NA,47.86336730397622,0.3039319747088249
MAPK14,Injury,Burn,Early hours-Day 7,Not LEG,69.92720655141036,97.95268425841674,1,TRUE,0.36706573343597704,1.7776311501794648,NA,82.10882202455485,0.8281761904761907
MAPK3,Injury,Burn,Early hours-Day 7,Not LEG,94.54049135577797,16.606005459508644,1,TRUE,1.1021906209659935,0.7703894956268895,NA,52.26702528924068,0.8535333333333333
MAPK7,Injury,Burn,Early hours-Day 7,Not LEG,79.4813466787989,5.004549590536852,1,TRUE,0.9607465108076934,0.5584668564791051,NA,43.09150994988104,0.6016666666666668
MAPKAPK2,Injury,Burn,Early hours-Day 7,Not LEG,94.17652411282984,56.32393084622384,1,TRUE,1.316823048819515,0.9538162245652968,NA,44.62356752045233,0.4767000000000001
MAPRE1,Injury,Burn,Early hours-Day 7,Not LEG,34.89535941765241,0.22747952684258416,-1,FALSE,-0.2202692158448336,0.4705733253378499,NA,38.93025382842923,0.722666666666667
MAPRE2,Injury,Burn,Early hours-Day 7,Not LEG,12.374886260236579,9.872611464968154,1,FALSE,0.06806548054428774,-0.64043041051496985,NA,21.65490857802515,0.32970000000000016
MARCO,Injury,Burn,Early hours-Day 7,Not LEG,56.460418562329394,34.89535941765241,-1,FALSE,-1.0706836319652346,0.9914234680877305,NA,63.250249431702244,0.4236333333333333
MARK2,Injury,Burn,Early hours-Day 7,Not LEG,1.8198362147406733,62.23839854413102,-1,FALSE,-0.00863730808226748,1.3186649451881989,NA,48.82113388231448,0.29508412698412706
MARVELD2,Injury,Burn,Early hours-Day 7,Not LEG,31.574158325750684,18.789808917197455,-1,TRUE,-0.2897503773454808,-0.7707220245665924,NA,56.51435973895456,0.8510666666666665
MAST4,Injury,Burn,Early hours-Day 7,Not LEG,87.89808917197452,32.802547770700635,-1,TRUE,-0.923856413256134,-1.0483348291731218,NA,55.41964993169735,0.7130829365079363
MAT2A,Injury,Burn,Early hours-Day 7,Not LEG,66.19654231119199,16.878980891719745,-1,TRUE,-0.3807268414140861,-0.6531629629378477,NA,34.3228244733614,0.8549166666666669
MATR3,Injury,Burn,Early hours-Day 7,Not LEG,52.047315741583255,49.86351228389445,-1,TRUE,-0.2474866340744999,-0.7807795785700344,NA,56.24640594015079,0.8970333333333336
MB21D2,Injury,Burn,Early hours-Day 7,Not LEG,62.55686988171064,2.2747952684258417,-1,TRUE,-1.1391151683102523,-0.5026566598745603,NA,22.031401052529972,0.44403333333333334
MBLAC2,Injury,Burn,Early hours-Day 7,Not LEG,28.29845313921747,90.17288444040037,-1,TRUE,-0.26845757741192067,-1.4966036890699463,NA,72.80617361781054,0.7633309523809526
MBNL2,Injury,Burn,Early hours-Day 7,Not LEG,63.7852593266606,36.07825295723385,1,FALSE,0.290192393553955,-0.933117683600698,NA,59.00119308875007,0.2512095238095238
MBNL3,Injury,Burn,Early hours-Day 7,Not LEG,18.198362147406733,65.51410373066425,-1,TRUE,-0.14037148824064793,-1.1367137616664,NA,43.62339405542135,0.6022555555555554
MBOAT1,Injury,Burn,Early hours-Day 7,Not LEG,78.07097361237489,9.781619654231118,1,TRUE,1.038225566105135,0.6189875931683546,NA,35.37362327809872,0.4317555555555557
MCCC1,Injury,Burn,Early hours-Day 7,Not LEG,49.636032757051865,67.2884440400364,-1,TRUE,-0.4369110658664521,-0.9442413105782639,NA,52.228661931880886,0.9508147435897436
MCCC2,Injury,Burn,Early hours-Day 7,Not LEG,24.886260236578707,44.99545040946315,-1,TRUE,-0.22035215860813295,-0.919998133942578,NA,72.61106354411618,0.9707333333333334
MCFD2,Injury,Burn,Early hours-Day 7,Not LEG,51.68334849863512,10.282074613284804,1,FALSE,0.35795870936272145,-0.6574805088508637,NA,32.445031289040685,0.3667444444444445
MCMBP,Injury,Burn,Early hours-Day 7,Not LEG,16.96997270245678,5.277525022747953,-1,FALSE,-0.11157973692900214,0.555575930487862,NA,51.006062928598986,0.4668952380952382
MCOLN1,Injury,Burn,Early hours-Day 7,Not LEG,52.09281164695177,83.93994540491356,-1,FALSE,-0.4487980310955706,1.4218841402698992,NA,48.35288173272291,0.3544666666666668
MCOLN2,Injury,Burn,Early hours-Day 7,Not LEG,86.66969972702456,84.3039126478617,-1,TRUE,-0.9458880452623042,-1.6382823163953,NA,76.76493190172978,0.854460606060606
MCTP2,Injury,Burn,Early hours-Day 7,Not LEG,86.53321201091902,96.40582347588716,1,TRUE,0.8558216492807951,1.8373515169979502,NA,64.00829695953391,0.5811547619047619
MDFIC,Injury,Burn,Early hours-Day 7,Not LEG,4.9590536851683344,83.57597816196542,-1,TRUE,-0.03712272527606686,-1.433475362998271,NA,68.8122192238705,0.8470214285714288
MDM4,Injury,Burn,Early hours-Day 7,Not LEG,8.598726114649681,37.534121929026384,-1,TRUE,-0.05980690214477136,-0.8809971497070626,NA,29.931072909498152,0.7933380952380952
MDN1,Injury,Burn,Early hours-Day 7,Not LEG,86.12374886260237,58.098271155595995,-1,TRUE,-0.6893387306082737,-0.964613924833106,NA,57.82720039286768,0.9769333333333334
ME2,Injury,Burn,Early hours-Day 7,Not LEG,90.49135577797999,2.9117379435850776,-1,FALSE,-0.9192672440492089,0.5796458266539739,NA,48.7326939172212,0.6344499999999997
MED1,Injury,Burn,Early hours-Day 7,Not LEG,3.867151956323931,19.51774340309372,-1,TRUE,-0.016406046393335316,-0.7362602770875761,NA,42.283555340941504,0.940371773636991
MED6,Injury,Burn,Early hours-Day 7,Not LEG,7.779799818016378,17.65241128298453,1,TRUE,0.05202449192344538,0.702712540689383,NA,43.6750735961521,0.5430095238095238
MEF2A,Injury,Burn,Early hours-Day 7,Not LEG,67.33393994540491,73.38489535941765,1,TRUE,0.43460815347790493,1.0480929661989968,NA,74.94503505391418,0.6694714285714286
MEF2C,Injury,Burn,Early hours-Day 7,Not LEG,79.79981801637852,31.392174704276616,-1,TRUE,-0.5521274486437893,-0.8486868824270637,NA,59.94886271627269,1
MERTK,Injury,Burn,Early hours-Day 7,Not LEG,41.49226569608736,91.31028207461328,1,TRUE,0.5378755821297077,2.028413782567133,NA,47.49036993020069,0.8640333333333333
METAP1,Injury,Burn,Early hours-Day 7,Not LEG,49.499545040946316,27.661510464058235,-1,TRUE,-0.3076367265425546,-0.701054530308761,NA,48.461287383930156,0.9738000000000001
METAP1D,Injury,Burn,Early hours-Day 7,Not LEG,1.5468607825295724,25.068243858052774,1,FALSE,0.010158600642233395,-0.681870389142186,NA,36.49887250431787,0.6908333333333333
METAP2,Injury,Burn,Early hours-Day 7,Not LEG,21.019108280254777,18.607825295723384,-1,TRUE,-0.13046286087788594,-0.7803179152211057,NA,55.445849652363364,0.5458444444444445
METRNL,Injury,Burn,Early hours-Day 7,Not LEG,89.30846223839855,84.6223839854413,1,TRUE,0.8563773750253354,1.5730975099918578,NA,50.45081900155001,0.46901333333333334
METTL16,Injury,Burn,Early hours-Day 7,Not LEG,82.07461328480437,65.15013648771611,-1,TRUE,-1.2440930768858216,-1.0160525768250128,NA,57.97563984043764,0.8936095238095241
METTL18,Injury,Burn,Early hours-Day 7,Not LEG,13.375796178343949,56.77888989990901,-1,TRUE,-0.1297940022903763,-1.0834116798839837,NA,61.51026403355312,0.8388666666666668
METTL25,Injury,Burn,Early hours-Day 7,Not LEG,3.7306642402183803,5.505004549590537,1,FALSE,0.030016523818579444,-0.6378624532376755,NA,47.69935175496196,0.5314619047619048
METTL3,Injury,Burn,Early hours-Day 7,Not LEG,35.98726114649681,48.58962693357598,-1,TRUE,-0.2241708769841999,-0.8581388926585483,NA,30.579764195036642,0.9106984126984127
METTL5,Injury,Burn,Early hours-Day 7,Not LEG,1.8653321201091901,55.27752502274795,-1,TRUE,-0.015469593019985517,-0.8698874654832309,NA,32.09606256437876,0.7913095238095239
METTL8,Injury,Burn,Early hours-Day 7,Not LEG,36.442220200181985,42.08371246587807,-1,TRUE,-0.31528236856577685,-0.8819877650605927,NA,69.61463609927456,0.8813000000000002
METTL9,Injury,Burn,Early hours-Day 7,Not LEG,83.43949044585987,67.87989080982712,1,TRUE,0.675903375427545,0.9081777556426811,NA,72.99268728477551,0.9827
MEX3C,Injury,Burn,Early hours-Day 7,Not LEG,17.424931756141948,46.90627843494086,-1,TRUE,-0.09529084394702636,-0.9448322633786739,NA,73.33745487536824,0.9722
MFF,Injury,Burn,Early hours-Day 7,Not LEG,41.21929026387625,23.703366696997268,1,TRUE,0.21006720663726242,0.689405899540148,NA,47.32218856989742,0.6369333333333332
MFHAS1,Injury,Burn,Early hours-Day 7,Not LEG,89.85441310282076,60.60054595086443,-1,TRUE,-0.7061812871470767,-1.127314710301822,NA,56.12068427694582,0.9746666666666669
MFN2,Injury,Burn,Early hours-Day 7,Not LEG,42.53867151956324,46.54231119199272,-1,FALSE,-0.32252981096386435,0.8882442299994233,NA,42.987532507585186,0.7480657807308969
MFSD11,Injury,Burn,Early hours-Day 7,Not LEG,9.508644222020019,36.66969972702457,-1,FALSE,-0.08986258511993128,0.7591415031862088,NA,52.16623604205053,0.6517999999999999
MFSD6,Injury,Burn,Early hours-Day 7,Not LEG,86.26023657870792,13.603275705186531,1,FALSE,0.7642016229076951,-0.7065645581144642,NA,50.22416669739643,0.3016666666666665
MGAT1,Injury,Burn,Early hours-Day 7,Not LEG,20.382165605095544,15.787079162875342,-1,FALSE,-0.16413546489319764,0.7979445566616628,NA,47.76339692423864,0.6594666666666668
MGAT4A,Injury,Burn,Early hours-Day 7,Not LEG,43.31210191082803,58.32575068243858,1,FALSE,0.33586165480459584,-0.9063029896287382,NA,52.431728306994394,0.6559650793650792
MGAT5,Injury,Burn,Early hours-Day 7,Not LEG,30.436760691537764,10.91901728844404,1,FALSE,0.2058837324291698,-0.6404760196191122,NA,58.576716809226674,0.6398619047619047
MICU1,Injury,Burn,Early hours-Day 7,Not LEG,13.05732484076433,9.008189262966333,1,TRUE,0.11399009390241233,0.6633261208566053,NA,34.91567897735227,0.29205000000000014
MIDN,Injury,Burn,Early hours-Day 7,Not LEG,83.34849863512284,37.67060964513193,1,TRUE,0.5199567796889752,0.8621003674679444,NA,43.46094191819829,0.5082820512820515
MIF4GD,Injury,Burn,Early hours-Day 7,Not LEG,71.1101000909918,63.60327570518653,-1,TRUE,-0.6840310682810937,-0.9495909661060828,NA,29.953344613836887,0.8494333333333334
MIIP,Injury,Burn,Early hours-Day 7,Not LEG,23.748862602365787,29.66333030027298,1,TRUE,0.1775045651771272,0.9440182222994817,NA,48.83606972424076,0.3081111111111113
MKNK1,Injury,Burn,Early hours-Day 7,Not LEG,84.39490445859873,96.36032757051865,1,TRUE,0.7523161689830484,1.821142376126141,NA,53.739917501037496,0.9752666666666668
MLKL,Injury,Burn,Early hours-Day 7,Not LEG,63.330300272975435,23.29390354868062,1,TRUE,0.861034231940744,0.6860339956951824,NA,33.232991532857845,0.8304230769230769
MLLT1,Injury,Burn,Early hours-Day 7,Not LEG,46.54231119199272,40.90081892629664,-1,FALSE,-0.5423000718220301,0.881600132786879,NA,42.42120141931881,0.7202666666666666
MLLT10,Injury,Burn,Early hours-Day 7,Not LEG,24.385805277525023,38.853503184713375,1,FALSE,0.18791882308197394,-0.7961650361362023,NA,46.66883970523388,0.7006999999999999
MLLT11,Injury,Burn,Early hours-Day 7,Not LEG,50.864422202001826,52.63876251137397,-1,TRUE,-0.40711123603895416,-0.9095505834855224,NA,50.522701404369656,0.9641666666666667
MLLT3,Injury,Burn,Early hours-Day 7,Not LEG,27.8434940855323,63.557779799818015,-1,TRUE,-0.2858372799769846,-1.0813597544218152,NA,50.931963576591436,0.5583666666666666
MLLT6,Injury,Burn,Early hours-Day 7,Not LEG,48.134667879890806,22.065514103730663,-1,TRUE,-0.3490460802980788,-0.851479161267696,NA,48.78312566367927,0.8564666666666669
MMADHC,Injury,Burn,Early hours-Day 7,Not LEG,6.323930846223839,57.18835304822566,-1,FALSE,-0.037629598560849686,0.7756815298603161,NA,62.67366617364162,0.3773619047619047
MMGT1,Injury,Burn,Early hours-Day 7,Not LEG,87.80709736123748,1.4558689717925388,1,TRUE,0.9230238583598354,0.5394545162159199,NA,53.46042777949471,0.5238666666666668
MOB1A,Injury,Burn,Early hours-Day 7,Not LEG,15.559599636032756,65.60509554140127,1,TRUE,0.08072183645492004,0.879694143233257,NA,40.702607832793376,0.5405
MOB1B,Injury,Burn,Early hours-Day 7,Not LEG,4.367606915377617,57.68880800727935,-1,TRUE,-0.022968236722670454,-1.1304609050780932,NA,46.01998715979509,0.6363666666666666
MOB3C,Injury,Burn,Early hours-Day 7,Not LEG,28.616924476797088,7.825295723384896,1,TRUE,0.22181903909636258,0.6381754213652937,NA,45.9481943623057,0.6052333333333334
MON2,Injury,Burn,Early hours-Day 7,Not LEG,34.03093721565059,3.867151956323931,-1,TRUE,-0.2045895262177826,-0.5679697196030249,NA,52.75974987924508,0.8575025641025643
MPHOSPH10,Injury,Burn,Early hours-Day 7,Not LEG,19.97270245677889,83.21201091901729,-1,TRUE,-0.144256824142996,-1.2046112403704838,NA,46.681063784121086,0.8807333333333334
MPHOSPH8,Injury,Burn,Early hours-Day 7,Not LEG,80.61874431301183,25.250227479526842,-1,TRUE,-0.6199003161363752,-0.7308215158301783,NA,58.51553338088421,0.8286166666666668
MPHOSPH9,Injury,Burn,Early hours-Day 7,Not LEG,53.73066424021838,67.92538671519563,-1,TRUE,-0.4268522301736777,-1.1951646454127816,NA,61.60903526130038,0.9718857142857142
MPPE1,Injury,Burn,Early hours-Day 7,Not LEG,26.478616924476796,18.698817106460417,-1,TRUE,-0.16321965829680352,-0.7146123383756118,NA,49.86117995115568,0.62055
MPV17,Injury,Burn,Early hours-Day 7,Not LEG,29.617834394904456,10.509554140127388,1,FALSE,0.2923612751924134,-0.5928489370626266,NA,47.852670097922726,0.2919333333333332
MPZL3,Injury,Burn,Early hours-Day 7,Not LEG,95.49590536851683,20.65514103730664,1,TRUE,1.895716059013841,0.8005727307325134,NA,41.550523893991475,0.6102666666666665
MRI1,Injury,Burn,Early hours-Day 7,Not LEG,28.889899909008186,96.04185623293904,-1,TRUE,-0.2746655026372453,-1.7780971295565187,NA,63.22688565401371,0.8866333333333334
MRPL1,Injury,Burn,Early hours-Day 7,Not LEG,47.04276615104641,54.413102820746126,-1,TRUE,-0.37176677804586333,-0.9991686380607905,NA,62.08365764518275,0.86240000000000006
MRPL19,Injury,Burn,Early hours-Day 7,Not LEG,19.381255686988172,31.8926296633303,-1,TRUE,-0.16671735323497394,-0.8984764713237254,NA,43.52346949089394,0.8175333333333338
MRPL20,Injury,Burn,Early hours-Day 7,Not LEG,51.50136487716106,72.7024567788899,1,FALSE,0.41893875727842556,-1.0373366175056002,NA,49.78298893365391,0.3088385620915033
MRPL3,Injury,Burn,Early hours-Day 7,Not LEG,76.66060054595086,42.31119199272065,-1,TRUE,-0.604628125320323,-0.9206145133991228,NA,54.06376851400665,0.851452380952381
MRPL30,Injury,Burn,Early hours-Day 7,Not LEG,27.115559599636036,47.72520473157415,1,FALSE,0.1452815035152959,-0.842039388583609,NA,31.368204197019846,0.20829523809523803
MRPL39,Injury,Burn,Early hours-Day 7,Not LEG,25.932666060054594,8.9171974522293,1,FALSE,0.1924964642734377,-0.6770341596975675,NA,47.12065571118892,0.6761666666666665
MRPL43,Injury,Burn,Early hours-Day 7,Not LEG,48.862602365787076,23.11191992720655,1,FALSE,0.3618430570721731,-0.7467418583650258,NA,39.7637414954353,0.7063461538461538
MRPL45,Injury,Burn,Early hours-Day 7,Not LEG,61.19199272065514,39.171974522293,-1,TRUE,-0.7090127302732077,-0.7541928974420498,NA,35.46724291872445,0.8307952380952383
MRPL50,Injury,Burn,Early hours-Day 7,Not LEG,59.463148316651505,27.797998180163784,-1,TRUE,-0.5130139711016595,-0.8265652515623629,NA,57.420501899433134,0.8313934419381789
MRPL9,Injury,Burn,Early hours-Day 7,Not LEG,0.5004549590536852,59.7361237488626,1,FALSE,0.0036836615560957853,-1.030671557911666,NA,51.784316954336006,0.73383036279764
MRPS10,Injury,Burn,Early hours-Day 7,Not LEG,1.2283894449499546,29.208371246587806,-1,TRUE,-0.011496178303424642,-0.7564919625638211,NA,34.144742621580036,0.8555166666666668
MRPS15,Injury,Burn,Early hours-Day 7,Not LEG,23.56687898089172,15.104640582347589,1,FALSE,0.1543340565248208,-0.6482053460990462,NA,26.86435269326375,0.7916
MRPS18B,Injury,Burn,Early hours-Day 7,Not LEG,74.34030937215651,68.24385805277525,-1,TRUE,-0.5570381289362434,-1.0969660037882454,NA,44.93034772840736,0.8313170634920638
MRPS21,Injury,Burn,Early hours-Day 7,Not LEG,51.27388535031847,37.261146496815286,1,FALSE,0.3442774500263983,-0.7996714928669677,NA,49.17737663773554,0.6289250000000002
MRPS23,Injury,Burn,Early hours-Day 7,Not LEG,29.253867151956324,8.371246587807098,-1,TRUE,-0.20317013095077208,-0.6661738317246111,NA,44.289793875870274,0.5737384615384614
MRPS25,Injury,Burn,Early hours-Day 7,Not LEG,61.37397634212921,1.6378525932666061,-1,TRUE,-0.6723068442657123,-0.49098111986139026,NA,40.25835905789367,0.6819537037037038
MRPS26,Injury,Burn,Early hours-Day 7,Not LEG,38.853503184713375,35.35031847133758,-1,TRUE,-0.28324137146256767,-0.7272926964744904,NA,50.99935621160986,0.7507000000000001
MRPS27,Injury,Burn,Early hours-Day 7,Not LEG,36.4877161055505,25.295723384895357,-1,TRUE,-0.4823702159780847,-0.815898040061183,NA,31.91748120581369,0.7209333333333334
MRPS33,Injury,Burn,Early hours-Day 7,Not LEG,6.232939035486806,27.115559599636036,1,FALSE,0.03577936079628685,-0.7352852323645993,NA,39.75790135933139,0.6465809523809521
MRPS6,Injury,Burn,Early hours-Day 7,Not LEG,40.94631483166515,3.6851683348498634,-1,TRUE,-0.3798889387541706,-0.5926738611594518,NA,48.87595123897285,0.6838128205128207
MRPS9,Injury,Burn,Early hours-Day 7,Not LEG,21.883530482256596,60.5550500454959,-1,TRUE,-0.1528075921614711,-0.9960656859333645,NA,43.79262853819698,0.8647638888888889
MRRF,Injury,Burn,Early hours-Day 7,Not LEG,38.262056414922654,0.3639672429481347,-1,TRUE,-0.32659916310087844,-0.46011260978741664,NA,44.73725515769093,0.6367333333333333
MRS2,Injury,Burn,Early hours-Day 7,Not LEG,49.545040946314835,3.9581437670609647,-1,TRUE,-0.451543759447361,-0.5908588271587565,NA,41.44562245748059,0.9766333333333335
MSANTD2,Injury,Burn,Early hours-Day 7,Not LEG,67.24294813466788,77.34303912647862,-1,TRUE,-0.6263594721369596,-1.4011801900112428,NA,66.33854218402668,0.6879285714285713
MSRA,Injury,Burn,Early hours-Day 7,Not LEG,96.58780709736124,86.44222020018198,1,TRUE,1.4737016040402349,1.2956951256714788,NA,45.652990935194175,0.8121333333333333
MSRB1,Injury,Burn,Early hours-Day 7,Not LEG,98.40764331210191,71.01910828025477,1,TRUE,2.147972058069822,1.1586448973480108,NA,63.60459123953379,0.9651333333333335
MSRB2,Injury,Burn,Early hours-Day 7,Not LEG,15.969062784349408,65.10464058234759,-1,FALSE,-0.15186409254829858,1.0898897766534805,NA,80.7311438017347,0.05456666666666667
MSRB3,Injury,Burn,Early hours-Day 7,Not LEG,3.002729754322111,29.481346678798907,-1,FALSE,-0.03847347321076544,0.9706946307579134,NA,43.72304270777842,0.7568523809523813
MTFR1L,Injury,Burn,Early hours-Day 7,Not LEG,35.21383075523203,21.929026387625115,1,FALSE,0.2021978602119745,-0.6652189819040952,NA,47.73616243318046,0.4939426406926406
MTG2,Injury,Burn,Early hours-Day 7,Not LEG,77.38853503184714,18.016378525932666,-1,FALSE,-1.232086177747199,0.5933959042555719,NA,57.903266484467245,0.7037727272727271
MTHFD1,Injury,Burn,Early hours-Day 7,Not LEG,91.40127388535032,47.99818016378526,-1,TRUE,-0.9725637740946844,-0.970072211889347,NA,54.555445477803424,0.9325999999999999
MTHFR,Injury,Burn,Early hours-Day 7,Not LEG,16.37852593266606,43.85805277525023,1,FALSE,0.14827163023234569,-0.9366088188398218,NA,38.71850748196301,0.7185333333333331
MTIF2,Injury,Burn,Early hours-Day 7,Not LEG,68.92629663330301,78.07097361237489,-1,TRUE,-0.5961856431658088,-1.2552559899776785,NA,53.1677003555715,0.8583333333333331
MTMR12,Injury,Burn,Early hours-Day 7,Not LEG,0.04549590536851684,13.148316651501366,1,FALSE,7.623858240410897e-4,-0.6663748966609537,NA,43.43150472727383,0.6793278388278388
MTMR3,Injury,Burn,Early hours-Day 7,Not LEG,81.57415832575067,81.3466787989081,1,TRUE,0.576627427439167,1.1723006065111798,NA,50.45853854074478,0.7962333333333331
MTO1,Injury,Burn,Early hours-Day 7,Not LEG,30.482256596906275,14.149226569608736,-1,TRUE,-0.2741365410061043,-0.7514159988497977,NA,36.654893067955584,0.9235665266106442
MTR,Injury,Burn,Early hours-Day 7,Not LEG,39.80891719745223,89.08098271155596,-1,TRUE,-0.2613143318511355,-1.5866761059446595,NA,84.40151416293638,0.8391952380952382
MTX1,Injury,Burn,Early hours-Day 7,Not LEG,26.25113739763421,38.944494995450405,-1,FALSE,-0.19142151808611807,0.8454524524019087,NA,74.35570154277652,0.23712005772005776
MTX3,Injury,Burn,Early hours-Day 7,Not LEG,64.64968152866241,85.07734303912648,-1,TRUE,-0.631245233855104,-1.4685146383863503,NA,48.643602431912136,0.6769680672268906
MUTYH,Injury,Burn,Early hours-Day 7,Not LEG,56.05095541401274,16.10555050045496,-1,TRUE,-0.8089514874638715,-0.6271159596397786,NA,18.512932081116904,0.9667000000000001
MVP,Injury,Burn,Early hours-Day 7,Not LEG,96.17834394904459,33.16651501364877,1,TRUE,1.4706611924890627,1.0927482177231687,NA,31.13615604287616,0.9108071428571429
MXD3,Injury,Burn,Early hours-Day 7,Not LEG,26.296633303002732,61.60145586897179,1,TRUE,0.17137752068993528,1.3107446507045477,NA,42.79259231418084,0.8053119047619051
